form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00002972,500016942,,,CCM,Aderholt For Congress,,,,,,403 1St St SE,,Washington,DC,200031827,G2024,,2024-09-10,5000.00,0.00,,011,C00313247,,,ADERHOLT,ROBERT,,,,H,AL,04,,,,,,,,
SB23,C00002972,500016989,,,CCM,Amodei For Nevada,,,,,,107 S West St,Ste 176,Alexandria,VA,223142824,G2024,,2024-09-19,2000.00,0.00,,011,C00496760,,,AMODEI,MARK,,,,H,NV,02,,,,,,,,
SB23,C00002972,500016914,,,CCM,Andrea Salinas For Oregon,,,,,,122 C St NW,Ste 360,Washington,DC,200012149,G2024,,2024-09-10,2500.00,0.00,,011,C00793703,,,Salinas,Andrea,,,,H,OR,06,,,,,,,,
SB23,C00002972,500016944,,,CCM,Andy Barr For Congress,,,,,,3410 Alabama Ave,,Alexandria,VA,223051736,G2024,,2024-09-10,1000.00,0.00,,011,C00467571,,,BARR,Andy,,,,H,KY,06,,,,,,,,
SB23,C00002972,500016983,,,CCM,Angie Craig For Congress,,,,,,6129 Long Meadow Rd,,Mclean,VA,221012312,G2024,,2024-09-19,1000.00,0.00,,011,C00575209,,,CRAIG,ANGIE,,,,H,MN,02,,,,,,,,
SB23,C00002972,500016986,,,CCM,Angus King For Us Senate Compaign,,,,,,200 E Jefferson St,,Falls Church,VA,220463531,G2024,,2024-09-19,2500.00,0.00,,011,C00516047,,,King,Angus,,,,S,DC,00,,,,,,,,
SB23,C00002972,500016968,,,CCM,Austin Scott For Congress,,,,,,410 1St St SE,Fl 2,Washington,DC,200031867,G2024,,2024-09-10,2500.00,0.00,,011,C00482737,,,SCOTT,AUSTIN,,,,H,GA,08,,,,,,,,
SB23,C00002972,500016946,,,CCM,Benjamin Cline For Congress Inc,,,,,,PO Box 1790,,Harrisonburg,VA,228031790,G2024,,2024-09-10,1500.00,0.00,,011,C00661561,,,CLINE,BENJAMIN,,,,H,VA,06,,,,,,,,
SB23,C00002972,500016937,,,CCM,Bobby Scott For Congress,,,,,,38 Ivy St SE,,Washington,DC,200034006,G2024,,2024-09-10,2500.00,0.00,,011,C00256925,,,Scott,Bobby,,,,H,VA,03,,,,,,,,
SB23,C00002972,500016988,,,CCM,Bruce Westerman For Congress,,,,,,5827 Colfax Ave,,Alexandria,VA,223111013,G2024,,2024-09-19,1000.00,0.00,,011,C00548180,,,WESTERMAN,BRUCE,,,,H,DC,04,,,,,,,,
SB23,C00002972,500016948,,,CCM,Byron Donalds For Congress,,,,,,2430 Vanderbilt Beach Rd,Ste Pm 108,Naples,FL,341092654,G2024,,2024-09-10,4000.00,0.00,,011,C00733329,,,DONALDS,BYRON,,,,H,FL,19,,,,,,,,
SB23,C00002972,500016916,,,CCM,Caraveo For Congress,,,,,,6129 Long Meadow Rd,,Mclean,VA,221012312,G2024,,2024-09-10,2000.00,0.00,,011,C00787788,,,Caraveo,Yadira,,,,H,CO,08,,,,,,,,
