form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00029447,500016072,,,CCM,Aaron Bean For Congress,,,,,,2640 A Mitcham Dr,,Tallahassee,FL,323085400,P2024,,2023-01-12,5000.00,0.00,Contribution,,C00816983,,,BEAN,AARON,P.,,,H,FL,04,,,,,,,,
SB23,C00029447,500016070,,,CCM,ALEX PADILLA FOR SENATE,,,,,,777 S Figueroa St,Ste 4050,Los Angeles,CA,900175864,P2028,,2023-01-12,5000.00,0.00,Contribution,,C00765164,,,PADILLA,ALEX,,,,S,CA,,,,,,,,,
SB23,C00029447,500016028,,,PAC,Bluegrass Committee,,,,,,228 S Washington St,Ste 115,Alexandria,VA,223145404,,,2023-01-25,-5000.00,0.00,Voided Check - Originally Issued on 10/26/22,,C00235655,Bluegrass Committee,,,,,,,,,,,,,,,,,
SB23,C00029447,500016073,,,PAC,Budzinski Victory Fund,,,,,,611 Pennsylvania Ave SE,Ste 143,Washington,DC,200034303,,,2023-01-12,5000.00,0.00,Contribution,,C00819441,Budzinski Victory Fund,,,,,,,,,,,,,,,,,
SB23,C00029447,500016083,,,CCM,CONNOLLY FOR CONGRESS,,,,,,PO Box 563,,Merrifield,VA,221160563,P2024,,2023-01-26,5000.00,0.00,Contribution,,C00445452,,,CONNOLLY,GERRY,,,,H,VA,11,,,,,,,,
SB23,C00029447,500016075,,,CCM,CURTIS FOR CONGRESS,,,,,,420 E South Temple,Ste 390,Salt Lake City,UT,841111335,C2024,Convention,2023-01-12,1000.00,0.00,Contribution,,C00647339,,,CURTIS,JOHN,,,,H,UT,03,,,,,,,,
SB23,C00029447,500016085,,,CCM,DEBBIE DINGELL FOR CONGRESS,,,,,,19855 Outer Dr,Ste 103,Dearborn,MI,481242022,P2024,,2023-01-26,1500.00,0.00,Contribution,,C00558213,,,DINGELL,DEBBIE,,,,H,MI,12,,,,,,,,
SB23,C00029447,500016088,,,PTY,FEDERAL: COLORADO DEMOCRATIC PARTY,,,,,,789 N Sherman St,Ste 110,Denver,CO,802033530,,,2023-01-26,5000.00,0.00,Contribution,,C00161786,FEDERAL: COLORADO DEMOCRATIC PARTY,,,,,,,,,,,,,,,,,
SB23,C00029447,500016084,,,CCM,FRIENDS OF DAVE JOYCE,,,,,,9856 Archer Ln,,Dublin,OH,430178914,P2024,,2023-01-26,2500.00,0.00,Contribution,,C00527457,,,JOYCE,DAVID P,,,,H,OH,14,,,,,,,,
SB23,C00029447,500016082,,,CCM,FRIENDS OF ROSA DELAURO,,,,,,129 Church St,Ste 818,New Haven,CT,065102005,C2024,Convention,2023-01-26,1000.00,0.00,Contribution,,C00238865,,,DELARUO,ROSA,L.,,,H,CT,03,,,,,,,,
SB23,C00029447,500016076,,,CCM,GALLEGO FOR ARIZONA,,,,,,PO Box 1710,,Phoenix,AZ,850011710,P2024,,2023-01-20,5000.00,0.00,Contribution,,C00558627,,,GALLEGO,RUBEN,,,,H,AZ,07,,,,,,,,
SB23,C00029447,500016086,,,PAC,HEARTLAND VALUES PAC,,,,,,PO Box 505,,Sioux Falls,SD,571010505,,,2023-01-26,2500.00,0.00,Contribution,,C00409003,HEARTLAND VALUES PAC,,,,,,,,,,,,,,,,,
SB23,C00029447,500016079,,,CCM,KAINE FOR VIRGINIA,,,,,,1751 Potomac Greens Dr,,Alexandria,VA,223146233,P2024,,2023-01-26,2500.00,0.00,Contribution,,C00495358,,,KAINE,TIMOTHY MICHAEL,,,,S,VA,,,,,,,,,
SB23,C00029447,500016081,,,CCM,LARSON FOR CONGRESS,,,,,,PO Box 261172,,Hartford,CT,061261172,C2024,Convention,2023-01-26,2500.00,0.00,Contribution,,C00330142,,,LARSON,JOHN,B.,,,H,CT,01,,,,,,,,
SB23,C00029447,500016077,,,CCM,MCCLELLAN FOR CONGRESS,,,,,,PO Box 818,,Richmond,VA,232180818,O2023,Special General,2023-01-26,2500.00,0.00,Contribution,,C00829812,,,MCCLELLAN,JENNIFER,,,,H,VA,04,,,,,,,,
SB23,C00029447,500016080,,,CCM,MONTANANS FOR TESTER,,,,,,PO Box 1135,,Helena,MT,596241135,G2024,,2023-01-26,2500.00,0.00,Contribution,,C00412304,,,TESTER,JON,,,,S,MT,,,,,,,,,
SB23,C00029447,500016071,,,CCM,NIKKI FOR CONGRESS,,,,,,PO Box 5171,,Springfield,IL,627055171,P2024,,2023-01-12,5000.00,0.00,Contribution,,C00787812,,,BUDZINSKI,NIKKI,,,,H,IL,13,,,,,,,,
SB23,C00029447,500016069,,,CCM,Schmitt For Senate,,,,,,101 W Argonne Dr,# 24,Saint Louis,MO,631224201,P2028,,2023-01-12,5000.00,0.00,Contribution,,C00775015,,,SCHMITT,ERIC,,,,S,MO,,,,,,,,,
SB23,C00029447,500016087,,,PAC,TRANSPORTATION TRADES DEPARTMENT AFL-CIO POLITICAL ACTION COMMITTEE (TTD/PAC),,,,,,815 16th St NW,Fl 4,Washington,DC,200064101,,,2023-01-26,5000.00,0.00,Contribution,,C00280909,TRANSPORTATION TRADES DEPARTMENT AFL-CIO POLITICAL ACTION COMMITTEE (TTD/PAC),,,,,,,,,,,,,,,,,
