form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00566059,500073789,,,CCM,Adam For Colorado,,,,,,PO Box 371,,Woody Creek,CO,816560371,P2024,,2023-03-10,1000.00,0.00,Political Contribution,,C00805275,,,Frisch,Adam,,,,H,CO,03,,,,,,,,
SB23,C00566059,500075602,,,CCM,CARTWRIGHT FOR CONGRESS,,,,,,PO Box 414,,Scranton,PA,185010414,P2024,,2023-06-15,500.00,0.00,Political Contribution,,C00509968,,,CARTWRIGHT,MATTHEW,A.,,,H,PA,08,,,,,,,,
SB23,C00566059,500075777,,,CCM,Colin Allred For Senate,,,,,,PO Box 601631,,Dallas,TX,753601631,P2024,,2023-06-29,1000.00,0.00,Political Contribution,,C00839597,,,Allred,Colin,,,,S,TX,,,,,,,,,
SB23,C00566059,500075636,,,CCM,DR KIM SCHRIER FOR CONGRESS,,,,,,PO Box 2728,,Issaquah,WA,980270125,P2024,,2023-06-22,500.00,0.00,Political Contribution,,C00652628,,,SCHRIER,KIM,,,,H,WA,08,,,,,,,,
SB23,C00566059,500075741,,,CCM,GALLEGO FOR ARIZONA,,,,,,PO Box 1710,,Phoenix,AZ,850011710,P2024,,2023-06-27,2000.00,0.00,Political Contribution,,C00558627,,,GALLEGO,RUBEN,,,,S,AZ,,,,,,,,,
SB23,C00566059,500075637,,,CCM,LANDSMAN FOR CONGRESS,,,,,,PO Box 413,,Cincinnati,OH,452010413,P2024,,2023-06-26,1000.00,0.00,Political Contribution,,C00800276,,,LANDSMAN,GREG,,,,H,OH,01,,,,,,,,
SB23,C00566059,500074967,,,CCM,Liz For NY,,,,,,PO Box 733,,Goldens Bridge,NY,105260733,P2024,,2023-04-27,2000.00,0.00,Political Contribution,,C00838599,,,Gereghty,Elizabeth,,,,H,NY,17,,,,,,,,
SB23,C00566059,500074971,,,CCM,Mad 4 PA PAC,,,,,,PO Box 444,,Glenside,PA,190380444,P2024,,2023-05-10,2000.00,0.00,Political Contribution,,C00670844,,,Dean,Madeline,,,,H,PA,04,,,,,,,,
SB23,C00566059,500073791,,,CCM,Magaziner For Congress,,,,,,1 Park Row,Ste 5,Providence,RI,029031235,P2024,,2023-04-03,500.00,0.00,Political Contribution,,C00802504,,,Magaziner,Seth,,,,H,RI,02,,,,,,,,
SB23,C00566059,500075593,,,CCM,MIKE LEVIN FOR CONGRESS,,,,,,555 Capitol Mall,Ste 400,Sacramento,CA,958144503,P2024,,2023-06-14,500.00,0.00,Political Contribution,,C00634253,,,LEVIN,MIKE,,,,H,CA,49,,,,,,,,
SB23,C00566059,500073790,,,CCM,Morgan McGarvey For Congress,,,,,,PO Box 5324,,Louisville,KY,402550324,P2024,,2023-03-24,1000.00,0.00,Political Contribution,,C00791392,,,McGarvey,Morgan,,,,H,KY,03,,,,,,,,
SB23,C00566059,500073788,,,CCM,PAT RYAN FOR CONGRESS,,,,,,PO Box 2113,,Kingston,NY,124022113,P2024,,2023-03-10,500.00,0.00,Political Contribution,011,C00815290,,,RYAN,PATRICK,,,,H,NY,18,,,,,,,,
SB23,C00566059,500075595,,,CCM,SCHIFF FOR SENATE,,,,,,611 Pennsylvania Ave SE,# 143,Washington,DC,200034303,P2024,,2023-06-14,2000.00,0.00,Political Contribution,,C00343871,,,SCHIFF,ADAM,,,,S,CA,00,,,,,,,,
SB23,C00566059,500075594,,,CCM,WILEY NICKEL FOR CONGRESS,,,,,,514 Daniels St,# 286,Raleigh,NC,276051317,P2024,,2023-06-14,500.00,0.00,,,C00763045,,,NICKEL,WILEY,,,,H,NC,13,,,,,,,,Political Contribution
SB23,C00566059,500075631,,,CCM,WILL ROLLINS FOR CONGRESS,,,,,,301 N Palm Canyon Dr,Ste # 103,Palm Springs,CA,922625672,P2024,,2023-06-20,1000.00,0.00,,,C00792507,,,ROLLINS,WILL,,,,H,CA,41,,,,,,,,Political Contribution
