form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00640086,500002659,,,ORG,Ali For Indy,,,,,,11827 Rossmore Dr,,Indianapolis,IN,462356857,,,2023-10-05,500.00,0.00,Non-Federal Political Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00640086,500002658,,,ORG,Committee To Elect Lori Stone Mayor,,,,,,27582 Evelyn Ave,,Warren,MI,480932817,,,2023-10-04,500.00,0.00,Non-Federal Political Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00640086,500002653,,,ORG,Friends Of Anna Albi,,,,,,5632 Bramble Ave,,Cincinnati,OH,452272702,,,2023-10-04,1000.00,0.00,Non-Federal Political Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00640086,500002656,,,ORG,Friends Of Monica Wilson,,,,,,5934 Stumph Rd,,Parma,OH,441301712,,,2023-10-04,250.00,0.00,Non-Federal Political Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00640086,500002655,,,ORG,Friends Of Mullen,,,,,,4970 Roscommon Dr,,Brunswick,OH,442126407,,,2023-10-04,250.00,0.00,Non-Federal Political Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00640086,500002663,,,ORG,Friends Of Nabila Babar,,,,,,5959 Capeview Pl,,Mason,OH,450407506,,,2023-10-31,500.00,0.00,Non-Federal Political Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00640086,500002654,,,ORG,Friends To Elect Sheena Barnes,,,,,,621 Lodge Ave,,Toledo,OH,436092913,,,2023-10-06,250.00,0.00,Non-Federal Political Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00640086,500002667,,,ORG,Kathy Parker For West Lafayette,,,,,,3103 Sullivan St,,West Lafayette,IN,479061247,,,2023-10-31,250.00,0.00,Non-Federal Political Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00640086,500002657,,,ORG,Kristie Krone For Lawrence,,,,,,11626 Sterrett Blvd,,Indianapolis,IN,462368879,,,2023-10-04,250.00,0.00,Non-Federal Political Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00640086,500002660,,,ORG,Together For PR,,,,,,134 Tanglewood Dr,,Wexford,PA,150908692,,,2023-10-12,250.00,0.00,Non-Federal Political Contribution,011,,,,,,,,,,,,,,,,,,,
