form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00160077,SB29.7557,,,CCM,Bingman for Corporation Commissioner,,,,,,1502 E McKinley Ave,,Sapulpa,OK,74066,G2024,,2024-10-07,1000.00,,Contribution,,,,,,,,,,,OK,,,,,,,,,
SB29,C00160077,SB29.7549,,,CCM,Dossett for Senate,,,,,,1632 South Evanston Ave,,Tulsa,OK,74104,G2024,,2024-10-07,500.00,,Contribution,,,,,,,,,,,OK,,,,,,,,,
SB29,C00160077,SB29.7547,,,CCM,Dr Julie McIntosh for State Senate,,,,,,9757 N 50th ST W,,Porter,OK,74454,G2024,,2024-10-07,500.00,,Contribution,,,,,,,,,,,OK,,,,,,,,,
SB29,C00160077,SB29.7546,,,CCM,Friends of Aaron Reinhardt,,,,,,707 E. 131st Street S.,,Jenks,OK,74037,G2024,,2024-10-01,500.00,,Contribution,,,,,,,,,,,OK,,,,,,,,,
SB29,C00160077,SB29.7539,,,CCM,Friends of Bob Ed Culver,,,,,,14796 W Grandview Rd,,Tahlequah,OK,74464,G2024,,2024-10-01,500.00,,Contribution,,,,,,,,,,,OK,,,,,,,,,
SB29,C00160077,SB29.7553,,,CCM,Friends of Cyndi Munson,,,,,,705 NW 47th Street,,Oklahoma City,OK,73118,G2024,,2024-10-07,500.00,,Contribution,,,,,,,,,,,OK,,,,,,,,,
SB29,C00160077,SB29.7543,,,CCM,Friends of Daniel Pae,,,,,,6827 NW Crestwood Drive,,Lawton,OK,73505,G2024,,2024-10-01,500.00,,Contribution,,,,,,,,,,,OK,,,,,,,,,
SB29,C00160077,SB29.7551,,,CCM,Friends of Dave Rader,,,,,,8921 S. Hudson Ave,,Tulsa,OK,74137,G2024,,2024-10-07,500.00,,Contribution,,,,,,,,,,,OK,,,,,,,,,
SB29,C00160077,SB29.7555,,,CCM,Friends of Ellen Pogemiller for House,,,,,,420 NW 21St ST,,Oklahoma City,OK,73103,G2024,,2024-10-07,500.00,,Contribution,,,,,,,,,,,OK,,,,,,,,,
SB29,C00160077,SB29.7554,,,CCM,Friends of Ellyn Hefner,,,,,,4406 NW 59th Street,,Oklahoma City,OK,73112,G2024,,2024-10-07,500.00,,Contribution,,,,,,,,,,,OK,,,,,,,,,
SB29,C00160077,SB29.7544,,,CCM,Friends of Eric Roberts,,,,,,3449 Stone Brook Ct,,Oklahoma City,OK,73120,G2024,,2024-10-01,500.00,,Contribution,,,,,,,,,,,OK,,,,,,,,,
SB29,C00160077,SB29.7545,,,CCM,Friends of Tammy West,,,,,,7916 NW 23rd St,Box 200,Bethany,OK,73008,G2024,,2024-10-01,500.00,,Contribution,,,,,,,,,,,OK,,,,,,,,,
SB29,C00160077,SB29.7541,,,CCM,Friends Re-Elect Scott Fetgatter,,,,,,417 S Seminole,,Okmulgee,OK,74447,G2024,,2024-10-01,500.00,,Contribution,,,,,,,,,,,OK,,,,,,,,,
SB29,C00160077,SB29.7552,,,CCM,Suzanne Schreiber for State House,,,,,,3111 E 58th Pl,,Tulsa,OK,74105,G2024,,2024-10-07,500.00,,Contribution,,,,,,,,,,,OK,,,,,,,,,
SB29,C00160077,SB29.7538,,,CCM,Trey Caldwell for State Rep,,,,,,1013 SE 40th St,,Lawton,OK,73501,G2024,,2024-10-01,500.00,,Contribution,,,,,,,,,,,OK,,,,,,,,,
SB29,C00160077,SB29.7542,,,CCM,Vote Dell Kerbs,,,,,,305 E Federal,,Shawnee,OK,74804,G2024,,2024-10-01,500.00,,Contribution,,,,,,,,,,,OK,,,,,,,,,
