form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00496679,SB21B.E1734931,,,ORG,Spectrum,,,,,,PO Box 60074,,City of Industry,CA,91716,,,2024-02-03,263.77,0.00,Monthly phone/cable bill,001,,,,,,,,,,,,,,,,,,,
SB21B,C00496679,SB21B.E1736260,,,ORG,Spectrum,,,,,,PO Box 60074,,City of Industry,CA,91716,,,2024-03-06,275.40,0.00,Monthly phone/cable bill,001,,,,,,,,,,,,,,,,,,,
SB21B,C00496679,SB21B.E1733240,,,ORG,Spectrum,,,,,,PO Box 60074,,City of Industry,CA,91716,,,2024-01-07,263.85,0.00,Monthly phone/cable bill,001,,,,,,,,,,,,,,,,,,,
SB21B,C00496679,SB21B.E1735527,,,ORG,SoCal Gas,,,,,,PO Box C,,Monterey Park,CA,917565111,,,2024-02-20,88.61,0.00,Monthly heating bill,001,,,,,,,,,,,,,,,,,,,
SB21B,C00496679,SB21B.E1736534,,,ORG,SoCal Gas,,,,,,PO Box C,,Monterey Park,CA,917565111,,,2024-03-23,67.41,0.00,March heating  bill,001,,,,,,,,,,,,,,,,,,,
SB21B,C00496679,SB21B.E1734004,,,ORG,SoCal Gas,,,,,,PO Box C,,Monterey Park,CA,917565111,,,2024-01-21,67.55,0.00,Monthly heating bill,001,,,,,,,,,,,,,,,,,,,
SB21B,C00496679,SB21B.E1736394,,,ORG,"Promotivators, Ltd.",,,,,,888 El Cid Circle,,Palm Springs,CA,92262,,,2024-03-16,562.61,0.00,50 Colorplast yard signs with H-Frames,001,,,,,,,,,,,,,,,,,,,
SB21B,C00496679,SB21B.E1736392,,,ORG,"Promotivators, Ltd.",,,,,,888 El Cid Circle,,Palm Springs,CA,92262,,,2024-03-16,334.84,0.00,37 pcs red/blue printed cotton T-shirts,001,,,,,,,,,,,,,,,,,,,
SB21B,C00496679,SB21B.E1735875,,,ORG,"Promotivators, Ltd.",,,,,,888 El Cid Circle,,Palm Springs,CA,92262,,,2024-02-25,177.93,0.00,Rally signs and Rectangle buttons,001,,,,,,,,,,,,,,,,,,,
SB21B,C00496679,SB21B.E1735474,,,ORG,"Promotivators, Ltd.",,,,,,888 El Cid Circle,,Palm Springs,CA,92262,,,2024-02-19,278.51,0.00,Buttons and bumper stickers,001,,,,,,,,,,,,,,,,,,,
