form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00874404,SE.4104,,,ORG,Andale Communication,,,,,,PO BOX 155,,Chandler,AZ,85244,G2024,,2024-07-01,300.00,,300.00,Production Cost,,C00874404,O,P80001571,TRUMP,DONALD J.,,,,P,00,,Fairrington,Brian,,,,2024-10-24,X
SE,C00874404,SE.4105,,,ORG,Andale Communication,,,,,,PO BOX 155,,Chandler,AZ,85244,G2024,,2024-07-09,300.00,,689.30,Production Cost,,C00874404,O,P80001571,TRUMP,DONALD J.,,,,P,00,,Fairrington,Brian,,,,2024-10-24,X
SE,C00874404,SE.4107,,,ORG,Andale Communication,,,,,,PO BOX 155,,Chandler,AZ,85244,G2024,,2024-07-12,300.00,,1024.29,Production Cost,,C00874404,O,P80001571,TRUMP,DONALD J.,,,,P,00,,Fairrington,Brian,,,,2024-10-24,X
SE,C00874404,SE.4108,,,ORG,Andale Communication,,,,,,PO BOX 155,,Chandler,AZ,85244,G2024,,2024-07-12,300.00,,1324.29,Production Cost,,C00874404,O,P80001571,TRUMP,DONALD J.,,,,P,00,,Fairrington,Brian,,,,2024-10-24,X
SE,C00874404,SE.4109,,,ORG,Andale Communication,,,,,,PO BOX 155,,Chandler,AZ,85244,G2024,,2024-07-12,300.00,,1624.29,Production Cost,,C00874404,O,P80001571,TRUMP,DONALD J.,,,,P,00,,Fairrington,Brian,,,,2024-10-24,X
SE,C00874404,SE.4110,,,ORG,Andale Communication,,,,,,PO BOX 155,,Chandler,AZ,85244,G2024,,2024-07-15,300.00,,2373.17,Production Cost,,C00874404,O,P80001571,TRUMP,DONALD J.,,,,P,00,,Fairrington,Brian,,,,2024-10-24,X
SE,C00874404,SE.4111,,,ORG,Andale Communication,,,,,,PO BOX 155,,Chandler,AZ,85244,G2024,,2024-07-16,300.00,,2673.17,Production Cost,,C00874404,O,P80001571,TRUMP,DONALD J.,,,,P,00,,Fairrington,Brian,,,,2024-10-24,X
SE,C00874404,SE.4112,,,ORG,Andale Communication,,,,,,PO BOX 155,,Chandler,AZ,85244,G2024,,2024-07-16,300.00,,2973.17,Production Cost,,C00874404,O,P80001571,TRUMP,DONALD J.,,,,P,00,,Fairrington,Brian,,,,2024-10-24,X
SE,C00874404,SE.4113,,,ORG,Andale Communication,,,,,,PO BOX 155,,Chandler,AZ,85244,G2024,,2024-07-18,300.00,,4292.98,Production Cost,,C00874404,O,P80001571,TRUMP,DONALD J.,,,,P,00,,Fairrington,Brian,,,,2024-10-24,X
SE,C00874404,SE.4114,,,ORG,Andale Communication,,,,,,PO BOX 155,,Chandler,AZ,85244,G2024,,2024-07-19,300.00,,4792.98,Production Cost,,C00874404,O,P80001571,TRUMP,DONALD J.,,,,P,00,,Fairrington,Brian,,,,2024-10-24,X
