form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00350884,B845252,,,PAC,CONSERVATIVES HARVESTING SUCCESS PAC,,,,,,1020 N. Fairfax St. Suite 201,,Alexandria,VA,22314,O2023,Not Applicable,2023-04-17,2000.00,,Contribution,011,C00678813,,,,,,,,,, ,,,,,,,,
SB23,C00350884,B845253,,,CCM,Friends of Bennie Thompson,,,,,,413 New Jersey Ave SE,,Washington,DC,20003,P2024,,2023-04-17,1000.00,,Contribution,011,C00279851,,H4MS02068,Thompson,Bennie,G,,,H,MS,02,,,,,,,,
SB23,C00350884,B845254,,,CCM,Team Katie Inc,,,,,,1101 30th Street NW Suite 125,,Washington,DC,20007,P2028,,2023-04-17,1500.00,,Contribution,011,C00781443,,S2AL00145,Britt,Katie,,,,S,AL, ,,,,,,,,
SB23,C00350884,B845251,,,CCM,Tuberville For Senate Inc.,,,,,,411 First Street SE,,Washington,AL,20003,P2026,,2023-04-17,500.00,,Contribution,011,C00701672,,S0AL00230,Tuberville,Thomas,,,,S,AL, ,,,,,,,,
SB23,C00350884,B845366,,,PAC,Arkansas for Leadership Political Action Committee,,,,,,PO Box 1672,,Alexandria,VA,22313,O2023,Not Applicable,2023-04-20,1000.00,,Contribution,011,C00413948,,,,,,,,,, ,,,,,,,,
SB23,C00350884,B845364,,,CCM,Ralph Norman For Congress,,,,,,411 First St. SE,,Washington,DC,20003,P2024,,2023-04-20,1500.00,,Contribution,011,C00633610,,H6SC05111,Norman,Ralph,,,Jr.,H,SC,05,,,,,,,,
SB23,C00350884,B845365,,,PAC,Reclaim America PAC,,,,,,1101 30th  Street NE Suite 125,,Washington,DC,20007,O2023,Not Applicable,2023-04-20,1500.00,,Contribution,011,C00500025,,,,,,,,,, ,,,,,,,,
SB23,C00350884,B847912,,,PTY,American Forest and Paper PAC,,,,,,1101 K Street NW Suite 700,,Washington,DC,20005,O2023,Not Applicable,2023-06-01,5000.00,,Contribution,011,C00029348,,,,,,,,,, ,,,,,,,,
SB23,C00350884,B848861,,,CCM,Capito for West Virginia,,,,,,2308 Mount Vernon Ave 707,,Alexandria,VA,22301,P2026,,2023-06-12,2500.00,,Contribution,011,C00539825,,S4WV00159,Capito,Shelley Moore,,,,S,WV, ,,,,,,,,
SB23,C00350884,B849448,,,CCM,Kat for Congress,,,,,,5200 NW 43rd St. Suite 102-180,,Gainesville,FL,32606,P2024,,2023-06-20,1000.00,,Contribution,011,C00730895,,H0FL03175,Cammack,Kat,,,,H,FL,03,,,,,,,,
SB23,C00350884,B849383,,,CCM,Dan Newhouse for Congress,,,,,,P.O. BOX 10949,,Yakima,WA,98909,P2024,,2023-06-22,1000.00,,Contribution,011,C00559393,,H4WA04104,Newhouse,Daniel,,,,H,WA,04,,,,,,,,
SB23,C00350884,B849382,,,CCM,Rick Scott For Florida,,,,,,317 15th Street NE,,Washington,DC,20002,P2024,,2023-06-22,2000.00,,Contribution,011,C00676965,,S8FL00273,Scott,Rick,,,,S,FL, ,,,,,,,,
SB23,C00350884,B849384,,,CCM,Westerman for Congress,,,,,,5827 Colfax Ave,,Alexandria,VA,22311,P2024,,2023-06-22,3000.00,,Contribution,011,C00548180,,H4AR04048,Westerman,Bruce,,,,H,AR,04,,,,,,,,
