form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00065870,SB23.34377,,,CCM,Carey for Congress,,,,,,211 S. 5th Street,,Columbus,OH,43215,P2024,,2023-04-11,5000.00,,Contribution,011,,,,,,,,,H,OH,15,,,,,,,,
SB23,C00065870,SB23.34379,,,CCM,Citizens for Turner,,,,,,"120 W. 2nd Street, Suite 1510",,Dayton,OH,45402,P2024,,2023-04-11,5000.00,,Contribution,011,C00373001,,,,,,,,H,OH,10,,,,,,,,
SB23,C00065870,SB23.34380,,,CCM,Emilia Sykes for Congress,,,,,,PO Box 1347,,Akron,OH,44309,P2024,,2023-06-13,5000.00,,Contribution,011,,,,,,,,,H,OH,13,,,,,,,,
SB23,C00065870,SB23.34381,,,CCM,Friends of Dave Joyce,,,,,,9856 Archer Ln.,,Dublin,OH,430178914,P2024,,2023-04-11,5000.00,,Contribution,011,C00527457,,,,,,,,H,OH,14,,,,,,,,
SB23,C00065870,SB23.34382,,,CCM,Friends of Sherrod Brown,,,,,,PO Box 15293,,Washington,DC,20003,P2024,,2023-04-11,5000.00,,Contribution,011,C00264697,,,,,,,,S,OH,00,,,,,,,,
SB23,C00065870,SB23.34383,,,CCM,JD Vance for Senate,,,,,,"1391 W. 5th Ave., Suite 314",,Columbus,OH,43212,P2028,,2023-04-11,5000.00,,Contribution,011,C00783142,,,,,,,,S,OH,00,,,,,,,,
SB23,C00065870,SB23.34384,,,CCM,Johnson for Congress,,,,,,211 South 5th Street,,Columbus,OH,43215,P2024,,2023-04-11,5000.00,,Contribution,011,C00476820,,,,,,,,H,OH,06,,,,,,,,
SB23,C00065870,SB23.34385,,,CCM,Joyce Beatty for Congress,,,,,,PO Box 172,,Columbus,OH,43216,P2024,,2023-04-11,5000.00,,Contribution,011,C00507368,,,,,,,,H,OH,03,,,,,,,,
SB23,C00065870,SB23.34386,,,CCM,Kaptur for Congress,,,,,,PO Box 899,,Toledo,OH,43697,P2024,,2023-04-11,5000.00,,Contribution,011,C00154625,,,,,,,,H,OH,09,,,,,,,,
SB23,C00065870,SB23.34387,,,CCM,Landsman for Congress,,,,,,PO Box 68033,,Cincinnati,OH,45206,P2024,,2023-04-11,5000.00,,Contribution,011,C00800276,,,,,,,,H,OH,01,,,,,,,,
SB23,C00065870,SB23.34388,,,CCM,Max Miller for Congress,,,,,,19525 Hilliard Blvd,,Rocky River,OH,44116,P2024,,2023-04-11,5000.00,,Contribution,011,C00770818,,,,,,,,H,OH,07,,,,,,,,
SB23,C00065870,SB23.34389,,,CCM,Shontel Brown for Congress,,,,,,PO Box 221232,,Beachwood,OH,44122,P2024,,2023-04-11,5000.00,,Contribution,011,C00764381,,,,,,,,H,OH,11,,,,,,,,
