form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00506907,500069299,,,CCM,ANDY KIM FOR NEW JERSEY,,,,,,PO Box 211,,Marlton,NJ,080530211,P2024,,2024-02-13,1000.00,0.00,Candidate Contributions,,C00648220,,,KIM,ANDY,,,,S,NJ,00,,,,,,,,
SB23,C00506907,500069300,,,CCM,ANDY KIM FOR NEW JERSEY,,,,,,PO Box 211,,Marlton,NJ,080530211,P2024,,2024-02-16,2500.00,0.00,Candidate Contributions,,C00648220,,,KIM,ANDY,,,,S,NJ,00,,,,,,,,
SB23,C00506907,500069307,,,CCM,CISNEROS FOR CONGRESS,,,,,,PO Box 2502,,Covina,CA,917228502,P2024,,2024-02-09,2500.00,0.00,Candidate Contribution,,C00850420,,,CISNEROS,GILBERT,,,,H,CA,31,,,,,,,,
SB23,C00506907,500069301,,,CCM,DEREK TRAN FOR CONGRESS,,,,,,10441 Stanford Ave,Unit 395,Garden Grove,CA,928425222,P2024,,2024-02-09,2500.00,0.00,Candidate Contribution,,C00851790,,,TRAN,DEREK,,,,H,CA,45,,,,,,,,
SB23,C00506907,500069308,,,CCM,EVAN LOW FOR CONGRESS,,,,,,1700 Tribute Rd,Ste 201,Sacramento,CA,958154415,P2024,,2024-02-09,5000.00,0.00,Candidate Contribution,,C00858969,,,LOW,EVAN,,,,H,CA,16,,,,,,,,
SB23,C00506907,500069303,,,CCM,FRIENDS OF MAZIE HIRONO,,,,,,PO Box 677,,Honolulu,HI,968090677,P2024,,2024-02-13,1000.00,0.00,Candidate Contribution,,C00420760,,,HIRONO,MAZIE MRS,,,,,HI,,,,,,,,,
SB23,C00506907,500069304,,,CCM,GRACE FOR NEW YORK,,,,,,4904 43Rd Ave,,Woodside,NY,113774472,P2024,,2024-02-13,1000.00,0.00,Candidate Contribution,,C00516666,,,MENG,GRACE,,,,H,NY,06,,,,,,,,
SB23,C00506907,500069309,,,ORG,H&C Consulting,,,,,,15066 Jewel Ave,# 2R,Flushing,NY,113671434,O2024,Special General,2024-02-01,2500.00,0.00,In-Kind Contribution:  Community Outreach Services,,C00607200,,,SUOZZI,THOMAS,,,,H,NY,03,,,,,,,,In-Kind
SB23,C00506907,500069305,,,CCM,JUDY CHU FOR CONGRESS,,,,,,16633 Ventura Blvd,Ste 1008,Encino,CA,914361856,P2024,,2024-02-13,1000.00,0.00,Candidate Contributions,,C00458125,,,CHU,JUDY,,,,H,CA,27,,,,,,,,
SB23,C00506907,500069315,,,CCM,PRAMILA FOR CONGRESS,,,,,,PO Box 20753,,Seattle,WA,981021753,P2024,,2024-02-13,1000.00,0.00,Candidate Contribution,,C00605592,,,JAYAPAL,PRAMILA,,,,H,WA,07,,,,,,,,
SB23,C00506907,500069317,,,CCM,SCOTT FOR CONGRESS,,,,,,PO Box 251,,Newport News,VA,236070251,P2024,,2024-02-13,1000.00,0.00,Candidate Contribution,,C00256925,,,SCOTT,ROBERT,C,,,H,VA,03,,,,,,,,
SB23,C00506907,500069319,,,CCM,STRICKLAND FOR WASHINGTON,,,,,,1625 E 72Nd St,Ste 700 Pmb 139,Tacoma,WA,984045455,P2024,,2024-02-13,1000.00,0.00,Candidate Contribution,,C00732826,,,STRICKLAND,MARILYN,,,,H,WA,10,,,,,,,,
