form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00344325,17678009,,,CCM,Val Hoyle for Congress,,,,,,PO Box 657,,Springfield,OR,97477,P2024,,2023-09-27,2500.00,0.00,Contribution,011,C00796144,Val Hoyle for Congress,H2OR04095,Hoyle,Valerie,,Rep.,,H,OR,04,,,,,,,,Contribution
SB23,C00344325,17678010,,,CCM,Friends of Dan Kildee,,,,,,PO Box 248,,Flint,MI,48501,P2024,,2023-09-27,2500.00,0.00,Contribution,011,C00499947,Friends of Dan Kildee,H2MI05119,Kildee,Daniel,T.,Rep.,,H,MI,08,,,,,,,,Contribution
SB23,C00344325,17678011,,,CCM,Quigley for Congress,,,,,,"1025 W. Addison Street, Apt. 515",,Chicago,IL,60613,P2024,,2023-09-27,1000.00,0.00,Contribution,011,C00457556,Quigley for Congress,H0IL05096,Quigley,Michael,,Rep.,,H,IL,05,,,,,,,,Contribution
SB23,C00344325,17678012,,,PAC,Luchadora PAC,,,,,,"1840 South Gaffey Street, #421",,San Pedro,CA,90731,,,2023-09-27,2500.00,0.00,Contribution,011,C00659771,,H6CA44103,,,,,,,,,,,,,,,,Contribution
SB23,C00344325,17678013,,,CCM,Deborah Ross for Congress,,,,,,PO Box 28258,,Raleigh,NC,27611,P2024,,2023-09-27,2500.00,0.00,Contribution,011,C00729277,Deborah Ross for Congress,H0NC02125,Ross,Deborah,,Rep.,,H,NC,02,,,,,,,,Contribution
SB23,C00344325,17678014,,,CCM,Julia Brownley for Congress,,,,,,PO Box 2018,,Thousand Oaks,CA,91358,P2024,,2023-09-27,1000.00,0.00,Contribution,011,C00513077,Julia Brownley for Congress,H2CA00120,Brownley,Julia,,Rep.,,H,CA,26,,,,,,,,Contribution
SB23,C00344325,17678015,,,CCM,Pingree for Congress,,,,,,PO Box 17613,,Portland,ME,04112,P2024,,2023-09-27,2500.00,0.00,Contribution,011,C00433391,Pingree for Congress,H8ME01120,Pingree,Chellie,M.,Rep.,,H,ME,01,,,,,,,,Contribution
SB23,C00344325,17678016,,,CCM,Scholten for Congress,,,,,,PO Box 6233,,Grand Rapids,MI,49510,P2024,,2023-09-27,2500.00,0.00,Contribution,011,C00711317,Scholten for Congress,H0MI03316,Scholten,Hillary,,Rep.,,H,MI,03,,,,,,,,Contribution
SB23,C00344325,17678017,,,CCM,Kathy Manning for Congress,,,,,,PO Box 41197,,Greensboro,NC,27404,P2024,,2023-09-27,1000.00,0.00,Contribution,011,C00662577,Kathy Manning for Congress,H8NC13067,Manning,Kathy,,Rep.,,H,NC,06,,,,,,,,Contribution
SB23,C00344325,17678018,,,CCM,Friends of Lucy McBath,,,,,,"375 Rockbridge Rd NW, Suite 172-25",,Lilburn,GA,30047,P2024,,2023-09-27,2500.00,0.00,Contribution,011,C00672295,Friends of Lucy McBath,H8GA06393,McBath,Lucia,Kay,Rep.,,H,GA,07,,,,,,,,Contribution
SB23,C00344325,17678019,,,CCM,Jimmy Gomez for Congress,,,,,,"600 Pennsylvania Ave SE, #15180",,Washington,DC,20003,P2024,,2023-09-27,2500.00,0.00,Contribution,011,C00629659,Jimmy Gomez for Congress,H8CA34266,Gomez,Jimmy,,Rep.,,H,CA,34,,,,,,,,Contribution
SB23,C00344325,17678020,,,CCM,Mikie Sherrill for Congress,,,,,,PO Box 43032,,Montclair,NJ,07043,P2024,,2023-09-27,2500.00,0.00,Contribution,011,C00640003,Mikie Sherrill for Congress,H8NJ11142,Sherrill,Rebecca,Mikie,Rep.,,H,NJ,11,,,,,,,,Contribution
SB23,C00344325,17678021,,,PAC,VoteVets,,,,,,PO Box 11293,,Portland,OR,97211,,,2023-09-27,5000.00,0.00,Contribution,011,C00418897,,,,,,,,,,,,,,,,,,Contribution
SB23,C00344325,17678022,,,PAC,Blue Nevada PAC,,,,,,"4904 Camino Al Norte, #336664",,North Las Vegas,NV,89033,,,2023-09-27,5000.00,0.00,Contribution,011,C00707232,,H2NV04011,,,,,,,,,,,,,,,,Contribution
SB23,C00344325,17678023,,,CCM,Doggett for Congress,,,,,,PO Box 5843,,Austin,TX,78763,P2024,,2023-09-27,1000.00,0.00,Contribution,011,C00286500,Doggett for Congress,H4TX10028,Doggett,Lloyd,,Rep.,,H,TX,37,,,,,,,,Contribution
