form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00571323,SB21B.8516,,,ORG,"Anedot, Inc.",,,,,,5555 Hilton Ave,Ste 106,Baton Rouge,LA,70808,,,2024-03-05,390.60,,PAC Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00571323,SB21B.8517,,,ORG,"Anedot, Inc.",,,,,,5555 Hilton Ave,Ste 106,Baton Rouge,LA,70808,,,2024-03-15,273.60,,PAC Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00571323,SB21B.8518,,,ORG,"Anedot, Inc.",,,,,,5555 Hilton Ave,Ste 106,Baton Rouge,LA,70808,,,2024-03-27,58.80,,PAC Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00571323,SB21B.8519,,,ORG,"Anedot, Inc.",,,,,,5555 Hilton Ave,Ste 106,Baton Rouge,LA,70808,,,2024-03-31,390.60,,PAC Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00571323,SB21B.8461,,,ORG,Blue Bottle Coffee,,,,,,1046 Potomac St NW,,Washington,DC,20007,,,2024-03-11,15.81,,PAC Food/Beverage,,,,,,,,,,,,,,,,,,,,
SB21B,C00571323,SB21B.8462,,,ORG,Blue Bottle Coffee,,,,,,1046 Potomac St NW,,Washington,DC,20007,,,2024-03-21,10.90,,PAC Food/Beverage,,,,,,,,,,,,,,,,,,,,
SB21B,C00571323,SB21B.8463,,,ORG,Blue Bottle Coffee,,,,,,1046 Potomac St NW,,Washington,DC,20007,,,2024-03-25,13.47,,PAC Food/Beverage,,,,,,,,,,,,,,,,,,,,
SB21B,C00571323,SB21B.8555,,,ORG,"Castlebar Strategies, LLC",,,,,,PO Box 470561,,Charlotte,NC,28247,,,2024-01-04,4260.00,,"PAC Fundraising Consulting, Online/Video Services",,,,,,,,,,,,,,,,,,,,
SB21B,C00571323,SB21B.8556,,,ORG,"Castlebar Strategies, LLC",,,,,,PO Box 470561,,Charlotte,NC,28247,,,2024-03-04,2000.00,,PAC Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00571323,SB21B.8434,,,ORG,"CM&Co, LLC",,,,,,PO Box 97275,,Raleigh,NC,27624,,,2024-02-09,3202.16,,PAC Accounting Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00571323,SB21B.8435,,,ORG,"CM&Co, LLC",,,,,,PO Box 97275,,Raleigh,NC,27624,,,2024-03-05,776.07,,PAC Accounting Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00571323,SB21B.8567,,,PAC,DEPOSITORY TRUST AND CLEARING CORPORATION PAC - DTCC PAC; THE,,,,,,"1455 PENNSYLVANIA AVE., NW",SUITE 725,WASHINGTON,DC,20005,,,2024-01-29,750.00,,In-kind - Labor & List Management Services,,C00497917,,,,,,,,,,,,,,,,,,
SB21B,C00571323,SB21B.8557,,,ORG,"H2 Capital Consulting, LLC",,,,,,5072 Sherier Place NW,,Washington,DC,20016,,,2024-01-10,30780.99,,"PAC Lodging, Transportation",,,,,,,,,,,,,,,,,,,,
SB21B,C00571323,SB21B.8558,,,ORG,"H2 Capital Consulting, LLC",,,,,,5072 Sherier Place NW,,Washington,DC,20016,,,2024-02-02,12471.00,,PAC Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00571323,SB21B.8559,,,ORG,"H2 Capital Consulting, LLC",,,,,,5072 Sherier Place NW,,Washington,DC,20016,,,2024-02-12,12090.57,,"PAC Fundraising Consulting, Transportation, Food/Beverage",,,,,,,,,,,,,,,,,,,,
SB21B,C00571323,SB21B.8560,,,ORG,"H2 Capital Consulting, LLC",,,,,,5072 Sherier Place NW,,Washington,DC,20016,,,2024-03-04,51735.89,,PAC Lodging,,,,,,,,,,,,,,,,,,,,
SB21B,C00571323,SB21B.8561,,,ORG,"H2 Capital Consulting, LLC",,,,,,5072 Sherier Place NW,,Washington,DC,20016,,,2024-03-04,7146.69,,"PAC Food/Beverage, Parking",,,,,,,,,,,,,,,,,,,,
SB21B,C00571323,SB21B.8562,,,ORG,"H2 Capital Consulting, LLC",,,,,,5072 Sherier Place NW,,Washington,DC,20016,,,2024-03-04,2500.00,,PAC Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00571323,SB21B.8563,,,ORG,"H2 Capital Consulting, LLC",,,,,,5072 Sherier Place NW,,Washington,DC,20016,,,2024-03-15,8445.04,,"PAC Food/Beverage, Transportation",,,,,,,,,,,,,,,,,,,,
