form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00831651,SB23.I374,,,CCM,BERNIE MORENO FOR SENATE,,,,,,PO BOX 340797,,COLUMBUS,OH,43234,P2024,,2024-03-29,3300.00,,TRANSMITTAL OF EARMARKS DEBT CONTRIBUTION,011,C00837484,,S4OH00192,MORENO,BERNIE,,,,S,OH,,  ,,,,,,,
SB23,C00831651,SB23.I375,SB23.I374,SB23,CCM,BERNIE MORENO FOR SENATE,,,,,,PO BOX 340797,,COLUMBUS,OH,43234,P2024,,2024-03-29,3300.00,,EARMARKED BY ELLEN BEREN,011,C00837484,,S4OH00192,MORENO,BERNIE,,,,S,OH,,  ,,,,,,X,
SB23,C00831651,SB23.I376,,,CCM,BERNIE MORENO FOR SENATE,,,,,,PO BOX 340797,,COLUMBUS,OH,43234,P2024,,2024-03-29,3300.00,,TRANSMITTAL OF EARMARKS,011,C00837484,,S4OH00192,MORENO,BERNIE,,,,S,OH,,  ,,,,,,,
SB23,C00831651,SB23.I377,SB23.I376,SB23,CCM,BERNIE MORENO FOR SENATE,,,,,,PO BOX 340797,,COLUMBUS,OH,43234,P2024,,2024-03-29,3300.00,,EARMARKED BY ELLEN BEREN,011,C00837484,,S4OH00192,MORENO,BERNIE,,,,S,OH,,  ,,,,,,X,
SB23,C00831651,SB23.I381,,,CCM,BERNIE MORENO FOR SENATE,,,,,,PO BOX 340797,,COLUMBUS,OH,43234,G2024,,2024-03-29,2500.00,,CONTRIBUTION,011,C00837484,,S4OH00192,MORENO,BERNIE,,,,S,OH,,  ,,,,,,,
SB23,C00831651,SB23.I387,,,CCM,BRANDON FOR CONGRESS NY22,,,,,,P.O. BOX 3580,,SYRACUSE,NY,13220,P2024,,2024-03-29,1000.00,,CONTRIBUTION,011,C00806307,,H2NY22212,WILLIAMS,BRANDON MC DONALD,,,,H,NY,22,  ,,,,,,,
SB23,C00831651,SB23.I378,,,CCM,BRIAN JACK FOR CONGRESS,,,,,,225 MARKET PLACE CONNECTOR,NUM 1055,PEACHTREE CITY,GA,30269,P2024,,2024-03-29,3300.00,,TRANSMITTAL OF EARMARKS,011,C00872473,,H4GA03126,JACK,BRIAN,,,,H,GA,03,  ,,,,,,,
SB23,C00831651,SB23.I379,SB23.I378,SB23,CCM,BRIAN JACK FOR CONGRESS,,,,,,225 MARKET PLACE CONNECTOR,NUM 1055,PEACHTREE CITY,GA,30269,P2024,,2024-03-29,3300.00,,EARMARKED BY SAMUEL NAHMIAS,011,C00872473,,H4GA03126,JACK,BRIAN,,,,H,GA,03,  ,,,,,,X,
SB23,C00831651,SB23.I380,,,CCM,BRIAN JACK FOR CONGRESS,,,,,,225 MARKET PLACE CONNECTOR,NUM 1055,PEACHTREE CITY,GA,30269,P2024,,2024-03-29,1700.00,,CONTRIBUTION,011,C00872473,,H4GA03126,JACK,BRIAN,,,,H,GA,03,  ,,,,,,,
SB23,C00831651,SB23.I384,,,CCM,DESPOSITO FOR NEW YORK,,,,,,P.O. BOX 188,,ISLAND PARK,NY,11558,P2024,,2024-03-29,1000.00,,CONTRIBUTION,011,C00809426,,H2NY04277,DESPOSITO,ANTHONY P,,,,H,NY,04,  ,,,,,,,
