form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00580068,500179810,,,CCM,CITIZENS FOR PETER BARCA,,,,,,PO Box 1509,,Kenosha,WI,531411509,P2024,,2024-06-28,5000.00,0.00,Contribution,,C00876490,,,BARCA,PETER,,,,H,WI,01,,,,,,,,
SB23,C00580068,500179670,,,PAC,Progressive Choices PAC,,,,,,PO Box 58,,Evanston,IL,602040058,O2024,,2024-06-24,5000.00,0.00,Contribution,,C00381806,Progressive Choices PAC,,,,,,,,,,,,,,,,,
SB23,C00580068,500179811,,,PAC,Congressional Progressive Caucus PAC,,,,,,PO Box 33079,,Washington,DC,200330079,O2024,,2024-06-28,5000.00,0.00,Monetary Contribution,,C00513176,Congressional Progressive Caucus PAC,,,,,,,,,,,,,,,,,
SB23,C00580068,500179671,,,CCM,Brittany Pettersen for Colorado,,,,,,PO Box 150887,,Denver,CO,802150887,P2024,,2024-06-25,5000.00,0.00,Contribution,,C00637215,,,PETTERSEN,BRITTANY,MS.,,,H,CO,07,,,,,,,,
SB23,C00580068,500179732,,,CCM,Kaine for Virginia,,,,,,1751 Potomac Greens Dr,,Alexandria,VA,223146233,G2024,,2024-06-26,5000.00,0.00,Contribution,,C00495358,,,KAINE,TIMOTHY MICHAEL,,,,S,VA,00,,,,,,,,
SB23,C00580068,500179542,,,CCM,Missy For Congress,,,,,,PO Box 55418,,Virginia Beach,VA,234719418,P2024,,2024-06-17,5000.00,0.00,Contribution,,C00849836,,,COTTER SMASAL,MISSY,,,,H,VA,02,,,,,,,,
SB23,C00580068,500179672,,,CCM,DEBBIE FOR FLORIDA,,,,,,PO Box 432250,,South Miami,FL,332432250,G2024,,2024-06-25,5000.00,0.00,Contribution,,C00848648,,,MUCARSEL-POWELL,DEBBIE,,,,S,FL,00,,,,,,,,
SB23,C00580068,500177913,,,CCM,BACCAM FOR IOWA,,,,,,2813 Virginia Pl,,Des Moines,IA,503211536,P2024,,2024-06-03,5000.00,0.00,Contribution,,C00856021,,,BACCAM,LANON,,,,H,IA,03,,,,,,,,
SB23,C00580068,500179315,,,CCM,Engel For Arizona,,,,,,PO Box 40721,,Tucson,AZ,857170721,P2024,,2024-06-04,4000.00,0.00,contribution,,C00773820,,,Engel,Kirsten,,,,H,AZ,06,,,,,,,,
SB23,C00580068,500179316,,,CCM,Darren Soto For Congress,,,,,,PO Box 421349,,Kissimmee,FL,347421349,P2024,,2024-06-03,4000.00,0.00,Contribution,,C00581074,,,SOTO,DARREN,,,,H,FL,09,,,,,,,,
SB23,C00580068,500179656,,,CCM,ADAM FOR COLORADO,,,,,,PO Box 371,,Woody Creek,CO,816560371,P2024,,2024-06-20,5000.00,0.00,Contribution,,C00805275,,,FRISCH,ADAM,,,,H,CO,03,,,,,,,,
SB23,C00580068,500179657,,,CCM,GILLEN FOR NY,,,,,,PO Box 33079,,Washington,DC,200330079,P2024,,2024-06-21,5000.00,0.00,Contribution,,C00840165,,,GILLEN,LAURA,,,,H,NY,04,,,,,,,,
SB23,C00580068,500179808,,,CCM,ELISSA SLOTKIN FOR MICHIGAN,,,,,,PO Box 4145,,East Lansing,MI,488264145,P2024,,2024-06-28,5000.00,0.00,Contribution,,C00834218,,,SLOTKIN,ELISSA,,,,S,MI,00,,,,,,,,
SB23,C00580068,500179658,,,CCM,KRISTEN FOR MICHIGAN,,,,,,PO Box 854,,Bay City,MI,487070854,P2024,,2024-06-21,5000.00,0.00,Contribution,,C00864207,,,MCDONALD RIVET,KRISTEN,,,,H,MI,08,,,,,,,,
SB23,C00580068,500179809,,,CCM,ELISSA SLOTKIN FOR MICHIGAN,,,,,,PO Box 4145,,East Lansing,MI,488264145,G2024,,2024-06-28,5000.00,0.00,Contribution,,C00834218,,,SLOTKIN,ELISSA,,,,S,MI,00,,,,,,,,
