form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00451518,SB23.7581,,,CCM,ADRIAN SMITH FOR CONGRESS,,,,,,1126 AVENUE A,STE 6,SCOTTSBLUFF,NE,69361,P2024,,2023-07-28,1000.00,,contribution,,C00412890,ADRIAN SMITH FOR CONGRESS,,,,,,,H,NE,03,,,,,,,,
SB23,C00451518,SB23.7576,,,CCM,BILL FOSTER FOR CONGRESS,,,,,,PO BOX 9104,,AURORA,IL,60598,P2024,,2023-07-28,1000.00,,contribution,,C00435099,BILL FOSTER FOR CONGRESS,,,,,,,H,IL,11,,,,,,,,
SB23,C00451518,SB23.7578,,,CCM,CLEAVER FOR CONGRESS,,,,,,P.O.BOX 411872,,KANSAS CITY,MO,64141,P2024,,2023-07-28,1000.00,,contribution,,C00395848,CLEAVER FOR CONGRESS,,,,,,,H,MO,05,,,,,,,,
SB23,C00451518,SB23.7582,,,CCM,DREW FERGUSON FOR CONGRESS INC.,,,,,,PO BOX 71067,,NEWNAN,GA,30271,P2024,,2023-07-28,1000.00,,contribution,,C00607838,DREW FERGUSON FOR CONGRESS INC.,,,,,,,H,GA,03,,,,,,,,
SB23,C00451518,SB23.7565,,,CCM,FRIENDS OF SHERROD BROWN,,,,,,600 PENNSYLVANIA AVE SE,#15180,WASHINGTON,DC,20003,P2024,,2023-07-28,2000.00,,contribution,,C00264697,FRIENDS OF SHERROD BROWN,,,,,,,S,OH,00,,,,,,,,
SB23,C00451518,SB23.7574,,,PAC,HEARTLAND VALUES PAC,,,,,,PO BOX 505,,SIOUX FALLS,SD,57101,O2023,,2023-07-28,2000.00,,contribution,,C00409003,HEARTLAND VALUES PAC,,,,,,,,,,,,,,,,,
SB23,C00451518,SB23.7573,,,CCM,HIMES FOR CONGRESS,,,,,,"857 POST ROAD, #312",,FAIRFIELD,CT,06824,C2024,Convention,2023-07-28,1000.00,,contribution,,C00434191,HIMES FOR CONGRESS,,,,,,,H,CT,04,,,,,,,,
SB23,C00451518,SB23.7579,,,CCM,HORSFORD FOR CONGRESS,,,,,,900 S PAVILION CENTER DR.,SUITE 160,LAS VEGAS,NV,89144,P2024,,2023-07-28,1000.00,,contribution,,C00504613,HORSFORD FOR CONGRESS,,,,,,,H,NV,04,,,,,,,,
SB23,C00451518,SB23.7570,,,CCM,LUMMIS FOR WYOMING INC.,,,,,,111 S DURBIN ST,STE 300,CASPER,WY,82601,P2026,,2023-07-28,1000.00,,contribution,,C00443580,LUMMIS FOR WYOMING INC.,,,,,,,S,WY,00,,,,,,,,
SB23,C00451518,SB23.7564,,,CCM,PETERS FOR MICHIGAN,,,,,,PO BOX 32072,,DETROIT,MI,48244,P2026,,2023-07-28,1000.00,,contribution,,C00437889,PETERS FOR MICHIGAN,,,,,,,S,MI,00,,,,,,,,
SB23,C00451518,SB23.7577,,,CCM,SHERMAN FOR CONGRESS,,,,,,777 S. FIGUEROA STREET,SUITE 4050,LOS ANGELES,CA,90017,P2024,,2023-07-28,2000.00,,contribution,,C00308742,SHERMAN FOR CONGRESS,,,,,,,H,CA,30,,,,,,,,
SB23,C00451518,SB23.7566,,,PAC,TEAM MCHENRY,,,,,,228 S WASHINGTON ST STE 115,,ALEXANDRIA,VA,22314,P2024,,2023-07-28,2000.00,,contribution,,C00544650,TEAM MCHENRY,,,,,,,,,,,,,,,,,
SB23,C00451518,SB23.7568,,,CCM,WENSTRUP FOR CONGRESS,,,,,,PO BOX 9551,,CINCINNATI,OH,45209,P2024,,2023-07-28,1000.00,,contribution,,C00497818,WENSTRUP FOR CONGRESS,,,,,,,H,OH,02,,,,,,,,
