form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00754051,B878637,,,ORG,Blackhawk Network Inc.,,,,,,PO Box 931577,,Atlanta,GA,30327,O2024,Not Applicable,2024-06-07,37628.90,,Food Cards for Canvassers,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B878660,,,ORG,Bank of Labor,,,,,,756 Minnesota Ave,,Kansas City,KS,66101,O2024,Not Applicable,2024-06-18,115.24,,Monthly bank analysis charge,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B878664,,,ORG,Bank of Labor,,,,,,8325 Lenexa Dr Suite 300,,Lenexa,KS,66214,O2024,Not Applicable,2024-06-26,2506.11,,Credit Card Payment See Breakdown Below for itemizable vendors,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B878667,,,ORG,901 K Street Parking Garage,,,,,,901 K Street,,Washington,DC,20001,O2024,Not Applicable,2024-06-26,216.00,,Parking for canvassers,001,,,,,,,,,,, ,,,,,,,X,Parking for canvassers
SB21B,C00754051,B878669,,,ORG,BJs Wholesale Club,,,,,,350 Campus Drive,,Marlborough,MA,01581,O2024,Not Applicable,2024-06-26,584.89,,Snacks and water for canvassers,001,,,,,,,,,,, ,,,,,,,X,Snacks and water for canvassers
SB21B,C00754051,B878671,,,ORG,Sam's Club,,,,,,PO Box 530970,,Atlanta,GA,30353,O2024,Not Applicable,2024-06-26,412.10,,Snacks and water for canvassers,003,,,,,,,,,,, ,,,,,,,X,Snacks and water for canvassers
SB21B,C00754051,B878668,,,ORG,Uber Cash,,,,,,1455 Market St #400,,San Francisco,CA,94103,O2024,Not Applicable,2024-06-26,200.00,,Rides for Canvassers,001,,,,,,,,,,, ,,,,,,,X,Rides for Canvassers
SB21B,C00754051,B878672,,,ORG,Uber Eats,,,,,,1455 Market St #400,,San Francisco,CA,94103,O2024,Not Applicable,2024-06-26,346.81,,Food and beverages for canvassers,001,,,,,,,,,,, ,,,,,,,X,Food and beverages for canvassers
SB21B,C00754051,B878673,,,ORG,Walmart Stores Inc.,,,,,,702 Southwest 8th Street,,Bentonville,AR,72716,O2024,Not Applicable,2024-06-26,233.42,,Snacks and water for canvassers,001,,,,,,,,,,, ,,,,,,,X,Snacks and water for canvassers
SB21B,C00754051,B878665,,,ORG,Bank of Labor,,,,,,8325 Lenexa Dr Suite 300,,Lenexa,KS,66214,O2024,Not Applicable,2024-06-26,9080.29,,Credit Card Payment See Breakdown Below for itemizable vendors,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B878674,,,ORG,Boston Pizza,,,,,,1507 S Las Vegas Blvd,,Las Vegas,NV,89104,O2024,Not Applicable,2024-06-26,400.42,,Food for Canvassers to be reimbursed by We Vote We Win,001,,,,,,,,,,, ,,,,,,,X,Food for Canvassers to be reimbursed by We Vote We Win
SB21B,C00754051,B878675,,,ORG,Costco Inc,,,,,,6881 8th Street,,Buena Park,CA,90620,O2024,Not Applicable,2024-06-26,4157.03,,Food and supplies for canvassers to be reimbursed by We Vote We Win,001,,,,,,,,,,, ,,,,,,,X,Food and supplies for canvassers to be reimbursed by We Vote We Win
SB21B,C00754051,B878676,,,ORG,Einstein Brothers,,,,,,555 Zang Street Suite 300,,Lakewood,CO,80228,O2024,Not Applicable,2024-06-26,385.62,,Food for canvassers to be reimbursed by We Vote We Win,001,,,,,,,,,,, ,,,,,,,X,Food for canvassers to be reimbursed by We Vote We Win
SB21B,C00754051,B878677,,,ORG,Indoff Inc.,,,,,,11816 Lackland Road,,St. Louis,MO,63146,O2024,Not Applicable,2024-06-26,980.61,,Office supplies for canvassers to be reimbursed by We Vote We Win,001,,,,,,,,,,, ,,,,,,,X,Office supplies for canvassers to be reimbursed by We Vote We Win
