form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00458877,SB21B.I27160,,,IND,,DOGGETT,PATRICK,,,,705 EAST MAIN STREET,,CRESCENT CITY,IL,609288085,,,2023-01-25,6000.00,,PAC STRATEGY CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00458877,SB21B.I27016,,,IND,,RIDENOUR,GREG,,,,1743 WATERS EDGE DR.,,MINOOKA,IL,60447,,,2023-01-04,293.83,,PAC MILEAGE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00458877,SB21B.I27035,,,IND,,RIDENOUR,GREG,,,,1743 WATERS EDGE DR.,,MINOOKA,IL,60447,,,2023-01-17,8500.00,,PAC STRATEGY,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00458877,SB21B.I27159,,,IND,,RIDENOUR,GREG,,,,1743 WATERS EDGE DR.,,MINOOKA,IL,60447,,,2023-01-25,176.19,,PAC MILEAGE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00458877,SB21B.I27229,,,ORG,ACE ENDEAVORS LLC,,,,,,27561 S SCHEER RD,,MANHATTAN,IL,60442,,,2023-02-20,535.00,,PAC PRINTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00458877,SB21B.I29403,,,ORG,ACE ENDEAVORS LLC,,,,,,27561 S SCHEER RD,,MANHATTAN,IL,60442,,,2023-02-20,-535.00,,VOID OF PREVIOUS-REISSUED,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00458877,SB21B.I27176,,,ORG,CITICARDS,,,,,,PO BOX 790002,,SAINT LOUIS,MO,631790002,,,2023-01-10,436.97,,PAC TRAVEL/MEETING EXPENSES-NO ITEMIZATION NECESSARY,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00458877,SB21B.I27218,,,ORG,CITICARDS,,,,,,PO BOX 790002,,SAINT LOUIS,MO,631790002,,,2023-02-16,228.76,,SEE MEMO ENTRIES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00458877,SB21B.I27222,SB21B.I27218,SB21B,ORG,CITICARDS,,,,,,PO BOX 790002,,SAINT LOUIS,MO,631790002,,,2023-02-16,99.00,,PAC MEMBERSHIP FEE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00458877,SB21B.I27034,,,ORG,GOOGLE,,,,,,1600 AMPHITHEATRE PARKWAY,,MOUNTAIN VIEW,CA,940431351,,,2023-01-17,578.99,,PAC DIGITAL ADVERTISING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00458877,SB21B.I27226,,,ORG,GOOGLE,,,,,,1600 AMPHITHEATRE PARKWAY,,MOUNTAIN VIEW,CA,940431351,,,2023-02-20,58.13,,PAC DIGITAL ADVERTISING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00458877,SB21B.I27228,,,ORG,"LAW OFFICE OF JOHN FOGARTY, JR.",,,,,,"4043 NORTH RAVENSWOOD, STE 226",,CHICAGO,IL,60613,,,2023-02-20,3600.00,,PAC LEGAL CONSULTING,,,,,,,,,,,,,  ,,,,,,,
