form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00002089,500024397,,,CCM,ADAM SMITH FOR CONGRESS COMMITTEE,,,,,,PO Box 578,,Renton,WA,980570578,P2024,,2023-10-31,5000.00,0.00,Federal Candidate Contribution,011,C00304709,,,SMITH,ADAM,,,,H,WA,09,,,,,,,,
SB23,C00002089,500024393,,,PAC,Baldwin Wisconsin Victory Fund,,,,,,PO Box 696,,Madison,WI,537010696,P2024,,2023-10-31,5000.00,0.00,Federal Committee Contribution,011,C00525295,Baldwin Wisconsin Victory Fund,,,,,,,,,,,,,,,,,
SB23,C00002089,500024381,,,CCM,Beatty for Congress,,,,,,222 E Town St,Fl 2W,Columbus,OH,432154616,P2024,,2023-10-24,2500.00,0.00,Federal Candidate Contribution,011,C00507368,,,Joyce,Beatty,,,,H,OH,03,,,,,,,,
SB23,C00002089,500024399,,,CCM,BONAMICI FOR CONGRESS,,,,,,PO Box 1632,,Beaverton,OR,970751632,P2024,,2023-10-19,1000.00,0.00,Federal Candidate Contribution,011,C00500421,,,Bonamici,Suzanne,,,,H,OR,01,,,,,,,,
SB23,C00002089,500024428,,,PAC,CA-LUV PAC,,,,,,499 S Capitol St SW,,Washington,DC,200034013,,,2023-10-31,5000.00,0.00,Federal Committee Contribution,011,,CA-LUV PAC,,,,,,,,,,,,,,,,,
SB23,C00002089,500024392,,,CCM,CHRIS PAPPAS FOR CONGRESS,,,,,,PO Box 313,,Manchester,NH,031050313,P2024,,2023-10-19,1500.00,0.00,Federal Candidate Contribution,011,C00660464,,,PAPPAS,CHRIS,,,,H,NH,01,,,,,,,,
SB23,C00002089,500024389,,,CCM,CHUY GARCIA FOR CONGRESS,,,,,,4140 S Archer Ave,,Chicago,IL,606321825,P2024,,2023-10-19,2500.00,0.00,Federal Candidate Contribution,011,C00661777,,,GARCIA,JESUS,,,,H,IL,04,,,,,,,,
SB23,C00002089,500024342,,,CCM,CITIZENS FOR WATERS,,,,,,1044 W 82nd St,,Los Angeles,CA,900443518,G2022,,2023-10-20,-5000.00,0.00,Federal Candidate Contribution,011,C00167585,,,WATERS,MAXINE,,,,H,CA,43,,,,,,,,VOID CK Original 03/22
SB23,C00002089,500024408,,,CCM,DAN GOLDMAN FOR NEW YORK,,,,,,PO Box 3306,,New York,NY,100083306,P2024,,2023-10-03,2500.00,0.00,Federal Candidate Contribution,011,C00816660,,,GOLDMAN,DANIEL,,,,H,NY,10,,,,,,,,
SB23,C00002089,500024404,,,CCM,DON DAVIS FOR NC,,,,,,PO Box 511,,Snow Hill,NC,285800511,P2024,,2023-10-26,2500.00,0.00,Federal Candidate Contribution,011,C00795211,,,DAVIS,DON,,,,H,NC,01,,,,,,,,
