form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00002089,500024349,,,COM,Brook Leirman for Comptroller,,,,,,PO Box 891,,Baltimore,MD,212030891,P2022,,2023-10-20,-250.00,0.00,Non-Federal Candidate Contribution,011,,,,,,,,,,,,,,,,,,,VOIDED CK Original 04/22
SB29,C00002089,500024403,,,COM,Brooke Lierman for Maryland,,,,,,PO Box 891,,Baltimore,MD,212030891,P2026,,2023-10-17,250.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024410,,,COM,Carr for Delegate,,,,,,PO Box 14625,,Richmond,VA,232210625,G2023,,2023-10-03,1000.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024379,,,COM,Celia Israel Campaign,,,,,,PO Box 141246,,Austin,TX,787141246,P2024,,2023-10-31,250.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024419,,,COM,Committee to Elect James Ruchti,,,,,,PO Box 6046,,Pocatello,ID,832056046,P2024,,2023-10-19,1000.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024409,,,COM,Cooper for Houston,,,,,,9209 Braes Bayou Dr,,Houston,TX,770745307,G2023,,2023-10-17,1000.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024364,,,COM,CWA ARIZONA STATE COUNCIL PAC,,,,,,1951 W Camelback Rd,Ste 335,Phoenix,AZ,850153458,,,2023-10-20,1000.00,0.00,Non-Federal Committee Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024363,,,COM,CWA COPE POLITICAL CONTRIBUTIONS COMMITTEE (MISSOURI),,,,,,10 Main St 920 Main St,Ste 680,Kansas City,MO,64152,,,2023-10-26,5000.00,0.00,Non-Federal Committee Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024382,,,COM,CWA District 1 PAC,,,,,,80 Pine St,Fl 37,New York,NY,100051728,,,2023-10-02,75000.00,0.00,Non-Federal Committee Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024386,,,COM,CWA District 2-13 PEC,,,,,,9602 Martin Luther King Jr Hwy,Ste D,Lanham,MD,207061838,,,2023-10-16,5000.00,0.00,Non-Federal Committee Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024388,,,COM,CWA Michigan Action Committee,,,,,,20525 Center Ridge Rd,Ste 700,Cleveland,OH,441163497,,,2023-10-17,2500.00,0.00,Non-Federal Committee Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024377,,,COM,CWA NJ PEC,,,,,,102 S Warren St,,Trenton,NJ,086082304,,,2023-10-23,30000.00,0.00,Non-Federal Committee Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024373,,,COM,Donna Howard Campaign,,,,,,PO Box 5375,,Austin,TX,787635375,P2024,,2023-10-31,250.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024411,,,COM,Elect Jacqueline Barnett Justice Court Judge,,,,,,43 County Road 52820,,Heidelberg,MS,394393631,G2023,,2023-10-05,1000.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024426,,,ORG,Foley for Town Board,,,,,,644 Millbrook Dr,,Pittsboro,NC,273128829,G2023,,2023-10-31,500.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024371,,,COM,Friends of Bo Mitchell,,,,,,6421 Riverplace Dr,,Nashville,TN,372216549,G2023,,2023-10-31,1000.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024405,,,COM,Friends of Caleb Hemmer,,,,,,6018 Sherwood Ct,,Nashville,TN,372155714,P2024,,2023-10-24,1000.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024416,,,COM,Friends of Courtney Watson,,,,,,PO Box 1442,,Ellicott City,MD,210411442,P2026,,2023-10-17,250.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024387,,,COM,Friends of Craig Zucker,,,,,,PO Box 1037,,Olney,MD,208301037,P2026,,2023-10-17,250.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024370,,,COM,Friends of Kathy Klausmeier,,,,,,17 W Courtland St,Ste 210,Bel Air,MD,210143737,G2024,,2023-10-31,250.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024351,,,COM,Friends of Nan Whaley,,,,,,PO Box 2815,,Dayton,OH,454012815,P2022,,2023-10-20,-5000.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,VOID CK Originally 04/22
SB29,C00002089,500024414,,,COM,Friends of Natalie Ziegler,,,,,,PO Box 167,,Clarksville,MD,210290167,P2026,,2023-10-17,250.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024415,,,COM,Friends of Shelly Hettleman,,,,,,PO Box 32677,,Baltimore,MD,212822677,P2026,,2023-10-17,250.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024425,,,ORG,Friends of Tiawana Brown,,,,,,8924 Inverness Bay Rd,,Charlotte,NC,282786752,G2023,,2023-10-31,500.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024368,,,COM,Gina Hinojosa Campaign,,,,,,PO Box 300095,,Austin,TX,787030002,P2024,,2023-10-31,250.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024384,,,COM,Harris County Democratic Party,,,,,,4619 Lyons Ave,,Houston,TX,770204304,,,2023-10-24,2500.00,0.00,Non-Federal Committee Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024390,,,COM,HOGSETT FOR INDIANAPOLIS,,,,,,133 W Market St,# 190,Indianapolis,IN,462042801,P2023,,2023-10-31,10000.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024417,,,COM,James Holtzclaw for Idaho,,,,,,3720 N Heritage View Ave,,Meridian,ID,836461815,P2024,,2023-10-19,500.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024394,,,COM,Jen for Utah,,,,,,1218 E 3rd Ave,,Salt Lake City,UT,841034339,G2023,,2023-10-10,500.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024372,,,COM,JOHN BUCY CAMPAIGN,,,,,,PO Box 536,,Austin,TX,787670536,P2024,,2023-10-31,250.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024412,,,COM,Joseph Thomas Re-Elect,,,,,,PO Box 524,,Yazoo City,MS,391940524,G2023,,2023-10-05,2000.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024420,,,COM,Julie Yamamoto Campaign,,,,,,2619 S Willow Brook Pl,,Caldwell,ID,836055781,P2024,,2023-10-19,1000.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024402,,,COM,Lulu Flores Campaign,,,,,,PO Box 40969,,Austin,TX,787040017,P2024,,2023-10-31,250.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024423,,,COM,McCormick for Governor,,,,,,PO Box 44182,,Indianapolis,IN,462440182,P2024,,2023-10-26,225.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024418,,,COM,Nate Roberts for Idaho,,,,,,PO Box 2173,,Pocatello,ID,832062173,P2024,,2023-10-19,1000.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024413,,,COM,Nick Mitchell for Utah,,,,,,3440 S 500 E,Apt 5,Salt Lake City,UT,841061277,G2023,,2023-10-10,300.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024422,,,COM,Ronnie Glynn for 67,,,,,,PO Box 2431,,Clarksville,TN,370422431,P2024,,2023-10-24,1000.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024362,,,COM,Sally Hernandez Campaign,,,,,,PO Box 685003,,Austin,TX,787685003,P2024,,2023-10-31,250.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024352,,,COM,Shapiro for Pennsylvania,,,,,,PO Box 22635,,Philadelphia,PA,191102635,P2021,,2023-10-20,-5000.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,VOID CK Originally 04/22
SB29,C00002089,500024396,,,COM,Sheryl Cole Campaign,,,,,,PO Box 41,,Austin,TX,787670041,P2024,,2023-10-31,250.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024369,,,COM,Vikki Goodwin Campaign,,,,,,9901 Brodie Lane,Suite 160-315,Austin,TX,787485892,G2024,,2023-10-31,250.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
