form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00563726,B-5660,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2024-01-09,1137.41,,PAC E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00563726,B-5661,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2024-01-09,141.88,,PAC E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00563726,B-5663,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2024-01-10,35.31,,PAC E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00563726,B-5664,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2024-01-10,4.38,,PAC E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00563726,B-5666,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2024-01-11,220.90,,PAC E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00563726,B-5667,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2024-01-11,27.50,,PAC E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00563726,B-5669,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2024-01-16,175.61,,PAC E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00563726,B-5670,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2024-01-16,21.88,,PAC E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00563726,B-5673,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2024-01-19,50.00,,PAC E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00563726,B-5674,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2024-01-19,400.60,,PAC E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
