form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00723189,500379292,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,Boston,Cambridge,MA,022382110,,,2024-04-07,12.05,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00723189,500381543,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,Boston,Cambridge,MA,022382110,,,2024-05-12,31.80,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00723189,500381544,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,Boston,Cambridge,MA,022382110,,,2024-05-19,98.75,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00723189,500390377,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,Boston,Cambridge,MA,022382110,,,2024-05-26,169.85,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00723189,500390378,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,Boston,Cambridge,MA,022382110,,,2024-05-31,39.50,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00723189,500390379,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,Boston,Cambridge,MA,022382110,,,2024-06-09,12.05,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00723189,500390380,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,Boston,Cambridge,MA,022382110,,,2024-06-30,39.50,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00723189,500379296,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2024-04-26,112.50,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00723189,500390363,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2024-05-24,87.50,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00723189,500390364,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2024-06-28,87.50,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00723189,500379297,,,ORG,Angerholzer Broz Consulting,,,,,,499 S Capitol St SW,Ste 420,Washington,DC,200034027,,,2024-05-02,10009.25,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00723189,500390374,,,ORG,Angerholzer Broz Consulting,,,,,,499 S Capitol St SW,Ste 420,Washington,DC,200034027,,,2024-06-18,10000.00,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00723189,500379288,,,ORG,Bistro Cacao,,,,,,320 Massachusetts Ave NE,,Washington,DC,200025702,,,2024-04-02,1355.00,0.00,Catering,,,,,,,,,,,,,,,,,,,,
SB21B,C00723189,500379291,,,ORG,Bistro Cacao,,,,,,320 Massachusetts Ave NE,,Washington,DC,200025702,,,2024-04-04,850.00,0.00,Catering,,,,,,,,,,,,,,,,,,,,
