form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00455766,1688672173673,,,CCM,Castor for Congress,,,,,,301 W. Platt Street #385,,Tampa,FL,33606,P2024,,2023-01-12,2900.00,,Political Contribution,011,C00410761,,H6FL11126,Castor,Kathy,,,,H,FL,14
SB23,C00455766,1688672238427,,,CCM,Castor for Congress,,,,,,301 W. Platt Street #385,,Tampa,FL,33606,G2024,,2023-01-12,2100.00,,Political Contribution,011,C00410761,,H6FL11126,Castor,Kathy,,,,H,FL,14
SB23,C00455766,1688674402262,,,CCM,Castor for Congress,,,,,,301 W. Platt Street #385,,Tampa,FL,33606,P2024,,2023-05-08,400.00,,Political Contribution,011,C00410761,,H6FL11126,Castor,Kathy,,,,H,FL,14
SB23,C00455766,1688674467760,,,CCM,Castor for Congress,,,,,,301 W. Platt Street #385,,Tampa,FL,33606,G2024,,2023-05-08,1200.00,,Political Contribution,011,C00410761,,H6FL11126,Castor,Kathy,,,,H,FL,14
SB23,C00455766,1688673348986,,,CCM,DARREN SOTO FOR CONGRESS,,,,,,PO BOX 421349,,KISSIMMEE,FL,34742,P2024,,2023-03-14,1000.00,,Political Contribution,011,C00581074,,,SOTO,Darren,,,,H,FL,09
SB23,C00455766,1688673256578,,,CCM,FRIENDS OF GLENN THOMPSON,,,,,,400 N. MICHAEL STREET,,ST. MARYS,PA,15857,P2024,,2023-02-20,1000.00,,Political Contribution,011,C00444620,,H8PA05071,Thompson,Glenn,,,,H,PA,15
SB23,C00455766,1688673173512,,,CCM,GREG STEUBE CONGRESSIONAL COMMITTEE,,,,,,P O BOX 51957,,SARASOTA,FL,34232,P2024,,2023-02-09,2500.00,,Political Contribution,011,C00671891,,H8FL17053,Steube,Greg,,,,H,FL,17
SB23,C00455766,1688674246588,,,CCM,GREG STEUBE CONGRESSIONAL COMMITTEE,,,,,,P O BOX 51957,,SARASOTA,FL,34232,P2024,,2023-05-08,800.00,,Political Contribution,011,C00671891,,H8FL17053,Steube,Greg,,,,H,FL,17
SB23,C00455766,1688674288052,,,CCM,GREG STEUBE CONGRESSIONAL COMMITTEE,,,,,,P O BOX 51957,,SARASOTA,FL,34232,G2024,,2023-05-08,300.00,,Political Contribution,011,C00671891,,H8FL17053,Steube,Greg,,,,H,FL,17
SB23,C00455766,1688672762182,,,CCM,LAHOOD FOR CONGRESS,,,,,,P.O. BOX 10735,,PEORIA,IL,61612,P2024,,2023-02-09,1000.00,,Political Contribution,011,C00575050,,,LAHOOD,DARIN MCKAY,,,,H,IL,16
SB23,C00455766,1688673620582,,,CCM,"LAUREL LEE FOR CONGRESS, INC.",,,,,,P.O. BOX 2743,,BRANDON,FL,33509,P2024,,2023-03-16,1000.00,,Political Contribution,011,C00815373,,,Lee,Laurel,,,,H,FL,15
SB23,C00455766,1688673944259,,,CCM,RON ESTES FOR CONGRESS,,,,,,PO BOX 782952,,WICHITA,KS,67278,P2024,,2023-04-24,1000.00,,Political Contribution,011,C00632067,,,Estes,Ron,,,,H,KS,04
SB23,C00455766,1688672351579,,,CCM,SCOTT FRANKLIN FOR CONGRESS,,,,,,P.O. BOX 2811,,LAKELAND,FL,33806,P2024,,2023-02-09,2500.00,,Political Contribution,011,C00742247,,,Franklin,Scott,,,,H,FL,15
SB23,C00455766,1688674534001,,,PAC,THE POLITICAL ACTION COMMITTEE OF THE FERTILIZER INSTITUTE,,,,,,"425 THIRD STREET, SW",Suite 950,WASHINGTON,DC,20024,,,2023-06-22,5000.00,,Political Contribution,011,C00085910
SB23,C00455766,1688673036737,,,CCM,Vern Buchanan for Congress,,,,,,P. O. Box 48928,,Sarasota,FL,34230,P2024,,2023-02-09,2900.00,,Political Contribution,011,C00412759,,H6FL13148,Buchanan,Vernon,,,,H,FL,16
SB23,C00455766,1688673088471,,,CCM,Vern Buchanan for Congress,,,,,,P. O. Box 48928,,Sarasota,FL,34230,G2024,,2023-02-09,2100.00,,Political Contribution,011,C00412759,,H6FL13148,Buchanan,Vernon,,,,H,FL,16
