form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00669259,500173400,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-01-26,271.25,0.00,Non-Contribution Account: Bank Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00669259,500175930,,,ORG,Wavelength Strategy,,,,,,712 H St NE,Unit 526,Washington,DC,200023627,,,2024-03-29,24500.00,0.00,Non-Contribution Account: Ad Production,,,,,,,,,,,,,,,,,,,,
SB29,C00669259,500170040,,,ORG,Blue Wave Political Partners,,,,,,401 2nd Ave S,Ste 303,Seattle,WA,981042862,,,2024-01-09,35000.00,0.00,Non-Contribution Account: Fundraising & Digital Consulting Services,,,,,,,,,,,,,,,,,,,,
SB29,C00669259,500174250,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-02-27,60.75,0.00,Non-Contribution Account: Bank Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00669259,500173401,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-02-22,0.20,0.00,Non-Contribution Account: Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00669259,500175921,,,ORG,Gambit Strategies LLC,,,,,,2939 Van Ness St NW,Apt 1006,Washington,DC,200084605,,,2024-03-22,64287.60,0.00,Non-Contribution Account: Ad Production,,,,,,,,,,,,,,,,,,,,
SB29,C00669259,500175931,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-03-07,32.50,0.00,Non-Contribution Account: Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00669259,500174241,,,ORG,JSH Partners LLC,,,,,,400 E Randolph St,Apt 3604,Chicago,IL,606015049,,,2024-02-22,6250.00,0.00,Non-Contribution Account: Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB29,C00669259,500170051,,,IND,,Hynes,Brandon,,,,215 C St SE,,Washington,DC,200031955,,,2024-01-09,6250.00,0.00,Non-Contribution Account: Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB29,C00669259,500171061,,,ORG,JSH Partners LLC,,,,,,400 E Randolph St,Apt 3604,Chicago,IL,606015049,,,2024-01-24,6250.00,0.00,Non-Contribution Account: Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB29,C00669259,500173402,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-02-05,0.40,0.00,Non-Contribution Account: Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00669259,500175912,,,ORG,BNG Research,,,,,,700 13th St NW,Ste 600,Washington,DC,200055998,,,2024-03-05,1000000.00,0.00,Non-Contribution Account: Research Consulting,,,,,,,,,,,,,,,,,,,,
SB29,C00669259,500175922,,,ORG,JSH Partners LLC,,,,,,400 E Randolph St,Apt 3604,Chicago,IL,606015049,,,2024-03-25,6250.00,0.00,Non-Contribution Account: Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB29,C00669259,500175932,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-03-08,493.75,0.00,Non-Contribution Account: Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00669259,500174242,,,ORG,Magnify Strategies LLC,,,,,,2723 Prairie Ave,,Evanston,IL,602011482,,,2024-02-22,6250.00,0.00,Non-Contribution Account: Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB29,C00669259,500171062,,,ORG,Magnify Strategies LLC,,,,,,2723 Prairie Ave,,Evanston,IL,602011482,,,2024-01-23,7250.00,0.00,Non-Contribution Account: Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB29,C00669259,500175992,,,IND,,Hynes,Brandon,,,,215 C St SE,,Washington,DC,200031955,,,2024-03-25,6250.00,0.00,Non-Contribution Account: Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB29,C00669259,500173403,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-02-05,39.50,0.00,Non-Contribution Account: Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00669259,500175913,,,ORG,BNG Research,,,,,,700 13th St NW,Ste 600,Washington,DC,200055998,,,2024-03-06,601500.00,0.00,Non-Contribution Account: Research Consulting,,,,,,,,,,,,,,,,,,,,
SB29,C00669259,500175923,,,ORG,KLP Consulting LLC,,,,,,1840 California St NW,,Washington,DC,200091822,,,2024-03-25,17187.87,0.00,Non-Contribution Account: Strategic Consulting Services,,,,,,,,,,,,,,,,,,,,
SB29,C00669259,500175933,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-03-14,0.20,0.00,Non-Contribution Account: Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00669259,500174243,,,IND,,Hynes,Brandon,,,,215 C St SE,,Washington,DC,200031955,,,2024-02-23,6250.00,0.00,Non-Contribution Account: Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB29,C00669259,500174253,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-02-08,0.20,0.00,Non-Contribution Account: Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00669259,500171063,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-01-10,0.20,0.00,Non-Contribution Account: Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00669259,500175793,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-03-27,15.00,0.00,Non-Contribution Account: Bank Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00669259,500175914,,,ORG,"NGP VAN, Inc.",,,,,,PO Box 392264,,Pittsburgh,PA,152519264,,,2024-03-12,364.62,0.00,Non-Contribution Account: Software,,,,,,,,,,,,,,,,,,,,
