form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00015933,SB29.230248,,,CCM,Ari Bradshaw for Arizona,,,,,,505 E Oraibi Drive,,Phoenix,AZ,85024,P2024,,2024-05-14,500.00,,Arizona State Representative,,,Ari Bradshaw for Arizona,,Bradshaw,Ari,,,,,AZ,,,,,,,,,
SB29,C00015933,SB29.230285,,,CCM,Betty for Phoenix City Council District 5,,,,,,5633 W Coolidge St,,Phoenix,AZ,85031,P2024,,2024-05-14,1000.00,,"Phoenix, Arizona City Council",,,Betty for Phoenix City Council District 5,,Guardado,Betty,,,,,AZ,,,,,,,,,
SB29,C00015933,SB29.230271,,,CCM,Conservatives for Taylor,,,,,,13204 W Rhine Ln,,Litchfield Park,AZ,85340,P2024,,2024-05-14,1000.00,,Arizona State Representative,,,Conservatives for Taylor,,Taylor,James,,,,,AZ,,,,,,,,,
SB29,C00015933,SB29.230267,,,CCM,Conservatives for Tony Rivero,,,,,,8011 W Lincoln St,,Peoria,AZ,85345,P2024,,2024-05-14,500.00,,Arizona State Representative,,,Conservatives for Tony Rivero,,Rivero,Tony,,,,,AZ,,,,,,,,,
SB29,C00015933,SB29.230244,,,CCM,Gloria Solorio 4 Avondale City Council,,,,,,12414 W Alvarado Rd,,Avondale,AZ,85392,P2024,,2024-05-13,500.00,,"Avondale, AZ City Council",,,Gloria Solorio 4 Avondale City Council,,Solorio,Gloria,,,,,AZ,,,,,,,,,
SB29,C00015933,SB29.230275,,,CCM,Hildy4AZ,,,,,,2920 Esmerelda Dr,,Bullhead City,AZ,86429,P2024,,2024-05-14,1000.00,,Arizona State Representative,,,Hildy4AZ,,Angius,Hildy,,,,,AZ,,,,,,,,,
SB29,C00015933,SB29.230250,,,CCM,Janeen Connolly for AZ,,,,,,114 W Palmdale Drive,,Tempe,AZ,85282,P2024,,2024-05-14,1000.00,,Arizona State Representative,,,Janeen Connolly for AZ,,Connolly,Janeen,,,,,AZ,,,,,,,,,
SB29,C00015933,SB29.230258,,,CCM,Jeff for AZ,,,,,,1360 S Camelia Court,,Chandler,AZ,85286,P2024,,2024-05-14,500.00,,Arizona State Representative,,,Jeff for AZ,,Weninger,Jeff,,,,,AZ,,,,,,,,,
SB29,C00015933,SB29.230262,,,CCM,Lalani Hunsaker for State Representative District 14,,,,,,3682 E Ravenswood Drive,,Gilbert,AZ,85298,P2024,,2024-05-14,500.00,,Arizona State Representative,,,Lalani Hunsaker for State Representative District 14,,Hunsaker,Lalani,,,,,AZ,,,,,,,,,
SB29,C00015933,SB29.230281,,,CCM,Lopez for AZ,,,,,,2820 N Pinal Avenue,,Casa Grande,AZ,85122,P2024,,2024-05-14,500.00,,Arizona State Representative,,,Lopez for AZ,,Lopez,Chris,,,,,AZ,,,,,,,,,
SB29,C00015933,SB29.230254,,,CCM,Matt Greer for State Representative District 10,,,,,,4225 E University Dr,#41,Mesa,AZ,85205,P2024,,2024-05-14,1000.00,,Arizona State Representative,,,Matt Greer for State Representative District 10,,Greer,Matt,,,,,AZ,,,,,,,,,
SB29,C00015933,SB29.230255,,,CCM,Ruiz for AZ House,,,,,,50 E Cody Dr,,Phoenix,AZ,85040,P2024,,2024-05-14,500.00,,Arizona State Representative,,,Ruiz for AZ House,,Ruiz,Izaak,,,,,AZ,,,,,,,,,
SB29,C00015933,SB29.230249,,,CCM,Walt Blackman for State Representative,,,,,,1831 Prairie Road,,Snowflake,AZ,85937,P2024,,2024-05-14,500.00,,Arizona State Representative,,,Walt Blackman for State Representative,,Blackman,Walter,,,,,AZ,,,,,,,,,
