form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00130773,87194788,,,CCM,Blake Moore For Congress,,,,,,358 South 700 E,B505,Salt Lake City,UT,84102,P2024,,2023-06-16,-5000.00,0.00,,011,C00738872,Blake Moore For Congress,H0UT01205,Moore,Blake,,Rep.,,H,UT,01,,,,,,,X,Re-designation on 06/16/2023
SB23,C00130773,87401106,,,PAC,A New Direction PAC,,,,,,PO Box 33079,,Washington,DC,20033,,,2023-06-06,1000.00,0.00,,011,C00458570,,,,,,,,,,,,,,,,,,
SB23,C00130773,87401107,,,PAC,Steer PAC,,,,,,111 S Durbin St,Ste. 300,Casper,WY,82601,,,2023-06-06,5000.00,0.00,,011,C00762682,,,,,,,,,,,,,,,,,,
SB23,C00130773,87401108,,,PAC,Elect Democratic Women,,,,,,600 Pennsylvania Ave SE,#15180,Washington,DC,20003,,,2023-06-06,5000.00,0.00,,011,C00685297,,,,,,,,,,,,,,,,,,
SB23,C00130773,87401109,,,CCM,Beatty For Congress,,,,,,222 East Town Street,Suite 2w,Columbus,OH,43215,P2024,,2023-06-06,5000.00,0.00,,011,C00507368,Beatty For Congress,H2OH03125,Beatty,Joyce,,Rep.,Dr.,H,OH,03,,,,,,,,
SB23,C00130773,87401110,,,CCM,Debbie Wasserman Schultz For Congress,,,,,,1071 Twin Branch Ln,,Weston,FL,33326,P2024,,2023-06-06,2500.00,0.00,,011,C00385773,Debbie Wasserman Schultz For Congress,H4FL20023,Wasserman Schultz,Debbie,,Rep.,,H,FL,25,,,,,,,,
SB23,C00130773,87401112,,,CCM,Strickland For Washington,,,,,,1625 E 72nd St,Ste 700-139,Tacoma,WA,98404,P2024,,2023-06-06,1000.00,0.00,,011,C00732826,Strickland For Washington,H0WA10034,Strickland,Marilyn,,Rep.,,H,WA,10,,,,,,,,
SB23,C00130773,87401113,,,PAC,Evergreen PAC,,,,,,"499 S Capitol Street, SW",Suite 420,Washington,DC,20003,,,2023-06-06,1000.00,0.00,,011,C00576090,,,,,,,,,,,,,,,,,,
SB23,C00130773,87401115,,,CCM,Grace For New York,,,,,,PO Box 656555,,Fresh Meadows,NY,11365,P2024,,2023-06-06,5000.00,0.00,,011,C00516666,Grace For New York,H2NY06116,Meng,Grace,,Rep.,,H,NY,06,,,,,,,,
SB23,C00130773,87401116,,,CCM,Keep Al Green In Congress,,,,,,P.O. Box 56761,,Houston,TX,77256,P2024,,2023-06-06,5000.00,0.00,,011,C00578567,Keep Al Green In Congress,H4TX09095,Green,Al,,Rep.,,H,TX,09,,,,,,,,
