form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00849216,500960520,,,PTY,New York State Democratic Committee,,,,,,420 Lexington Ave,,New York,NY,101700002,,,2024-08-09,98000.00,0.00,Joint Fundraising Transfer,,C00143230,,,,,,,,,,,,,,,,,,
SB22,C00849216,500960530,,,PTY,New York State Democratic Committee,,,,,,420 Lexington Ave,,New York,NY,101700002,,,2024-09-27,72000.00,0.00,Joint Fundraising Transfer,,C00143230,,,,,,,,,,,,,,,,,,
SB22,C00849216,500960511,,,CCM,MONDAIRE FOR CONGRESS,,,,,,PO Box 873,,Sleepy Hollow,NY,105910873,G2024,,2024-08-16,20000.00,0.00,Joint Fundraising Transfer,,C00711150,,,JONES,MONDAIRE,,,,H,NY,17,,,,,,,,
SB22,C00849216,500960512,,,CCM,MONDAIRE FOR CONGRESS,,,,,,PO Box 873,,Sleepy Hollow,NY,105910873,G2024,,2024-08-27,52000.00,0.00,Joint Fundraising Transfer,,C00711150,,,JONES,MONDAIRE,,,,H,NY,17,,,,,,,,
SB22,C00849216,500960513,,,CCM,MONDAIRE FOR CONGRESS,,,,,,PO Box 873,,Sleepy Hollow,NY,105910873,G2024,,2024-09-13,110000.00,0.00,Joint Fundraising Transfer,,C00711150,,,JONES,MONDAIRE,,,,H,NY,17,,,,,,,,
SB22,C00849216,500957743,,,PTY,New York State Democratic Committee,,,,,,420 Lexington Ave,,New York,NY,101700002,,,2024-08-30,45000.00,0.00,Joint Fundraising Transfer,,C00143230,,,,,,,,,,,,,,,,,,
SB22,C00849216,500960514,,,CCM,MONDAIRE FOR CONGRESS,,,,,,PO Box 873,,Sleepy Hollow,NY,105910873,G2024,,2024-09-23,62000.00,0.00,Joint Fundraising Transfer,,C00711150,,,JONES,MONDAIRE,,,,H,NY,17,,,,,,,,
SB22,C00849216,500957744,,,PTY,New York State Democratic Committee,,,,,,420 Lexington Ave,,New York,NY,101700002,,,2024-09-06,15000.00,0.00,Joint Fundraising Transfer,,C00143230,,,,,,,,,,,,,,,,,,
SB22,C00849216,500960515,,,CCM,MONDAIRE FOR CONGRESS,,,,,,PO Box 873,,Sleepy Hollow,NY,105910873,G2024,,2024-09-27,50000.00,0.00,Joint Fundraising Transfer,,C00711150,,,JONES,MONDAIRE,,,,H,NY,17,,,,,,,,
SB22,C00849216,500960506,,,CCM,MONDAIRE FOR CONGRESS,,,,,,PO Box 873,,Sleepy Hollow,NY,105910873,P2024,,2024-07-29,45000.00,0.00,Joint Fundraising Transfer,,C00711150,,,JONES,MONDAIRE,,,,H,NY,17,,,,,,,,
SB22,C00849216,500960516,,,CCM,MONDAIRE FOR CONGRESS,,,,,,PO Box 873,,Sleepy Hollow,NY,105910873,G2024,,2024-09-30,17000.00,0.00,Joint Fundraising Transfer,,C00711150,,,JONES,MONDAIRE,,,,H,NY,17,,,,,,,,
SB22,C00849216,500960507,,,CCM,MONDAIRE FOR CONGRESS,,,,,,PO Box 873,,Sleepy Hollow,NY,105910873,G2024,,2024-08-09,29000.00,0.00,Joint Fundraising Transfer,,C00711150,,,JONES,MONDAIRE,,,,H,NY,17,,,,,,,,
SB22,C00849216,500960527,,,PTY,New York State Democratic Committee,,,,,,420 Lexington Ave,,New York,NY,101700002,,,2024-09-13,27000.00,0.00,Joint Fundraising Transfer,,C00143230,,,,,,,,,,,,,,,,,,
SB22,C00849216,500960529,,,PTY,New York State Democratic Committee,,,,,,420 Lexington Ave,,New York,NY,101700002,,,2024-09-23,10000.00,0.00,Joint Fundraising Transfer,,C00143230,,,,,,,,,,,,,,,,,,
