form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00585687,XB204,,,ORG,ADA'S CAFE,,,,,,839 NORTHAMPTON DRIVE,,PALO ALTO,CA,94303,P2024,,2023-07-28,791.15,,FOOD AND BEVERAGE FOR FUNDRAISING EVENT,011,C00326801,,,BALDWIN,TAMMY,,,,S,WI,,TAMMY BALDWIN FOR SENATE,PO BOX 696,,MADISON,WI,53701,,
SB23,C00585687,XB205,,,ORG,ADA'S CAFE,,,,,,839 NORTHAMPTON DRIVE,,PALO ALTO,CA,94303,P2024,,2023-07-28,763.88,,FOOD AND BEVERAGE FOR FUNDRAISING EVENT,011,C00840017,,,ALSOBROOKS,ANGELA,,,,S,MD,,ALSOBROOKS FOR SENATE,"1101 MERCANTILE LANE, SUITE 100",,UPPER MARLBORO,MD,20774,,
SB23,C00585687,XB201,,,ORG,SAFEWAY,,,,,,2020 MARKET STREET,,SAN FRANCISCO,CA,94114,P2024,,2023-07-28,45.41,,BEVERAGES FOR FUNDRAISING EVENT,011,C00326801,,,BALDWIN,TAMMY,,,,S,WI,,TAMMY BALDWIN FOR SENATE,PO BOX 696,,MADISON,WI,53701,,
SB23,C00585687,EB2715,,,CCM,TAMMY BALDWIN FOR SENATE,,,,,,PO BOX 696,,MADISON,WI,53701,P2024,,2023-07-31,1000.00,,CONTRIBUTION,011,C00326801,TAMMY BALDWIN FOR SENATE,,BALDWIN,TAMMY,,,,S,WI,,,,,,,,,
SB23,C00585687,XB202,,,ORG,COMMUNITE TABLE LLC,,,,,,4171 MACARTHUR BLVD,,OAKLAND,CA,94619,P2024,,2023-08-21,485.00,,FOOD AND BEVERAGE FOR FUNDRAISING EVENT,011,C00606939,,,ROSEN,JACKY,,,,S,NV,,ROSEN FOR NEVADA,PO BOX 27195,,LAS VEGAS,NV,89126,,
SB23,C00585687,XB203,,,ORG,SAFEWAY,,,,,,2020 MARKET STREET,,SAN FRANCISCO,CA,94114,P2024,,2023-08-21,7.58,,BEVERAGES FOR FUNDRAISING EVENT,011,C00606939,,,ROSEN,JACKY,,,,S,NV,,ROSEN FOR NEVADA,PO BOX 27195,,LAS VEGAS,NV,89126,,
SB23,C00585687,XB208,,,ORG,COMMUNITE TABLE LLC,,,,,,4171 MACARTHUR BLVD,,OAKLAND,CA,94619,P2024,,2023-09-13,-5.51,,BEVERAGES FOR FUNDRAISING EVENT,011,C00840017,,,ALSOBROOKS,ANGELA,,,,S,MD,,ALSOBROOKS FOR SENATE,"1101 MERCANTILE LANE, SUITE 100",,UPPER MARLBORO,MD,20774,,
SB23,C00585687,XB209,,,ORG,COMMUNITE TABLE LLC,,,,,,4171 MACARTHUR BLVD,,OAKLAND,CA,94619,P2024,,2023-09-13,556.27,,FOOD AND BEVERAGE FOR FUNDRAISING EVENT,011,C00840017,,,ALSOBROOKS,ANGELA,,,,S,MD,,ALSOBROOKS FOR SENATE,"1101 MERCANTILE LANE, SUITE 100",,UPPER MARLBORO,MD,20774,,
SB23,C00585687,XB206,,,ORG,SAFEWAY,,,,,,2020 MARKET STREET,,SAN FRANCISCO,CA,94114,P2024,,2023-09-14,4.18,,BEVERAGES FOR FUNDRAISING EVENT,011,C00840017,,,ALSOBROOKS,ANGELA,,,,S,MD,,ALSOBROOKS FOR SENATE,"1101 MERCANTILE LANE, SUITE 100",,UPPER MARLBORO,MD,20774,,
SB23,C00585687,XB207,,,ORG,SAFEWAY,,,,,,2020 MARKET STREET,,SAN FRANCISCO,CA,94114,P2024,,2023-09-14,84.36,,BEVERAGES FOR FUNDRAISING EVENT,011,C00840017,,,ALSOBROOKS,ANGELA,,,,S,MD,,ALSOBROOKS FOR SENATE,"1101 MERCANTILE LANE, SUITE 100",,UPPER MARLBORO,MD,20774,,
SB23,C00585687,EB2753,,,CCM,ALSOBROOKS FOR SENATE,,,,,,"1101 MERCANTILE LANE, SUITE 100",,UPPER MARLBORO,MD,20774,P2024,,2023-09-20,2000.00,,CONTRIBUTION,011,C00840017,ALSOBROOKS FOR SENATE,,ALSOBROOKS,ANGELA,,,,S,MD,,,,,,,,,
SB23,C00585687,EB2775,,,COM,LISA BLUNT ROCHESTER FOR SENATE,,,,,,PO BOX 9767,,WILMINGTON,DE,19809,P2024,,2023-10-04,3000.00,,CONTRIBUTION,011,C00843391,LISA BLUNT ROCHESTER FOR SENATE,,ROCHESTER,LISA BLUNT,,,,S,DE,,,,,,,,,
SB23,C00585687,XB210,,,ORG,COUPA CATERING,,,,,,538 RAMONA STREET,,PALO ALTO,CA,94301,P2024,,2023-11-05,203.07,,FOOD AND BEVERAGE FOR FUNDRAISING EVENT,011,C00349506,,,CANTWELL,MARIA,,,,S,WA,,FRIENDS OF MARIA,PO BOX 12740,,SEATTLE,WA,98111,,
