form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00845792,SB21B.6497,,,ORG,A. Harper Development,,,,,,513 Meadow Creek Lane,,St. Louis,MO,53122,,,2024-11-09,4727.83,,Fundraising Consulting/Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00845792,SB21B.6499,,,ORG,AJ Strategies LLC,,,,,,1561 Sylvester Cir,,Atlanta,GA,30316,,,2024-11-09,1602.25,,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00845792,SB21B.6500,,,ORG,Anedot,,,,,,"1340 Poydras St., Ste. 1770",,New Orleans,LA,70112,,,2024-10-31,4615.24,,Online Processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00845792,SB21B.6502,,,ORG,Anedot,,,,,,"1340 Poydras St., Ste. 1770",,New Orleans,LA,70112,,,2024-11-25,1097.80,,Online Processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00845792,SB21B.6503,,,ORG,Ascension LLC,,,,,,545 Westgate Ave,,Bozeman,MT,59714,,,2024-10-31,15000.00,,Strategic Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00845792,SB21B.6509,,,IND,,Bentler,Elizabeth,,,,"221 E Oak St, #208",,Bozeman,MT,59715,,,2024-10-31,25000.00,,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00845792,SB21B.6576,,,IND,,Byrd,Michael,,,,2112 8th ST NW #P27,,Washington,DC,20001,,,2024-10-18,29189.00,,Fundriaisng Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00845792,SB21B.6577,,,IND,,Byrd,Michael,,,,2112 8th ST NW #P27,,Washington,DC,20001,,,2024-11-09,6068.86,,Fundriaisng Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00845792,SB21B.6505,,,ORG,Chain Bridge Bank,,,,,,1445-A Laughlin Ave,,McLean,VA,22101,,,2024-10-31,12.50,,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00845792,SB21B.6506,,,ORG,Chain Bridge Bank,,,,,,1445-A Laughlin Ave,,McLean,VA,22101,,,2024-11-20,225.00,,Bank Fees,,,,,,,,,,,,,,,,,,,,
