form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00859355,500129410,,,ORG,Make the Road Action Inc.,,,,,,449 Troutman St,Ste C,Brooklyn,NY,112372618,G2024,,2024-11-01,60939.67,2024-11-01,1630612.51,Canvassing Services,,,S,H4NY04158,GILLEN,LAURA,,,,H,04,NY,Seay,Gabrielle,,,,2025-01-31,
SE,C00859355,500129420,,,ORG,Grossman Solutions,,,,,,190 Trumbull St,Fl 203,Hartford,CT,061032210,G2024,,2024-11-01,28419.56,2024-11-01,1322442.52,Canvassing Services,,,S,H0NY17174,JONES,MONDAIRE,,,,H,17,NY,Seay,Gabrielle,,,,2025-01-31,
SE,C00859355,500137120,,,ORG,Base Builder,,,,,,3126 Oakland Ave,,Minneapolis,MN,554071523,G2024,,2024-11-01,119000.00,,1112523.31,Canvassing Services,,,S,H8NY22177,RILEY,JOSH,,,,H,19,NY,Seay,Gabrielle,,,,2025-01-31,X,*
SE,C00859355,500126320,,,ORG,Midstate Printing Group,,,,,,1234 Summer St,Ste 304,Stamford,CT,069055510,G2024,,2024-10-23,9835.00,2024-10-23,1112523.31,"Mail Production, Printing, and Shipping",,,O,H2NY19127,MOLINARO,MARCUS,J.,,,H,19,NY,Seay,Gabrielle,,,,2025-01-31,
SE,C00859355,500123530,,,ORG,SB Digital,,,,,,2010 Massachusetts Ave NW,Fl 2,Washington,DC,200361012,G2024,,2024-10-21,5250.00,2024-10-21,1112523.31,Digital Ad Production and Buy,,,S,H8NY22177,RILEY,JOSH,,,,H,19,NY,Seay,Gabrielle,,,,2025-01-31,
SE,C00859355,500118340,,,ORG,Wildfire Contact,,,,,,750 17th St NW,Ste 500,Washington,DC,200064780,G2024,,2024-10-19,8399.40,2024-10-19,1322442.52,Phonebanking Services,,,S,H0NY17174,JONES,MONDAIRE,,,,H,17,NY,Seay,Gabrielle,,,,2025-01-31,
SE,C00859355,500101960,,,ORG,Midstate Printing Group,,,,,,1234 Summer St,Ste 304,Stamford,CT,069055510,G2024,,2024-10-01,20405.41,2024-10-17,1322442.52,Printing of Canvassing Materials,,,S,H0NY17174,JONES,MONDAIRE,,,,H,17,NY,Seay,Gabrielle,,,,2025-01-31,
SE,C00859355,500129180,,,ORG,Accurate Industries LLC,,,,,,PO Box 7004,,Prospect,CT,067120004,G2024,,2024-10-31,1477.88,2024-10-31,1322442.52,Mail Postage,,,S,H0NY17174,JONES,MONDAIRE,,,,H,17,NY,Seay,Gabrielle,,,,2025-01-31,
SE,C00859355,500112090,,,ORG,SB Digital,,,,,,2010 Massachusetts Ave NW,Fl 2,Washington,DC,200361012,G2024,,2024-10-09,39815.02,2024-10-17,1112523.31,Digital Ad Production and Buy,,,S,H8NY22177,RILEY,JOSH,,,,H,19,NY,Seay,Gabrielle,,,,2025-01-31,
SE,C00859355,500128901,,,ORG,"ACLS Direct, LLC",,,,,,7839 Maltlage Dr,,Liverpool,NY,130902552,G2024,,2024-10-30,18436.60,2024-10-30,1112523.31,Mail Postage,,,S,H8NY22177,RILEY,JOSH,,,,H,19,NY,Seay,Gabrielle,,,,2025-01-31,
