form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00762328,SB23-20001,,,CCM,ASHLEY HINSON FORCONGRESS,,,,,,PO BOX 811,,MARION,IA,52302,P2024,,2023-03-27,3300.00,,CONTRIBUTION,,,,H0IA01174,ARENHOLZ,ASHLEY,HINSON,,,H,IA,02,  ,,,,,,,
SB23,C00762328,SB23-20002,,,CCM,ASHLEY HINSON FORCONGRESS,,,,,,PO BOX 811,,MARION,IA,52302,G2024,,2023-03-27,3300.00,,CONTRIBUTION,,,,H0IA01174,ARENHOLZ,ASHLEY,HINSON,,,H,IA,02,  ,,,,,,,
SB23,C00762328,SB23-20006,,,CCM,BRANDON FOR CONGRESS NY22,,,,,,PO BOX 3580,,SYRACUSE,NY,13220,P2024,,2023-03-28,1000.00,,CONTRIBUTION,,,,H2NY22212,MCDONALD,BRANDON,WILLIAMS,,,H,NY,22,  ,,,,,,,
SB23,C00762328,SB23-20004,,,CCM,IOWANS FOR ZACH NUNN,,,,,,PO BOX 11,,BETHESDA,MD,20824,P2024,,2023-03-28,3300.00,,CONTRIBUTION,,,,H2IA03119,NUNN,ZACH,,,,H,IA,03,  ,,,,,,,
SB23,C00762328,SB23-20007,,,CCM,MILLER MEEKS FOR CONGRESS,,,,,,PO BOX 33,,OTTUMWA,IA,52501,P2024,,2023-03-28,1000.00,,CONTRIBUTION,,,,H8IA02043,MILER-MEEKS,MARIANNETTE,JANE,,,H,IA,01,  ,,,,,,,
SB23,C00762328,SB23-20003,,,CCM,TONY GONZALES FOR CONGRESS,,,,,,11613 HUEBNER,,SAN ANTONIO,TX,78248,P2024,,2023-03-28,3300.00,,CONTRIBUTION,,,,H0TX35015,GONZALES,ERNEST,ANTHONY,,II,H,TX,23,  ,,,,,,,
SB23,C00762328,SB23-20005,,,CCM,VALADAO FOR CONGRESS,,,,,,5132 NORTH PALM AVE,#227,FRESNO,CA,93704,P2024,,2023-03-28,3300.00,,CONTRIBUTION,,,,H2CA20094,VALADAO,DAVID,,,,H,CA,22,  ,,,,,,,
SB23,C00762328,SB23-20010,,,CCM,DESPOSITO FOR NEW YORK,,,,,,PO BOX 188 ,,ISLAND PARK,NY,11558,P2024,,2023-03-29,1000.00,,CONTRIBUTION,,,,H2NY04277,DESPOSITO,ANTHONY,,,,H,NY,04,  ,,,,,,,
SB23,C00762328,SB23-20008,,,CCM,LALOTA FOR CONGRESS,,,,,,PO BOX 5744,,HAUPPAUGE,NY,11788,P2024,,2023-03-29,1000.00,,CONTRIBUTION,,,,H2NY01190,LALOTA,NICK,,,,H,NY,01,  ,,,,,,,
SB23,C00762328,SB23-20009,,,CCM,LAWLER FOR CONGRESS,,,,,,PO BOX 87,,SOUTH SALEM,NY,10590,P2024,,2023-03-29,1000.00,,CONTRIBUTION,,,,H2NY17162,LAWLER,MICHAEL,VINCENT,,,H,NY,17,  ,,,,,,,
SB23,C00762328,SB23-20011,,,CCM,MARC FOR US INC,,,,,,PO BOX 5158,,POUGHKEEPSIE,NY,12602,P2024,,2023-03-29,1000.00,,CONTRIBUTION,,,,H2NY19127,MOLINARO,MARCUS,JANE,,,H,NY,19,  ,,,,,,,
