form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00380303,B850043,,,CCM,Nevadans for Steven Horsford,,,,,,P.O. Box 336664,,North Las Vegas,NV,89033,P2024,,2023-09-14,-2500.00,,Contribution,011,C00668228,,H2NV04011,Horsford,Steven,,,,H,NV,04,,,,,,,,Voided: Original check dated 06-26-23
SB23,C00380303,B854638,,,CCM,Nevadans for Steven Horsford,,,,,,P.O. Box 336664,,North Las Vegas,NV,89033,P2024,,2023-09-15,2500.00,,Contribution,011,C00668228,,H2NV04011,Horsford,Steven,,,,H,NV,04,,,,,,,,
SB23,C00380303,B829056,,,CCM,Mikie Sherrill for Congress,,,,,,PO Box 43032,,Montclair,NJ,07043,G2022,,2023-09-18,-2500.00,,Contribution,011,C00640003,,H8NJ11142,Sherrill,Rebecca,M,,,H,NJ,11,,,,,,,,Voided: Original check dated 09-19-22
SB23,C00380303,B844386,,,CCM,Andy Harris for Congress,,,,,,PO Box 426,,Stevensville,MD,21666,P2024,,2023-09-20,-1000.00,,Contribution,011,C00435974,,H8MD01094,Harris,Andy,,,,H,MD,01,,,,,,,,Voided: Original check dated 03-28-23
SB23,C00380303,B855447,,,CCM,Andy Harris for Congress,,,,,,PO Box 426,,Stevensville,MD,21666,P2024,,2023-09-25,1000.00,,Contribution,011,C00435974,,H8MD01094,Harris,Andy,,,,H,MD,01,,,,,,,,
SB23,C00380303,B855456,,,CCM,Britt for Alabama Inc.,,,,,,PO Box 3759,,Montgomery,AL,36109,P2028,,2023-09-25,2500.00,,Contribution,011,C00781443,,S2AL00145,Britt,Katie,,,,S,AL, ,,,,,,,,
SB23,C00380303,B855453,,,CCM,Capito for West Virginia,,,,,,PO Box 11519,,Charleston,WV,25339,P2026,,2023-09-25,2500.00,,Contribution,011,C00539825,,S4WV00159,Capito,Shelley Moore,,,,S,WV, ,,,,,,,,
SB23,C00380303,B855450,,,CCM,Citizens for Turner,,,,,,120 W. Second Street Suite 1510,,Dayton,OH,45402,P2024,,2023-09-25,2500.00,,Contribution,011,C00373001,,H2OH03067,Turner,Michael,R,,,H,OH,10,,,,,,,,
SB23,C00380303,B855454,,,CCM,Deb Fischer for US Senate Inc.,,,,,,5555 South St,,Lincoln,NE,68506,P2024,,2023-09-25,1000.00,,Contribution,011,C00498907,,S2NE00094,Fischer,Deb,,,,S,NE, ,,,,,,,,
SB23,C00380303,B855452,,,CCM,Diana for Congress,,,,,,PO Box 7208,,Kingsport,TN,37664,P2024,,2023-09-25,2000.00,,Contribution,011,C00741090,,H0TN01118,Harshbarger,Diana,,,,H,TN,01,,,,,,,,
SB23,C00380303,B855448,,,CCM,Dr. John Joyce for Congress,,,,,,1002 Logan Blvd Ste 114 #237,,Altoona,PA,16602,P2024,,2023-09-25,2500.00,,Contribution,011,C00674259,,H8PA13125,Joyce,John,,,,H,PA,13,,,,,,,,
SB23,C00380303,B855449,,,CCM,Issa for Congress,,,,,,PO Box 760,,Vista,CA,92085,P2024,,2023-09-25,2500.00,,Contribution,011,C00350520,,H0CA48024,Issa,Darrell,,,,H,CA,48,,,,,,,,
SB23,C00380303,B855455,,,CCM,Ted Budd for Senate,,,,,,PO Box 97127,,Raleigh,NC,27624,P2028,,2023-09-25,2500.00,,Contribution,011,C00614776,,S2NC00505,Budd,Theodore (Ted) P.,,,,S,NC, ,,,,,,,,
SB23,C00380303,B855451,,,CCM,Wenstrup for Congress,,,,,,P.O. Box 9551,,Cincinnati,OH,45209,P2024,,2023-09-25,1000.00,,Contribution,011,C00497818,,H2OH02085,Wenstrup,Brad,,,,H,OH,02,,,,,,,,
