form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00740555,EB16999,,,ORG,BANK OF AMERICA,,,,,,67 TECHNOLOGY DRIVE,,IRVINE,CA,92618,,,2023-01-03,29.95,,BANK FEE,001,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB16979,,,ORG,ELITE CARD PROCESSING,,,,,,13701 MAUGANSVILLE RD STE 5,,HAGERSTOWN,MD,21740,,,2023-01-03,59.90,,CREDIT CARD PROCESSING FEES,003,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB16960,,,ORG,CAMPAIGN SOLUTIONS,,,,,,117 N SAINT ASAPH ST,,ALEXANDRIA,VA,22314,,,2023-01-08,40.00,,FUNDRAISING COMMISSION COSTS,003,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB16959,,,ORG,WINRED,,,,,,PO BOX 9891,,ARLINGTON,VA,22219,,,2023-01-08,1.97,,CREDIT CARD PROCESSING FEES,003,C00694323,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB16980,,,ORG,MIDDLETOWN VALLEY BANK,,,,,,24 WEST MAIN STREET,,MIDDLETOWN,MD,21769,,,2023-01-10,12.18,,BANK FEE,003,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB16968,,,ORG,CAMPAIGN SOLUTIONS,,,,,,117 N SAINT ASAPH ST,,ALEXANDRIA,VA,22314,,,2023-01-22,1.00,,FUNDRAISING COMMISSION COSTS,003,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB16969,,,ORG,WINRED,,,,,,PO BOX 9891,,ARLINGTON,VA,22219,,,2023-01-22,0.39,,CREDIT CARD PROCESSING FEES,003,C00694323,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB16987,,,ORG,DMP - DIRECT MAIL PROCESSORS,,,,,,1150 CONRAD COURT,,HAGERSTOWN,MD,21740,,,2023-01-23,150.00,,DIRECT MAIL FUNDRAISING COSTS,003,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB16982,,,ORG,DMP - DIRECT MAIL PROCESSORS,,,,,,1150 CONRAD COURT,,HAGERSTOWN,MD,21740,,,2023-01-23,870.20,,DIRECT MAIL SERVICES,003,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB16986,,,ORG,DMP - DIRECT MAIL PROCESSORS,,,,,,1150 CONRAD COURT,,HAGERSTOWN,MD,21740,,,2023-01-23,58.00,,DIRECT MAIL FUNDRAISING COSTS,003,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB16984,,,ORG,DMP - DIRECT MAIL PROCESSORS,,,,,,1150 CONRAD COURT,,HAGERSTOWN,MD,21740,,,2023-01-23,1026.94,,DIRECT MAIL FUNDRAISING COSTS,003,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB16988,,,ORG,INTEGRAM,,,,,,22695 COMMERCE CENTER CT,,DULLES,VA,20166,,,2023-01-23,361.44,,PRINTING COSTS,003,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB16981,,,ORG,MIDDLETOWN VALLEY BANK,,,,,,24 WEST MAIN STREET,,MIDDLETOWN,MD,21769,,,2023-01-23,12.77,,BANK FEE,003,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17024,,,ORG,CAMPAIGN COMPLIANCE GROUP,,,,,,9070 IRVINE CENTER DRIVE #150,,IRVINE,CA,92618,,,2023-01-31,1035.00,,FINANCIAL ANALYST,001,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB16975,,,ORG,CAMPAIGN SOLUTIONS,,,,,,117 N SAINT ASAPH ST,,ALEXANDRIA,VA,22314,,,2023-01-31,1.91,,CREDIT CARD PROCESSING FEES,003,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB16976,,,ORG,CAMPAIGN SOLUTIONS,,,,,,117 N SAINT ASAPH ST,,ALEXANDRIA,VA,22314,,,2023-01-31,15.50,,FUNDRAISING COMMISSION COSTS,003,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17084,,,ORG,INTEGRAM,,,,,,22695 COMMERCE CENTER CT,,DULLES,VA,20166,,,2023-01-31,675.09,,PRINTING COSTS,003,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17020,,,ORG,SUNRISE DATA SERVICES,,,,,,20130 LAKEVIEW CENTER #300,,ASHBURN,VA,20147,,,2023-01-31,155.00,,DIRECT MAIL FUNDRAISING COSTS,003,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17022,,,ORG,SUNRISE DATA SERVICES,,,,,,20130 LAKEVIEW CENTER #300,,ASHBURN,VA,20147,,,2023-01-31,117.64,,DIRECT MAIL FUNDRAISING COSTS,003,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17019,,,ORG,BANK OF AMERICA,,,,,,67 TECHNOLOGY DRIVE,,IRVINE,CA,92618,,,2023-02-01,29.95,,BANK FEE,001,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB16996,,,ORG,CAMPAIGN SOLUTIONS,,,,,,117 N SAINT ASAPH ST,,ALEXANDRIA,VA,22314,,,2023-02-12,40.00,,FUNDRAISING COMMISSION COSTS,003,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB16995,,,ORG,WINRED,,,,,,PO BOX 9891,,ARLINGTON,VA,22219,,,2023-02-12,1.97,,CREDIT CARD PROCESSING FEES,003,C00694323,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17002,,,ORG,CAMPAIGN SOLUTIONS,,,,,,117 N SAINT ASAPH ST,,ALEXANDRIA,VA,22314,,,2023-02-26,1.00,,FUNDRAISING COMMISSION COSTS,003,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17003,,,ORG,WINRED,,,,,,PO BOX 9891,,ARLINGTON,VA,22219,,,2023-02-26,0.39,,CREDIT CARD PROCESSING FEES,003,C00694323,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17007,,,ORG,CAMPAIGN SOLUTIONS,,,,,,117 N SAINT ASAPH ST,,ALEXANDRIA,VA,22314,,,2023-02-28,1.91,,CREDIT CARD PROCESSING FEES,003,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17008,,,ORG,CAMPAIGN SOLUTIONS,,,,,,117 N SAINT ASAPH ST,,ALEXANDRIA,VA,22314,,,2023-02-28,15.50,,FUNDRAISING COMMISSION COSTS,003,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17038,,,ORG,BANK OF AMERICA,,,,,,67 TECHNOLOGY DRIVE,,IRVINE,CA,92618,,,2023-03-01,29.95,,BANK FEE,001,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17016,,,ORG,CAMPAIGN SOLUTIONS,,,,,,117 N SAINT ASAPH ST,,ALEXANDRIA,VA,22314,,,2023-03-12,40.00,,FUNDRAISING COMMISSION COSTS,003,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17017,,,ORG,WINRED,,,,,,PO BOX 9891,,ARLINGTON,VA,22219,P2024,,2023-03-12,1.97,,CREDIT CARD PROCESSING FEES,003,C00694323,,,,,,,,,,,,,,,,,,
