form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00568931,SE.4669,,,ORG,50 + 1,,,,,,PO BOX 358,,San Francisco,CA,94104,G2024,,2024-10-30,45400.21,2024-10-30,496340.74,Opposition Mailer Program,006,C00568931,O,P80001571,Trump,Donald,,,,P,,,Keserich,John,Thomas,,,2024-12-03,
SE,C00568931,SE.4671,,,ORG,50 + 1,,,,,,PO BOX 358,,San Francisco,CA,94104,G2024,,2024-10-30,45400.21,2024-10-30,244340.74,Opposition Mailer Program,006,C00568931,O,S4MI00595,Rogers,Michael,,,,S,,MI,Keserich,John,Thomas,,,2024-12-03,
SE,C00568931,SE.4583,,,ORG,The Outreach Team,,,,,,407 College Ave Ste 349,,Ithaca,NY,14850,G2024,,2024-10-18,2444.62,2024-10-18,73774.40,Direct Voter Contact Canvass,007,C00568931,S,S4MI00470,Slotkin,Elissa,,,,S,,MI,Keserich,John,Thomas,,,2024-12-03,
SE,C00568931,SE.4585,,,ORG,The Outreach Team,,,,,,407 College Ave Ste 349,,Ithaca,NY,14850,G2024,,2024-10-18,2444.62,2024-10-18,325774.40,Direct Voter Canvass,,C00568931,S,P80000722,Harris,Kamala,,,,P,,,Keserich,John,Thomas,,,2024-12-03,
SE,C00568931,SE.4592,,,ORG,The Outreach Team,,,,,,407 College Ave Ste 349,,Ithaca,NY,14850,G2024,,2024-10-19,4471.87,2024-10-19,330246.27,Direct Voter Contact Canvass,007,C00568931,S,P80000722,Harris,Kamala,,,,P,,,Keserich,John,Thomas,,,2024-12-03,
SE,C00568931,SE.4594,,,ORG,The Outreach Team,,,,,,407 College Ave Ste 349,,Ithaca,NY,14850,G2024,,2024-10-19,4471.87,2024-10-19,78246.27,Direct Voter Contact Canvass,007,C00568931,S,S4MI00470,Slotkin,Elissa,,,,S,,MI,Keserich,John,Thomas,,,2024-12-03,
SE,C00568931,SE.4598,,,ORG,The Outreach Team,,,,,,407 College Ave Ste 349,,Ithaca,NY,14850,G2024,,2024-10-20,5574.93,2024-10-20,335821.20,Direct Voter Contact Canvass,007,C00568931,S,P80000722,Harris,Kamala,,,,P,,,Keserich,John,Thomas,,,2024-12-03,
SE,C00568931,SE.4601,,,ORG,The Outreach Team,,,,,,407 College Ave Ste 349,,Ithaca,NY,14850,G2024,,2024-10-20,5574.93,2024-10-20,83821.20,Direct Voter Contact Canvass,007,C00568931,S,S4MI00470,SLOTKIN,ELISSA,,,,S,,MI,Keserich,John,Thomas,,,2024-12-03,
SE,C00568931,SE.4606,,,ORG,The Outreach Team,,,,,,407 College Ave Ste 349,,Ithaca,NY,14850,G2024,,2024-10-21,6042.00,2024-10-21,341863.20,Direct Voter Canvass Program,007,C00568931,S,P80000722,Harris,Kamala,,,,P,,,Keserich,John,Thomas,,,2024-12-03,
SE,C00568931,SE.4609,,,ORG,The Outreach Team,,,,,,407 College Ave Ste 349,,Ithaca,NY,14850,G2024,,2024-10-21,6042.00,2024-10-21,89863.20,Direct Voter Contact Program,007,C00568931,S,S4MI00470,Slotkin,Elissa,,,,S,,MI,Keserich,John,Thomas,,,2024-12-03,
