form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00409730,16719129C,16719129,SA11C,CCM,Brittany Pettersen For Colorado,,,,,,PO Box 150887,,Lakewood,CO,802150887,,,2024-01-04,500.00,0.00,Conduit Contribution,,C00637215,,,PETTERSEN,BRITTANY,MS.,,,H,CO,07,,,,,,,X,Earmarked by Investment Company Institute PAC
SB23,C00409730,16719123C,16719123,SA11C,PAC,Build America PAC,,,,,,15301 Jamaica Ave,Ste 535,Jamaica,NY,114323921,,,2024-01-04,5000.00,0.00,Conduit Contribution,,C00377143,Build America PAC,,,,,,,,,,,,,,,,X,Earmarked by Investment Company Institute PAC
SB23,C00409730,16882460C,16882460,SA11C,CCM,DEBORAH ROSS FOR CONGRESS,,,,,,PO Box 28258,,Raleigh,NC,276118258,,,2024-01-24,1000.00,0.00,Conduit Contribution,,C00729277,,,ROSS,DEBORAH,,,,H,NC,02,,,,,,,X,"Earmarked by T-MOBILE USA, INC.  POLITICAL ACTION COMMITTEE (T-PAC)"
SB23,C00409730,16882459C,16882459,SA11C,PAC,Evergreen PAC,,,,,,499 S Capitol St SW,Ste 422,Washington,DC,200034028,,,2024-01-24,5000.00,0.00,Conduit Contribution,,C00576090,Evergreen PAC,,,,,,,,,,,,,,,,X,"Earmarked by T-MOBILE USA, INC.  POLITICAL ACTION COMMITTEE (T-PAC)"
SB23,C00409730,16719130C,16719130,SA11C,PAC,Fostering Progress PAC,,,,,,PO Box 9104,,Aurora,IL,605989104,,,2024-01-04,2500.00,0.00,Conduit Contribution,,C00571943,Fostering Progress PAC,,,,,,,,,,,,,,,,X,Earmarked by Investment Company Institute PAC
SB23,C00409730,16719125C,16719125,SA11C,CCM,Friends Of Raja For Congress,,,,,,PO Box 681202,,Schaumburg,IL,601681202,,,2024-01-04,1000.00,0.00,Conduit Contribution,,C00575092,,,Krishnamoorthi,S. Raja,,,,H,IL,08,,,,,,,X,Earmarked by Investment Company Institute PAC
SB23,C00409730,16903727C,16903727,SA11C,PAC,I Got Your Back PAC,,,,,,PO Box 75357,,Washington,DC,200130357,,,2024-01-29,500.00,0.00,Conduit Contribution,,C00633156,I Got Your Back PAC,,,,,,,,,,,,,,,,X,Earmarked by Blue Cross Blue Shield Association PAC
SB23,C00409730,16719122C,16719122,SA11C,CCM,Schneider For Congress,,,,,,PO Box 1318,,Deerfield,IL,600156005,,,2024-01-04,1500.00,0.00,Conduit Contribution,,C00495952,,,Schneider,Bradley,,,,H,IL,10,,,,,,,X,Earmarked by Investment Company Institute PAC
SB23,C00409730,16719127C,16719127,SA11C,CCM,SHONTEL BROWN FOR CONGRESS,,,,,,PO Box 221232,,Beachwood,OH,441220996,,,2024-01-04,1000.00,0.00,Conduit Contribution,,C00764381,,,BROWN,SHONTEL M,,,,H,OH,11,,,,,,,X,Earmarked by Investment Company Institute PAC
SB23,C00409730,16719126C,16719126,SA11C,CCM,STRICKLAND FOR WASHINGTON,,,,,,1625 E 72Nd St,Ste 700 Pmb 139,Tacoma,WA,984045455,,,2024-01-04,1000.00,0.00,Conduit Contribution,,C00732826,,,STRICKLAND,MARILYN,,,,H,WA,10,,,,,,,X,Earmarked by Investment Company Institute PAC
SB23,C00409730,500402401,,,CCM,Suozzi For Congress,,,,,,PO Box 669,,Glen Cove,NY,115420669,O2024,Special General,2024-01-22,5000.00,0.00,Contribution,,C00607200,,,Suozzi,Thomas,,,,H,NY,03,,,,,,,,
SB23,C00409730,16855754C,16855754,SA11C,CCM,Suozzi For Congress,,,,,,PO Box 669,,Glen Cove,NY,115420669,,,2024-01-23,1000.00,0.00,Conduit Contribution,,C00607200,,,Suozzi,Thomas,,,,H,NY,03,,,,,,,X,Earmarked by AMERICAN INNOVATION POLITICAL ACTION COMMITTEE
SB23,C00409730,16884017C,16884017,SA11C,CCM,Suozzi For Congress,,,,,,PO Box 669,,Glen Cove,NY,115420669,,,2024-01-24,1000.00,0.00,Conduit Contribution,,C00607200,,,Suozzi,Thomas,,,,H,NY,03,,,,,,,X,Earmarked by TAHOMA PAC
SB23,C00409730,16882461C,16882461,SA11C,CCM,Susie Lee For Congress,,,,,,5130 S Fort Apache Rd,Ste 215 Pmb 382,Las Vegas,NV,891481732,,,2024-01-24,3000.00,0.00,Conduit Contribution,,C00655613,,,Lee,Susie,,,,H,NV,03,,,,,,,X,"Earmarked by T-MOBILE USA, INC.  POLITICAL ACTION COMMITTEE (T-PAC)"
SB23,C00409730,16719131C,16719131,SA11C,PAC,Terri PAC,,,,,,499 S Capitol St SW,Ste 404,Washington,DC,200034004,,,2024-01-04,2500.00,0.00,Conduit Contribution,,C00525030,Terri PAC,,,,,,,,,,,,,,,,X,Earmarked by Investment Company Institute PAC
SB23,C00409730,16719134C,16719134,SA11C,CCM,Terri Sewell For Congress,,,,,,PO Box 1964,,Birmingham,AL,352011964,,,2024-01-04,2500.00,0.00,Conduit Contribution,,C00458976,,,Sewell,Terri,,,,H,AL,07,,,,,,,X,Earmarked by Investment Company Institute PAC
