form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00832576,500392486,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,O2024,,2024-07-21,1.84,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00832576,500397323,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,O2024,,2024-08-18,27.65,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00832576,500401204,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,O2024,,2024-08-25,2.83,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00832576,500402682,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,O2024,,2024-09-22,2.83,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00832576,500405035,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,O2024,,2024-09-29,63.20,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00832576,500405034,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,O2024,,2024-09-30,197.50,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00832576,500399738,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,O2024,,2024-07-26,143.75,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00832576,500399813,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,O2024,,2024-08-29,42.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00832576,500403244,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,O2024,,2024-09-26,58.75,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00832576,500399754,,,ORG,American Airlines,,,,,,PO Box 619616,,Dfw Airport,TX,752619616,O2024,,2024-08-09,370.47,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00832576,500399755,,,ORG,American Airlines,,,,,,PO Box 619616,,Dfw Airport,TX,752619616,O2024,,2024-08-09,370.47,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00832576,500401310,,,ORG,American Airlines,,,,,,PO Box 619616,,Dfw Airport,TX,752619616,O2024,,2024-08-09,372.01,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00832576,500402678,,,ORG,American Airlines,,,,,,PO Box 619616,,Dfw Airport,TX,752619616,O2024,,2024-09-19,466.47,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00832576,500402679,,,ORG,American Airlines,,,,,,PO Box 619616,,Dfw Airport,TX,752619616,O2024,,2024-09-19,466.47,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00832576,500405036,,,ORG,American Airlines,,,,,,PO Box 619616,,Dfw Airport,TX,752619616,O2024,,2024-09-30,260.48,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00832576,500405037,,,ORG,American Airlines,,,,,,PO Box 619616,,Dfw Airport,TX,752619616,O2024,,2024-09-30,303.48,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00832576,500405038,,,ORG,American Airlines,,,,,,PO Box 619616,,Dfw Airport,TX,752619616,O2024,,2024-09-30,277.48,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00832576,500399739,,,ORG,Amtrak,,,,,,50 Massachusetts Ave NE,,Washington,DC,200024214,O2024,,2024-07-29,438.00,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00832576,500402680,,,ORG,Amtrak,,,,,,50 Massachusetts Ave NE,,Washington,DC,200024214,O2024,,2024-09-23,97.00,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00832576,500405043,,,ORG,Amtrak,,,,,,50 Massachusetts Ave NE,,Washington,DC,200024214,O2024,,2024-09-27,84.00,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00832576,500405044,,,ORG,Amtrak,,,,,,50 Massachusetts Ave NE,,Washington,DC,200024214,O2024,,2024-09-27,60.00,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00832576,500401307,,,ORG,Bee Compliance LLC,,,,,,611 Pennsylvania Ave SE,# 192,Washington,DC,200034303,O2024,,2024-09-10,1000.00,0.00,Compliance Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00832576,500399770,,,ORG,Carmel Car & Limousine Service,,,,,,2642 Broadway,,New York,NY,100255023,O2024,,2024-08-19,173.47,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00832576,500399771,,,ORG,Carmel Car & Limousine Service,,,,,,2642 Broadway,,New York,NY,100255023,O2024,,2024-08-19,178.56,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00832576,500401357,,,ORG,Eckert & Associates,,,,,,259 S Pickett St,Apt 301,Alexandria,VA,223044729,O2024,,2024-07-15,9248.75,0.00,Event Space Rental,,,,,,,,,,,,,,,,,,,,
SB21B,C00832576,500399860,,,ORG,Eckert & Associates,,,,,,259 S Pickett St,Apt 301,Alexandria,VA,223044729,O2024,,2024-08-30,2500.00,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00832576,500401308,,,ORG,JetBlue Airways,,,,,,11829 QUEENS Blvd,,Forest Hills,NY,11375,O2024,,2024-09-16,20.00,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00832576,500401309,,,ORG,JetBlue Airways,,,,,,11829 QUEENS Blvd,,Forest Hills,NY,11375,O2024,,2024-09-16,229.10,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00832576,500399854,,,IND,,Ralph,Kevin,,,,PO Box 2113,,Kingston,NY,124022113,O2024,,2024-09-10,2000.00,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
