form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00188011,SB23.4141,,,CCM,BALDERSON FOR CONGRESS,,,,,,4679 WINTERSET DR,,COLUMBUS,OH,43220,,,2024-02-21,2500.00,,,,C00662650,BALDERSON FOR CONGRESS,,,,,,,H,OH,12,,,,,,,,
SB23,C00188011,SB23.4181,,,CCM,BETH VAN DUYNE FOR CONGRESS,,,,,,PO BOX 630167,,IRVING,TX,75063,,,2024-03-25,2500.00,,,,C00714865,BETH VAN DUYNE FOR CONGRESS,,,,,,,H,TX,24,,,,,,,,
SB23,C00188011,SB23.4154,,,CCM,BOOZMAN FOR ARKANSAS,,,,,,PO BOX 671,,ROGERS,AR,72757,,,2024-03-14,2000.00,,,,C00476317,BOOZMAN FOR ARKANSAS,,,,,,,S,AR,00,,,,,,,,
SB23,C00188011,SB23.4143,,,CCM,CISCOMANI FOR CONGRESS,,,,,,PO BOX 35103,,TUCSON,AZ,85740,,,2024-02-21,2000.00,,,,C00786194,CISCOMANI FOR CONGRESS,,,,,,,H,AZ,06,,,,,,,,
SB23,C00188011,SB23.4147,,,CCM,DAVID ROUZER FOR CONGRESS,,,,,,PO BOX 3142,,WILMINGTON,NC,28406,,,2024-02-21,2500.00,,,,C00501643,DAVID ROUZER FOR CONGRESS,,,,,,,H,NC,07,,,,,,,,
SB23,C00188011,SB23.4175,,,CCM,FRIENDS OF DAVE JOYCE,,,,,,9856 ARCHER LN,,DUBLIN,OH,43017,,,2024-03-25,2000.00,,,,C00527457,FRIENDS OF DAVE JOYCE,,,,,,,H,OH,14,,,,,,,,
SB23,C00188011,SB23.4145,,,CCM,GRAVES FOR CONGRESS,,,,,,2345 GRAND BLVD,STE 2400,KANSAS CITY,MO,64108,,,2024-02-21,4000.00,,,,C00359034,GRAVES FOR CONGRESS,,,,,,,H,MO,06,,,,,,,,
SB23,C00188011,SB23.4138,,,CCM,JOHNSON LEADERSHIP FUND,,,,,,3337 N. HULLEN ST.,SUITE 301,METAIRIE,LA,70002,,,2024-02-21,5000.00,,,,C00771246,JOHNSON LEADERSHIP FUND,,,,,,,,,,,,,,,,,
SB23,C00188011,SB23.4179,,,CCM,LATTA FOR CONGRESS,,,,,,PO BOX 106,,BOWLING GREEN,OH,43402,,,2024-03-25,2500.00,,,,C00438697,LATTA FOR CONGRESS,,,,,,,H,OH,05,,,,,,,,
SB23,C00188011,SB23.4149,,,CCM,NICOLE FOR NEW YORK,,,,,,PO BOX 60487,,STATEN ISLAND,NY,10306,,,2024-02-21,1000.00,,,,C00694778,NICOLE FOR NEW YORK,,,,,,,H,NY,11,,,,,,,,
SB23,C00188011,SB23.4177,,,CCM,PATRIOTS FOR PERRY,,,,,,4075 LINGLESTOWN ROAD,PMB 119,HARRISBURG,PA,17112,,,2024-03-25,2000.00,,,,C00510164,PATRIOTS FOR PERRY,,,,,,,H,PA,10,,,,,,,,
SB23,C00188011,SB23.4158,,,CCM,RICK SCOTT FOR FLORIDA,,,,,,PO BOX 76024,,WASHINGTON,DC,20002,,,2024-03-14,5000.00,,,,C00676965,RICK SCOTT FOR FLORIDA,,,,,,,S,FL,00,,,,,,,,
SB23,C00188011,SB23.4134,,,CCM,SCALISE LEADERSHIP FUND,,,,,,320 FIRST ST SE,,WASHINGTON,DC,20003,,,2024-02-21,2500.00,,,,C00568162,SCALISE LEADERSHIP FUND,,,,,,,H,LA,01,,,,,,,,
SB23,C00188011,SB23.4156,,,CCM,TED CRUZ FOR SENATE,,,,,,PO BOX 25376,,HOUSTON,TX,77265,,,2024-03-14,5000.00,,,,C00492785,TED CRUZ FOR SENATE,,,,,,,S,TX,00,,,,,,,,
SB23,C00188011,SB23.4131,,,CCM,TEXANS FOR HENRY CUELLAR CONGRESSIONAL CAMPAIGN,,,,,,1519 WASHINGTON STREET,SUITE 200,LAREDO,TX,78040,,,2024-02-21,1500.00,,,,C00371302,TEXANS FOR HENRY CUELLAR CONGRESSIONAL CAMPAIGN,,,,,,,H,TX,28,,,,,,,,
SB23,C00188011,SB23.4152,,,CCM,TOMORROW IS MEANINGFUL PAC,,,,,,1409 ASHLEY RIVER RD,,CHARLESTON,SC,29407,,,2024-03-14,1000.00,,,,C00495887,TOMORROW IS MEANINGFUL PAC,,,,,,,,,,,,,,,,,
SB23,C00188011,SB23.4183,,,CCM,WESTERMAN FOR CONGRESS,,,,,,PO BOX 21097,,HOT SPRINGS,AR,71903,,,2024-03-25,2000.00,,,,C00548180,WESTERMAN FOR CONGRESS,,,,,,,H,AR,04,,,,,,,,
