form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00667055,SB29.5377,,,ORG,Office Max,,,,,,6450 Folsom Boulevard,,Sacramento,CA,95819,,,2024-08-26,29.33,,Non Contribution Expenditure Distribution,001,,,,,,,,,,,,,,,,,,,
SB29,C00667055,SB29.5392,,,ORG,Office Max,,,,,,6450 Folsom Boulevard,,Sacramento,CA,95819,,,2024-09-16,72.49,,Non Contribution Expenditure Distribution,001,,,,,,,,,,,,,,,,,,,
SB29,C00667055,SB29.5393,,,ORG,Office Max,,,,,,6450 Folsom Boulevard,,Sacramento,CA,95819,,,2024-09-19,19.55,,Non Contribution Expenditure Distribution,001,,,,,,,,,,,,,,,,,,,
SB29,C00667055,SB29.5381,,,ORG,OnLine Labels Inc,,,,,,2021 E. Lake Mary Blvd.,,Sanford,FL,32773,,,2024-08-07,414.43,,Non Contribution Expenditure Distribution,001,,,,,,,,,,,,,,,,,,,
SB29,C00667055,SB29.5367,,,ORG,Seda Custom Design,,,,,,1654 Amberwood Dr,,South Pasedena,CA,91030,,,2024-07-11,4500.00,,Non Contribution Expenditure Production,001,,,,,,,,,,,,,,,,,,,
SB29,C00667055,SB29.5369,,,ORG,Seda Custom Design,,,,,,1654 Amberwood Dr,,South Pasedena,CA,91030,,,2024-08-07,7991.98,,Non Contribution Expenditure Production,001,,,,,,,,,,,,,,,,,,,
SB29,C00667055,SB29.5370,,,ORG,Seda Custom Design,,,,,,1654 Amberwood Dr,,South Pasedena,CA,91030,,,2024-09-10,4641.83,,Non Contribution Expenditure Production,001,,,,,,,,,,,,,,,,,,,
SB29,C00667055,SB29.5378,,,ORG,United States Postal Service,,,,,,"475 L'Enfant Plaza, SW",,Washington,DC,202602200,G2024,,2024-08-24,10000.00,,Non Contribution Expenditure Distribution,001,C00667055,DEMSVOTE,,,,,,,,,,,,,,,,,
SB29,C00667055,SB29.5379,,,ORG,United States Postal Service,,,,,,"475 L'Enfant Plaza, SW",,Washington,DC,202602200,G2024,,2024-09-23,10000.00,,Non Contribution Expenditure Distribution,001,C00667055,DEMSVOTE,,,,,,,,,,,,,,,,,
SB29,C00667055,SB29.5394,,,ORG,United States Postal Service,,,,,,"475 L'Enfant Plaza, SW",,Washington,DC,202602200,G2024,,2024-09-30,9255.00,,Non Contribution Expenditure Distribution,001,C00667055,DEMSVOTE,,,,,,,,,,,,,,,,,
SB29,C00667055,SB29.5395,,,ORG,United States Postal Service,,,,,,"475 L'Enfant Plaza, SW",,Washington,DC,202602200,G2024,,2024-09-30,38.00,,Non Contribution Expenditure Distribution,001,C00667055,DEMSVOTE,,,,,,,,,,,,,,,,,
