form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00740514,SE.4588,,,ORG,GOOGLEADS,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,P2024,,,784.23,2024-04-28,784.23,Digital Political AD,004,C00740514,O,,DNC,Democratic Nat Comm,,,,,,MI,Moore,Glenn,C,,Sr.,2024-10-05,
SE,C00740514,SE.4529,,,ORG,GOOGLEADS,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,P2024,,,851.21,2024-04-29,1311.95,Digital Political AD,004,C00740514,S,,Trump,Donald,,,,P,,MI,Moore,Glenn,C,,Sr.,2024-10-05,
SE,C00740514,SE.4590,,,ORG,GOOGLEADS,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,P2024,,,161.01,2024-04-29,161.01,Digital Political AD,004,C00740514,O,S6PA00217,Casey,ROBERT,P.,,,,,PA,Moore,Glenn,C,,Sr.,2024-10-05,
SE,C00740514,SE.4593,,,ORG,GOOGLEADS,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,P2024,,,202.51,2024-05-22,202.51,Digital Political AD,004,C00740514,O,H8MI08102,Slotkin,Elissa,,,,S,,MI,Moore,Glenn,C,,Sr.,2024-10-05,
SE,C00740514,SE.4594,,,ORG,GOOGLEADS,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,P2024,,,169.74,2024-05-23,305.76,Digital Political AD,004,C00740514,S,H0MI08141,Junge,Paul,,,,H,,MI,Moore,Glenn,C,,Sr.,2024-10-05,
SE,C00740514,SE.4595,,,ORG,GOOGLEADS,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,P2024,,,699.01,2024-05-28,699.01,Digital Political AD,004,C00740514,O,,DNC,Democratic Nat Comm,,,,,,MI,Moore,Glenn,C,,Sr.,2024-10-05,
SE,C00740514,SE.4596,,,ORG,GOOGLEADS,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,P2024,,,1130.49,2024-05-30,2442.44,Digital Political AD,004,C00740514,S,,Trump,Donald,,,,P,,MI,Moore,Glenn,C,,Sr.,2024-10-05,
SE,C00740514,SE.4598,,,ORG,GOOGLEADS,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,P2024,,,139.48,2024-06-01,2581.92,Digital Political AD,004,C00740514,S,,Trump,Donald,,,,P,,MI,Moore,Glenn,C,,Sr.,2024-10-05,
SE,C00740514,SE.4599,,,ORG,GOOGLEADS,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,P2024,,,132.29,2024-06-05,2714.21,Digital Political AD,004,C00740514,S,,Trump,Donald,,,,P,,MI,Moore,Glenn,C,,Sr.,2024-10-05,
SE,C00740514,SE.4603,,,ORG,GOOGLEADS,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,P2024,,,79.89,2024-06-21,79.89,Digital Political AD,004,C00740514,O,,DNC,Democratic Nat Comm,,,,,,MI,Moore,Glenn,C,,Sr.,2024-10-05,
SE,C00740514,SE.4604,,,ORG,GOOGLEADS,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,P2024,,,99.93,2024-06-23,405.69,Digital Political AD,004,C00740514,S,H0MI08141,Junge,Paul,,,,H,,MI,Moore,Glenn,C,,Sr.,2024-10-05,
SE,C00740514,SE.4605,,,ORG,GOOGLEADS,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,P2024,,,75.05,2024-06-23,277.56,Digital Political AD,004,C00740514,O,H8MI08102,Slotkin,Elissa,,,,S,,MI,Moore,Glenn,C,,Sr.,2024-10-05,
