form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00002089,500025745,,,COM,Adrienne Lett for SC State House 114,,,,,,2066 Marshland Dr,,Charleston,SC,294146214,G2024,,2024-10-10,1000.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500025722,,,COM,Allison Gorman for TN House,,,,,,400 Tremont St,,Chattanooga,TN,374054151,G2024,,2024-10-08,1500.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500025650,,,COM,Annette Taddeo Campaign,,,,,,1742 W Flagler St,,Miami,FL,33135,G2024,,2024-10-01,1000.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500025736,,,ORG,Annie E. McDaniel for HD 41,,,,,,2247 Kennedy Rd,,Winnsboro,SC,291807520,G2024,,2024-10-10,1000.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500025750,,,COM,Armando Martinez Campaign,,,,,,PO Box 1651,,Weslaco,TX,785991651,G2024,,2024-10-10,2500.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500025732,,,ORG,Avelino Valencia for State Assembly 2024,,,,,,655 S Main St,Ste Pm 200,Orange,CA,928684688,G2024,,2024-10-10,500.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500025670,,,COM,Averie for All Campaign,,,,,,819 N ARAPAHO Rd,Ste 24B,Richardson,TX,,G2024,,2024-10-08,1667.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500025740,,,COM,Campaign of Debra Tendrich,,,,,,5138 Lakefront Blvd,Apt C,Delray Beach,FL,334848630,G2024,,2024-10-10,1000.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500025686,,,COM,Charlotte Little for HD68,,,,,,10018 Erlitz Dr NW,,Albuquerque,NM,871144678,G2024,,2024-10-01,500.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500025744,,,COM,Cindy Lerner Campaign Account,,,,,,6619 S Dixie Hwy,No 148,South Miami,FL,331437919,G2024,,2024-10-10,1000.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
