form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00762666,21b-01-01096-01644,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2024-02-11,135.70,,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00762666,21b-01-01104-01658,,,ORG,Wildcat Moving,,,,,,203 Big Run Rd,,Lexington,KY,40503,,,2024-02-12,1354.11,,Moving Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00762666,21b-01-01098-01648,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2024-02-18,151.64,,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00762666,21b-01-01099-01651,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2024-02-25,131.55,,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00762666,21b-01-01110-01664,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2024-02-29,197.14,,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00762666,21b-01-01112-01668,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2024-03-03,43.41,,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00762666,21b-01-01113-01671,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2024-03-10,205.85,,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00762666,21b-01-01117-01677,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2024-03-17,203.84,,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00762666,21b-01-01115-01675,,,ORG,RE Strategy LLC,,,,,,2655 W George,,Chicago,IL,60618,,,2024-03-19,3000.00,,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00762666,21b-01-01116-01676,,,ORG,RE Strategy LLC,,,,,,2655 W George,,Chicago,IL,60618,,,2024-03-19,3000.00,,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00762666,21b-01-01130-01692,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2024-03-24,331.41,,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00762666,21b-01-01133-0000,,,PAC,Honor Bound PAC,,,,,,PO Box 95,,Lexington,KY,40588,,,2024-03-30,222.60,,Reimbursement - See Memo Entries (if itemized),,C00711549,Honor Bound PAC,,,,,,,,,,,,,,,,,
SB21B,C00762666,21b-01-01133-01697,21b-01-01133-0000,SB21b,ORG,Indeed,,,,,,"200 W 6th St, Floor 36",,Austin,TX,78701,,,2024-03-30,222.60,,Software,,,,,,,,,,,,,,,,,,,X,
SB21B,C00762666,21b-01-01135-01699,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2024-03-31,256.34,,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00762666,21b-01-01136-0000,,,PAC,Honor Bound PAC,,,,,,PO Box 95,,Lexington,KY,40588,,,2024-03-31,1672.00,,Reimbursement - See Memo Entries (if itemized),,C00711549,Honor Bound PAC,,,,,,,,,,,,,,,,,
SB21B,C00762666,21b-01-01136-01702,21b-01-01136-0000,SB21b,ORG,"PWF Strategies, LLC",,,,,,PO Box 332,,Royersford,PA,19468,,,2024-03-31,1672.00,,Fundraising Consulting - Non-Contribution Account,,,,,,,,,,,,,,,,,,,X,
