form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00348243,SB23.6728,,,CCM,COMMITTEE TO RE-ELECT HENRY HANK JOHNSON,,,,,,4153 FLAT SHOALS PARKWAY,"SUITE 322, BUILDING C, 2ND FLOOR",DECATUR,GA,30034,P2024,,2024-02-20,1000.00,,Political Contribution,011,C00418293,COMMITTEE TO RE-ELECT HENRY HANK JOHNSON,H6GA04129,JOHNSON,HENRY C. 'HANK,,,,H,GA,04,,,,,,,,
SB23,C00348243,SB23.6730,,,CCM,FRIENDS OF MAZIE HIRONO,,,,,,PO BOX 677,,HONOLULU,HI,96809,P2024,,2024-02-27,1000.00,,Political Contribution,011,C00420760,FRIENDS OF MAZIE HIRONO,S2HI00106,HIRONO,MAZIE K.,,,,S,HI,00,,,,,,,,
SB23,C00348243,SB23.6737,,,CCM,GUY FOR CONGRESS,,,,,,P.O. BOX 23177,,PITTSBURGH,PA,15222,P2024,,2024-03-08,1000.00,,Political Contribution,011,C00657833,GUY FOR CONGRESS,H8PA18199,RESCHENTHALER,GUY MR.,,,,H,PA,14,,,,,,,,
SB23,C00348243,SB23.6740,,,CCM,JEFFRIES FOR CONGRESS,,,,,,910 17TH ST NW,SUITE 925,WASHINGTON,DC,20006,P2024,,2024-03-25,5000.00,,Political Contribution,011,C00503052,JEFFRIES FOR CONGRESS,H2NY10092,JEFFRIES,HAKEEM,,,,H,NY,08,,,,,,,,
SB23,C00348243,SB23.6736,,,CCM,JOE NEGUSE FOR CONGRESS,,,,,,PO BOX 7142,,BOULDER,CO,80306,P2024,,2024-03-07,1000.00,,Political Contribution,011,C00648253,JOE NEGUSE FOR CONGRESS,H8CO02160,NEGUSE,JOSEPH,,,,H,CO,02,,,,,,,,
SB23,C00348243,SB23.6729,,,CCM,JUDY CHU FOR CONGRESS,,,,,,16633 VENTURA BLVD # 1008,,ENCINO,CA,91436,P2024,,2024-02-20,1000.00,,Political Contribution,011,C00458125,JUDY CHU FOR CONGRESS,H0CA32101,CHU,JUDY,,,,H,CA,27,,,,,,,,
SB23,C00348243,SB23.6735,,,CCM,NADLER FOR CONGRESS,,,,,,"200 WEST 79TH STREET, #8N",,NEW YORK,NY,10024,P2024,,2024-03-06,3000.00,,Political Contribution,011,C00290825,NADLER FOR CONGRESS,H2NY17071,NADLER,JERROLD L.,L,Mr.,,H,NY,10,,,,,,,,
SB23,C00348243,SB23.6777,,,CCM,NADLER FOR CONGRESS,,,,,,"200 WEST 79TH STREET, #8N",,NEW YORK,NY,10024,G2024,,2024-03-06,2000.00,,Political Contribution,011,C00290825,NADLER FOR CONGRESS,H2NY17071,NADLER,JERROLD L.,L,Mr.,,H,NY,10,,,,,,,,
SB23,C00348243,SB23.6738,,,PAC,REV UP PAC,,,,,,611 PENNSYLVANIA AVE SE,STE 143,WASHINGTON,DC,20003,,,2024-03-15,1000.00,,Political Contribution,011,C00767871,,,,,,,,,,,,,,,,,,
SB23,C00348243,SB23.6733,,,COM,WHITEHOUSE VICTORY FUND 2024,,,,,,124 WASHINGTON STREET,SUITE 101,FOXBORO,MA,02035,,,2024-02-28,1000.00,,Political Contribution,011,C00830885,,,,,,,,,,,,,,,,,,
