form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00695163,SB21B.I22890,,,ORG,AMERICAN EXPRESS,,,,,,P.O. BOX 60189,,CITY OF INDUSTRY,CA,91716,,,2024-11-12,2211.82,,SEE MEMO,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22931,SB21B.I22890,SB21B,ORG,CAPITOL HILL CLUB,,,,,,300 1ST ST SE,,WASHINGTON,DC,20003,,,2024-11-12,1883.11,,JFC CATERING,001,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00695163,SB21B.I22932,SB21B.I22890,SB21B,ORG,POSTSCAN MAIL,,,,,,1950 W CORPORATE WAY,,ANAHEIM,CA,92801,,,2024-11-12,328.71,,JFC SHIPPING,001,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00695163,SB21B.I22851,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2024-10-26,20.30,,JFC CC TRANSACTION FEE,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22777,,,ORG,BETTER MOUSETRAP DIGITAL,,,,,,6501 RED HOOK PLAZA,"STE 201, PMB 927",ST THOMAS,VI,00802,,,2024-10-21,221.46,,JFC DIGITAL MARKETING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22806,,,ORG,BETTER MOUSETRAP DIGITAL,,,,,,6501 RED HOOK PLAZA,"STE 201, PMB 927",ST THOMAS,VI,00802,,,2024-10-23,340.92,,JFC DIGITAL MARKETING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22824,,,ORG,BETTER MOUSETRAP DIGITAL,,,,,,6501 RED HOOK PLAZA,"STE 201, PMB 927",ST THOMAS,VI,00802,,,2024-10-29,763.21,,JFC DIGITAL MARKETING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22874,,,ORG,BETTER MOUSETRAP DIGITAL,,,,,,6501 RED HOOK PLAZA,"STE 201, PMB 927",ST THOMAS,VI,00802,,,2024-11-04,1318.99,,JFC DIGITAL MARKETING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22895,,,ORG,BETTER MOUSETRAP DIGITAL,,,,,,6501 RED HOOK PLAZA,"STE 201, PMB 927",ST THOMAS,VI,00802,,,2024-11-05,285.39,,JFC DIGITAL MARKETING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22863,,,ORG,"CAMPAIGN STRATEGIES, LLC",,,,,,880 NEW JERSEY AVE SE,UNIT 303,WASHINGTON,DC,20003,,,2024-11-05,2437.00,,JFC STRATEGY CONSULTING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22867,,,ORG,CMDI,,,,,,1593 SPRING HILL RD,STE 400,TYSONS CORNER,VA,22182,,,2024-11-05,1000.00,,JFC DATABASE SOFTWARE,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22856,,,ORG,"COMPEL, LLC",,,,,,704 KINGSTON PLACE,,ALEXANDRIA,VA,22302,,,2024-11-01,10000.00,,JFC FUNDRAISING CONSULTING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22780,,,ORG,DONORBUREAU,,,,,,1550 W MCEWEN DR.,STE 300,FRANKLIN,TN,37067,,,2024-10-21,21.26,,JFC DIGITAL MARKETING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22810,,,ORG,DONORBUREAU,,,,,,1550 W MCEWEN DR.,STE 300,FRANKLIN,TN,37067,,,2024-10-23,78.03,,JFC DIGITAL MARKETING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22828,,,ORG,DONORBUREAU,,,,,,1550 W MCEWEN DR.,STE 300,FRANKLIN,TN,37067,,,2024-10-29,392.79,,JFC DIGITAL MARKETING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22877,,,ORG,DONORBUREAU,,,,,,1550 W MCEWEN DR.,STE 300,FRANKLIN,TN,37067,,,2024-11-04,788.55,,JFC DIGITAL MARKETING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22897,,,ORG,DONORBUREAU,,,,,,1550 W MCEWEN DR.,STE 300,FRANKLIN,TN,37067,,,2024-11-05,36.00,,JFC DIGITAL MARKETING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22781,,,ORG,"FRONTLINE STRATEGIES, LLC",,,,,,4 HOLLY LANE,,MOHNTON,PA,19540,,,2024-10-21,325.87,,JFC DIGITAL MARKETING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22812,,,ORG,"FRONTLINE STRATEGIES, LLC",,,,,,4 HOLLY LANE,,MOHNTON,PA,19540,,,2024-10-23,58.04,,JFC DIGITAL MARKETING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22829,,,ORG,"FRONTLINE STRATEGIES, LLC",,,,,,4 HOLLY LANE,,MOHNTON,PA,19540,,,2024-10-29,145.10,,JFC DIGITAL MARKETING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22878,,,ORG,"FRONTLINE STRATEGIES, LLC",,,,,,4 HOLLY LANE,,MOHNTON,PA,19540,,,2024-11-04,1559.65,,JFC DIGITAL MARKETING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22898,,,ORG,"FRONTLINE STRATEGIES, LLC",,,,,,4 HOLLY LANE,,MOHNTON,PA,19540,,,2024-11-05,429.39,,JFC DIGITAL MARKETING,001,,,,,,,,,,,,  ,,,,,,,
