form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00007922,500130230,,,PAC,All For Our Country Leadership PAC,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,,,2024-10-21,5000.00,0.00,Contribution,011,C00629212,All For Our Country Leadership PAC,,,,,,,,,,,,,,,,,
SB23,C00007922,500130232,,,CCM,Barragan for Congress,,,,,,1840 S Gaffey St,# 421,San Pedro,CA,907315324,G2024,,2024-10-21,5000.00,0.00,Contribution,011,C00577353,,,Barragan,Nanette,,,,H,CA,44,,,,,,,,
SB23,C00007922,500130218,,,CCM,Bera For Congress,,,,,,PO Box 582496,,Elk Grove,CA,957580042,G2024,,2024-10-21,2500.00,0.00,Contribution,011,C00461061,,,Bera,Amerish,,,,H,CA,07,,,,,,,,
SB23,C00007922,500129937,,,PAC,BFB PAC,,,,,,122 C St NW,Ste 360,Washington,DC,200012149,,,2024-10-17,5000.00,0.00,Contribution,011,C00584805,BFB PAC,,,,,,,,,,,,,,,,,
SB23,C00007922,500130485,,,PAC,Blue Power PAC,,,,,,PO Box 8846,,Collingswood,NJ,081088846,,,2024-10-24,5000.00,0.00,Contribution,011,C00575894,Blue Power PAC,,,,,,,,,,,,,,,,,
SB23,C00007922,500129936,,,CCM,Citizens For Boyle,,,,,,PO Box 14310,,Philadelphia,PA,191150310,G2024,,2024-10-17,2500.00,0.00,Contribution,011,C00543363,,,Boyle,Brendan,F.,,,H,PA,02,,,,,,,,
SB23,C00007922,500130484,,,PAC,Citizens Strengthening Our Message in the House,,,,,,PO Box 3168,,Hamilton,NJ,086190168,,,2024-10-24,5000.00,0.00,Contribution,011,C00524322,Citizens Strengthening Our Message in the House,,,,,,,,,,,,,,,,,
SB23,C00007922,500130216,,,PAC,Denali Leadership PAC,,,,,,901 N Washington St,Ste 700,Alexandria,VA,223141535,,,2024-10-21,5000.00,0.00,Contribution,011,C00438291,Denali Leadership PAC,,,,,,,,,,,,,,,,,
SB23,C00007922,500129938,,,CCM,Don Davis for NC,,,,,,PO Box 511,,Snow Hill,NC,285800511,G2024,,2024-10-17,5000.00,0.00,Contribution,011,C00795211,,,Davis,Don,,,,H,NC,01,,,,,,,,
SB23,C00007922,500130225,,,CCM,Dr. Raul Ruiz For Congress,,,,,,PO Box 1566,,Indio,CA,922021566,G2024,,2024-10-21,2500.00,0.00,Contribution,011,C00502575,,,Ruiz,Raul,,Dr.,,H,CA,25,,,,,,,,
SB23,C00007922,500129939,,,CCM,Dwight Evans for Congress,,,,,,PO Box 6578,,Philadelphia,PA,191386578,G2024,,2024-10-17,5000.00,0.00,Contribution,011,C00591065,,,Evans,Dwight,,,,H,PA,02,,,,,,,,
SB23,C00007922,500130483,,,CCM,Elliott for West Virginia,,,,,,1310 Market St,Ste 102,Wheeling,WV,260033347,G2024,,2024-10-24,5000.00,0.00,Contribution,011,C00864819,,,Elliott,Glenn,Frederick,,Jr,S,WV,,,,,,,,,
