form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00238204,SB23.11584,,,CCM,Dan Kildee,,,,,,601 South Saginaw Street Suite 403,,Flint,MI,48502,G2024,,2023-09-25,5000.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,
SB23,C00238204,SB23.11590,,,CCM,Friends for Chris Smith,,,,,,33 Washington Street PO Box 728,,Toms River,NJ,08754,G2024,,2023-12-13,2500.00,,Political Contribution,011,,Friends for Chris Smith,,,,,,,,,,,,,,,,,
SB23,C00238204,SB23.11580,,,CCM,Friends for McCormick,,,,,,115 W Court House Square,,Cumming,GA,30040,G2024,,2023-09-07,5000.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,
SB23,C00238204,SB23.11583,,,CCM,Gerry Connolly,,,,,,"10680 Main Street, Ste 140",,Fairfax,VA,22030,G2024,,2023-10-03,5000.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,
SB23,C00238204,SB23.11588,,,CCM,GRACE FOR NEW YORK,,,,,,PO BOX 656555,,FRESH MEADOWS,NY,11365,G2024,,2023-10-19,500.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,
SB23,C00238204,SB23.11581,,,CCM,Jasmine Crockett,,,,,,1825 Market Center Blvd Suite 440,,Dallas,TX,75207,G2024,,2023-09-12,5000.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,
SB23,C00238204,SB23.11586,,,CCM,Jim Baird for Congress,,,,,,"355 S. Washington St, Ste 210",,Danville,IN,46122,G2024,,2023-12-13,2500.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,
SB23,C00238204,SB23.11587,,,CCM,John James,,,,,,"30500 Van Dyke Ave, Ste 306",,Warren,MI,48093,G2024,,2023-09-25,5000.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,
SB23,C00238204,SB23.11592,,,CCM,Kean For Congress,,,,,,PO Box 999,,Edison,NJ,08818,G2024,,2023-10-04,2500.00,,Political Contribution,011,,Kean For Congress,,,,,,,,,,,,,,,,,
SB23,C00238204,SB23.11589,,,CCM,Keith Self,,,,,,550 N Central Expway #1920,,McKinney,TX,75070,G2024,,2023-09-01,2500.00,,Political Contribution,011,,Keith Self,,,,,,,,,,,,,,,,,
SB23,C00238204,SB23.11585,,,CCM,Nathaniel Moran for Congress,,,,,,100 N Bolivar,,Marshall,TX,75671,G2024,,2023-12-13,2500.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,
SB23,C00238204,SB23.11582,,,CCM,Syndney Kamlager-Dove,,,,,,4929 Wilshire Blvd Suite 650,,Los Angeles,CA,90010,G2024,,2023-10-04,2500.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,
