form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00238204,SB21B.11340,,,ORG,Adobe,,,,,,345 Park Avenue,,San Jose,CA,95110,,,2023-07-28,58.29,,Graphic design tools,,,,,,,,,,,,,,,,,,,,
SB21B,C00238204,SB21B.11341,,,ORG,Adobe,,,,,,345 Park Avenue,,San Jose,CA,95110,,,2023-08-28,58.29,,Graphic design tools,,,,,,,,,,,,,,,,,,,,
SB21B,C00238204,SB21B.11342,,,ORG,Adobe,,,,,,345 Park Avenue,,San Jose,CA,95110,,,2023-09-28,58.29,,Graphic design tools,,,,,,,,,,,,,,,,,,,,
SB21B,C00238204,SB21B.11343,,,ORG,Adobe,,,,,,345 Park Avenue,,San Jose,CA,95110,,,2023-10-23,58.29,,Graphic design tools,,,,,,,,,,,,,,,,,,,,
SB21B,C00238204,SB21B.11344,,,ORG,Adobe,,,,,,345 Park Avenue,,San Jose,CA,95110,,,2023-11-28,58.29,,Graphic design tools,,,,,,,,,,,,,,,,,,,,
SB21B,C00238204,SB21B.11345,,,ORG,Adobe,,,,,,345 Park Avenue,,San Jose,CA,95110,,,2023-12-28,58.29,,Graphic design tools,,,,,,,,,,,,,,,,,,,,
SB21B,C00238204,SB21B.11347,,,ORG,Allied General Services,,,,,,7600 Iowa Street,,Detroit,MI,48212,,,2023-07-31,427.00,,Eletrical Contractors,,,,,,,,,,,,,,,,,,,,
SB21B,C00238204,SB21B.11348,,,ORG,Awards USA,,,,,,670 Garland Street,,Lakewood,CO,80215,,,2023-07-24,411.03,,Trophy Designers,,,,,,,,,,,,,,,,,,,,
SB21B,C00238204,SB21B.11351,,,ORG,Bolder Fundraising and Strategy,,,,,,1919 14th Street,,Boulder,CO,80302,,,2023-07-15,1500.00,,Email Marketing,,,,,,,,,,,,,,,,,,,,
SB21B,C00238204,SB21B.11352,,,ORG,Bolder Fundraising and Strategy,,,,,,1919 14th Street,,Boulder,CO,80302,,,2023-09-08,1500.00,,Email Marketing,,,,,,,,,,,,,,,,,,,,
