form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00830174,500369193,,,CCM,Nikki for Congress,,,,,,PO Box 5171,,Springfield,IL,627055171,G2024,,2024-09-04,1000.00,0.00,Contribution to Federal Committee,,C00787812,,,Budzinski,Nikki,,,,H,IL,13,,,,,,,,
SB23,C00830174,500368654,,,CCM,Leslie Mehta for Congress,,,,,,PO Box 31404,,Henrico,VA,232941404,G2024,,2024-09-05,4000.00,0.00,Contribution to Federal Committee,,C00863068,,,Mehta,Leslie,,,,H,VA,01,,,,,,,,
SB23,C00830174,500369194,,,CCM,Scholten for Congress,,,,,,PO Box 6233,,Grand Rapids,MI,495166233,G2024,,2024-09-04,1000.00,0.00,Contribution to Federal Committee,,C00711317,,,Scholten,Hillary,,,,H,MI,03,,,,,,,,
SB23,C00830174,500368655,,,CCM,Suhas for Virginia,,,,,,PO Box 302,,Ashburn,VA,201460302,G2024,,2024-09-05,4000.00,0.00,Contribution to Federal Committee,,C00856963,,,Subramanyan,Suhas,,,,H,VA,10,,,,,,,,
SB23,C00830174,500368865,,,CCM,Vindman for Congress,,,,,,4222 Fortuna Center Plz,Ste 664,Dumfries,VA,220251515,G2024,,2024-09-05,5000.00,0.00,Contribution to Federal Committee,,C00856955,,,Vindman,Yevgeny,'Eugene',,,H,VA,07,,,,,,,,
SB23,C00830174,500374275,,,CCM,Lois Frankel for Congress,,,,,,PO Box 480503,,Delray Beach,FL,334480503,G2024,,2024-09-26,1000.00,0.00,Contribution to Federal Committee,,C00494856,,,Frankel,Lois,J.,,,H,FL,22,,,,,,,,
SB23,C00830174,500369195,,,CCM,Caraveo for Congress,,,,,,PO Box 953,,Eastlake,CO,806140953,G2024,,2024-09-04,1000.00,0.00,Contribution to Federal Committee,,C00787788,,,Caraveo,Yadira,,,,H,CO,08,,,,,,,,
SB23,C00830174,500368656,,,CCM,Missy for Congress,,,,,,PO Box 55418,,Virginia Beach,VA,234719418,G2024,,2024-09-05,4000.00,0.00,Contribution to Federal Committee,,C00849836,,,Cotter Smasal,Missy,,,,H,VA,02,,,,,,,,
SB23,C00830174,500369196,,,CCM,Whitney Fox for Congress,,,,,,PO Box 49344,,Saint Petersburg,FL,337439344,G2024,,2024-09-05,1000.00,0.00,Contribution to Federal Committee,,C00854307,,,Fox,Whitney,,,,H,FL,13,,,,,,,,
SB23,C00830174,500373999,,,PAC,Missy Victory Fund,,,,,,122 C St NW,Ste 360,Washington,DC,200012149,,,2024-09-24,1000.00,0.00,Contribution to Federal Committee,,C00882902,Missy Victory Fund,,,,,,,,,,,,,,,,,
