form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00188193,500302216,,,ORG,Actblue,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2023-01-20,24.69,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00188193,500302217,,,ORG,Actblue,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2023-01-20,179.76,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00188193,500302218,,,ORG,Actblue,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2023-01-30,204.45,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00188193,500302223,,,ORG,Actblue,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2023-02-07,78.03,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00188193,500302227,,,ORG,Actblue,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2023-02-10,179.76,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00188193,500302232,,,ORG,Actblue,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2023-02-13,26.67,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00188193,500317442,,,ORG,Actblue,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2023-02-16,77.04,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00188193,500302233,,,ORG,Actblue,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2023-03-01,25.68,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00188193,500302234,,,ORG,Actblue,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2023-03-01,77.04,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00188193,500302235,,,ORG,Actblue,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2023-03-08,25.68,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
