form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00188193,500302260,,,CCM,Angie Craig for Congress,,,,,,PO Box 22116,,Eagan,MN,551220116,P2024,,2023-03-23,5000.00,0.00,Federal Contribution,,C00575209,,,Craig,Angela Dawn,,,,H,MN,02,,,,,,,,
SB23,C00188193,500302276,,,CCM,Barbara Lee for Senate,,,,,,PO Box 6787,,Oakland,CA,946030787,P2024,,2023-05-16,2500.00,0.00,Federal Contribution,,C00833608,,,Lee,Barbara,,,,S,CA,00,,,,,,,,
SB23,C00188193,500302280,,,CCM,Caraveo for Congress,,,,,,PO Box 953,,Eastlake,CO,806140953,P2024,,2023-06-20,5000.00,0.00,Federal Contribution,,C00787788,,,Caraveo,Yadira,,,,H,CO,08,,,,,,,,
SB23,C00188193,500302279,,,CCM,Chrissy Houlahan for Congress,,,,,,PO Box 222,,Devon,PA,193330222,P2024,,2023-05-23,5000.00,0.00,Federal Contribution,,C00637371,,,Houlahan,Chrissy,,,,H,PA,06,,,,,,,,
SB23,C00188193,500302250,,,CCM,DelBene for Congress,,,,,,PO Box 1406,,Bellevue,WA,980091406,P2024,,2023-02-09,5000.00,0.00,Federal Contribution,,C00459099,,,DelBene,Suzane,,,,H,WA,08,,,,,,,,
SB23,C00188193,500302286,,,CCM,Dina Titus for Congress,,,,,,3711 E Sunset Rd,Ste C5,Las Vegas,NV,891206212,P2024,,2023-06-29,5000.00,0.00,Federal Contribution,,C00499467,,,Titus,Dina,,,,H,NV,01,,,,,,,,
SB23,C00188193,500302284,,,CCM,Dr. Kim Schrier for Congress,,,,,,PO Box 2728,,Issaquah,WA,980270125,P2024,,2023-06-29,5000.00,0.00,Federal Contribution,,C00652628,,,Schrier,Kim,,Dr.,,H,WA,08,,,,,,,,
SB23,C00188193,500302264,,,CCM,Friends of Mazie Hirono,,,,,,PO Box 677,,Honolulu,HI,968090677,P2024,,2023-05-31,10000.00,0.00,Federal Contribution,,C00420760,,,Hirono,Mazie,,,,S,HI,00,,,,,,,,
SB23,C00188193,500302246,,,CCM,Jennifer McClellan for Congress,,,,,,1021 Carlisle Ave,Apt 201,Richmond,VA,232313301,P2024,,2023-02-09,5000.00,0.00,Federal Contribution,,C00829812,,,McClellan,Jennifer,,,,H,VA,04,,,,,,,,
SB23,C00188193,500302249,,,CCM,Katherine Clark for Congress,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,P2024,,2023-02-09,5000.00,0.00,Federal Contribution,,C00541888,,,Clark,Katherine,,,,H,MA,05,,,,,,,,
