form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00573261,500200409,,,PAC,AB PAC,,,,,,800 Maine Ave SW,,Washington,DC,200242805,,,2024-10-29,25000.00,0.00,Contribution,,C00492140,AB PAC,,,,,,,,,,,,,,,,,
SB23,C00573261,28244564C,,,CCM,AMISH FOR ARIZONA,,,,,,PO Box 7070,,Phoenix,AZ,850117070,,,2024-10-17,3300.00,0.00,Conduit Contribution,,C00836502,,,SHAH,AMISH,DR.,,,H,AZ,01,,,,,,,,Earmarked by Alan Metni
SB23,C00573261,500194691,,,CCM,AMISH FOR ARIZONA,,,,,,PO Box 7070,,Phoenix,AZ,850117070,G2024,,2024-10-24,5000.00,0.00,Contribution,,C00836502,,,SHAH,AMISH,DR.,,,H,AZ,01,,,,,,,,
SB23,C00573261,500194692,,,CCM,Angus King For US Senate Campaign,,,,,,PO Box 368,,Brunswick,ME,040110368,G2024,,2024-10-24,2500.00,0.00,Contribution,,C00516047,,,King,Angus,Stanley,,Jr.,S,ME,,,,,,,,,
SB23,C00573261,500194694,,,PAC,AS MAINE GOES PAC,,,,,,PO Box 7108,,Lewiston,ME,042437108,,,2024-10-24,5000.00,0.00,Contribution,,C00834101,AS MAINE GOES PAC,,,,,,,,,,,,,,,,,
SB23,C00573261,500194685,,,CCM,Becca Balint For Vermont,,,,,,PO Box 291,,Burlington,VT,054020291,G2024,,2024-10-24,4000.00,0.00,Contribution,,C00797175,,,BALINT,REBECCA,BECCA,,,H,VT,00,,,,,,,,
SB23,C00573261,28244565C,,,CCM,CARAVEO FOR CONGRESS,,,,,,PO Box 953,,Eastlake,CO,806140953,,,2024-10-17,3300.00,0.00,Conduit Contribution,,C00787788,,,CARAVEO,YADIRA,,,,H,CO,08,,,,,,,,Earmarked by Alan Metni
SB23,C00573261,500200407,,,CCM,Chris Pappas For Congress,,,,,,PO Box 313,,Manchester,NH,031050313,G2024,,2024-10-30,5000.00,0.00,Contribution,,C00660464,,,Pappas,Chris,,,,H,NH,01,,,,,,,,
SB23,C00573261,28244569C,,,CCM,CHRISTINA BOHANNAN FOR CONGRESS,,,,,,PO Box 722,,Iowa City,IA,522440722,,,2024-10-17,3300.00,0.00,Conduit Contribution,,C00787820,,,BOHANNAN,CHRISTINA,,,,H,IA,01,,,,,,,,Earmarked by Alan Metni
SB23,C00573261,28244568C,28244568,SA11AI,CCM,CHRISTINA BOHANNAN FOR CONGRESS,,,,,,PO Box 722,,Iowa City,IA,522440722,,,2024-10-23,1500.00,0.00,Conduit Contribution,,C00787820,,,BOHANNAN,CHRISTINA,,,,H,IA,01,,,,,,,,Earmarked by Kevin Thompson
