form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00575662,VPEPTA9ZCW7,,,ORG,Google,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2023-01-03,50.88,0.00,Email Tools,,,,,,,,,,,,,,,,,,,,
SB21B,C00575662,VPEPTA9ZDT4,,,ORG,NGPVAN,,,,,,1101 15Th St NW,Ste 500,Washington,DC,200055006,,,2023-01-03,265.00,0.00,Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00575662,VPEPTA9ZDM7,,,ORG,Nationbuilder,,,,,,520 S Grand Ave,Fl 2,Los Angeles,CA,900712600,,,2023-01-09,37.10,0.00,Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00575662,VPEPTA9ZD09,,,ORG,Paychex,,,,,,11710 Beltsville Dr,Ste 100,Beltsville,MD,207053102,,,2023-01-10,61.48,0.00,Payroll Expense,,,,,,,,,,,,,,,,,,,,
SB21B,C00575662,VPEPTA9ZCH0,,,ORG,Angerholzer Broz Consulting,,,,,,499 S Capitol St SW,Ste 422,Washington,DC,200034028,,,2023-01-15,1279.15,0.00,Compliance Fees and Reimbursed Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00575662,VPEPTA9ZE93,VPEPTA9ZCH0,SB21B,ORG,Angerholzer Broz Consulting,,,,,,499 S Capitol St SW,Ste 422,Washington,DC,200034028,,,2023-01-15,1000.00,0.00,Compliance Fee,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00575662,VPEPTA9ZEA1,VPEPTA9ZCH0,SB21B,ORG,Intuit,,,,,,2700 Coast Ave,,Mountain View,CA,940431140,,,2023-01-15,29.15,0.00,Accounting Software,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00575662,VPEPTA9ZCX5,,,ORG,Google,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2023-02-02,50.88,0.00,Email Tools,,,,,,,,,,,,,,,,,,,,
SB21B,C00575662,VPEPTA9ZDV2,,,ORG,NGPVAN,,,,,,1101 15Th St NW,Ste 500,Washington,DC,200055006,,,2023-02-06,265.00,0.00,Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00575662,VPEPTA9ZDN5,,,ORG,Nationbuilder,,,,,,520 S Grand Ave,Fl 2,Los Angeles,CA,900712600,,,2023-02-07,37.10,0.00,Software,,,,,,,,,,,,,,,,,,,,
