form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00631549,500073003,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-04-08,533.63,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00631549,500073005,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-04-15,120.71,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00631549,500073007,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-04-22,224.71,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00631549,500073009,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-04-29,2386.41,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00631549,500074025,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-05-01,292.94,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00631549,500074027,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-05-06,41.65,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00631549,500074029,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-05-13,156.12,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00631549,500074031,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-05-20,341.70,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00631549,500074034,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-05-28,668.62,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00631549,500075927,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-06-03,47.64,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
