form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00712885,SE-S1646825,,,ORG,CLOUD DATA SERVICES,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,P2024,,2024-07-25,365.25,,12798.68,LEADS/PHONE LISTS,004,,S,H6FL18097,MAST,BRIAN,,,,H,21,FL,LEAGUE,RICHARD,ANDREW,MR.,,2024-07-25,X,INVOICE DID NOT CLEAR BANK BEFORE CLOSE OF BOOKS
SE,C00712885,SE-S1646827,,,ORG,CLOUD DATA SERVICES,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,G2024,,2024-07-25,365.25,,12798.68,LEADS/PHONE LISTS,004,,S,H2CA00120,BROWNLEY,JULIA,,,,H,26,CA,LEAGUE,RICHARD,ANDREW,MR.,,2024-08-09,X,INVOICE DID NOT CLEAR BANK BEFORE CLOSE OF BOOKS
SE,C00712885,SE-S1633033,,,ORG,CLOUD DATA SERVICES,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,P2024,,2024-06-27,885.70,2024-07-03,3986.99,LEADS/PHONE LISTS,004,,S,H6FL18097,MAST,BRIAN,,,,H,21,FL,LEAGUE,RICHARD,ANDREW,MR.,,2024-06-27,
SE,C00712885,SE-S1633035,,,ORG,CLOUD DATA SERVICES,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,G2024,,2024-06-27,885.70,2024-07-03,3986.99,LEADS/PHONE LISTS,004,,S,H2CA00120,BROWNLEY,JULIA,,,,H,26,CA,LEAGUE,RICHARD,ANDREW,MR.,,2024-08-09,
SE,C00712885,SE-S1633245,,,ORG,CLOUD DATA SERVICES,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,P2024,,2024-07-04,658.71,2024-07-10,6951.20,LEADS/PHONE LISTS,004,,S,H6FL18097,MAST,BRIAN,,,,H,21,FL,LEAGUE,RICHARD,ANDREW,MR.,,2024-07-04,
SE,C00712885,SE-S1633247,,,ORG,CLOUD DATA SERVICES,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,G2024,,2024-07-04,658.71,2024-07-10,6951.20,LEADS/PHONE LISTS,004,,S,H2CA00120,BROWNLEY,JULIA,,,,H,26,CA,LEAGUE,RICHARD,ANDREW,,,2024-08-09,
SE,C00712885,SE-S1646833,,,ORG,LAV SERVICES LLC,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,P2024,,2024-07-25,348.36,,12798.68,PHONEBANK PAYROLL SERVICES,004,,S,H6FL18097,MAST,BRIAN,,,,H,21,FL,LEAGUE,RICHARD,ANDREW,MR.,,2024-07-25,X,INVOICE DID NOT CLEAR BANK BEFORE CLOSE OF BOOKS
SE,C00712885,SE-S1646835,,,ORG,LAV SERVICES LLC,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,G2024,,2024-07-25,348.36,,12798.68,PHONEBANK PAYROLL SERVICES,004,,S,H2CA00120,BROWNLEY,JULIA,,,,H,26,CA,LEAGUE,RICHARD,ANDREW,MR.,,2024-08-09,X,INVOICE DID NOT CLEAR BANK BEFORE CLOSE OF BOOKS
SE,C00712885,SE-S1633041,,,ORG,LAV SERVICES LLC,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,P2024,,2024-06-27,844.26,2024-07-03,3986.99,PHONEBANK PAYROLL SERVICES,004,,S,H6FL18097,MAST,BRIAN,,,,H,21,FL,LEAGUE,RICHARD,ANDREW,MR.,,2024-06-27,
SE,C00712885,SE-S1633043,,,ORG,LAV SERVICES LLC,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,G2024,,2024-06-27,844.26,2024-07-03,3986.99,PHONEBANK PAYROLL SERVICES,004,,S,H2CA00120,BROWNLEY,JULIA,,,,H,26,CA,LEAGUE,RICHARD,ANDREW,MR.,,2024-08-09,
SE,C00712885,SE-S1633253,,,ORG,LAV SERVICES LLC,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,P2024,,2024-07-04,625.78,2024-07-10,6951.20,PHONEBANK PAYROLL SERVICES,004,,S,H6FL18097,MAST,BRIAN,,,,H,21,FL,LEAGUE,RICHARD,ANDREW,MR.,,2024-07-04,
SE,C00712885,SE-S1633255,,,ORG,LAV SERVICES LLC,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,G2024,,2024-07-04,625.78,2024-07-10,6951.20,PHONEBANK PAYROLL SERVICES,004,,S,H2CA00120,BROWNLEY,JULIA,,,,H,26,CA,LEAGUE,RICHARD,ANDREW,MR.,,2024-08-09,
SE,C00712885,SE-S1639443,,,ORG,LAV SERVICES LLC,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,P2024,,2024-07-11,607.21,2024-07-17,9327.23,PHONEBANK PAYROLL SERVICES,004,,S,H6FL18097,MAST,BRIAN,,,,H,21,FL,LEAGUE,RICHARD,ANDREW,MR.,,2024-07-11,
SE,C00712885,SE-S1639445,,,ORG,LAV SERVICES LLC,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,G2024,,2024-07-11,607.21,2024-07-17,9327.23,PHONEBANK PAYROLL SERVICES,004,,S,H2CA00120,BROWNLEY,JULIA,,,,H,26,CA,LEAGUE,RICHARD,ANDREW,MR.,,2024-08-09,
SE,C00712885,SE-S1646681,,,ORG,LAV SERVICES LLC,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,P2024,,2024-07-18,495.95,2024-07-24,11154.40,PHONEBANK PAYROLL SERVICES,004,,S,H6FL18097,MAST,BRIAN,,,,H,21,FL,LEAGUE,RICHARD,ANDREW,MR.,,2024-07-18,
SE,C00712885,SE-S1646683,,,ORG,LAV SERVICES LLC,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,G2024,,2024-07-18,495.95,2024-07-24,11154.40,PHONEBANK PAYROLL SERVICES,004,,S,H2CA00120,BROWNLEY,JULIA,,,,H,26,CA,LEAGUE,RICHARD,ANDREW,MR.,,2024-08-09,
