form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00570945,SB.18,,,PAC,TRUMP SAVE AMERICA JFC,,,,,,PO BOX 13570,,ARLINGTON,VA,22219,,,2024-03-05,10000.00,,CONTRIBUTION ,,C00770941,,,,,,,,,,,  ,,,,,,,
SB23,C00570945,SB.20,,,CCM,DERRICK ANDERSON FOR VA INC,,,,,,PO BOX 330,,FREDERICKSBURG,VA,22404,G2024,,2024-03-12,5000.00,,CONTRIBUTION ,,C00791574,,,ANDERSON,DERRICK,,,,H,VA,07,  ,,,,,,,
SB23,C00570945,SB.21,,,CCM,GEORGE LOGAN FOR CONGRESS,,,,,,26 CATOONAH STREET PO BOX 72,,RIDGEFIELD,CT,06877,G2024,,2024-03-12,5000.00,,CONTRIBUTION ,,C00784926,,,LOGAN,GEORGE,,,,H,CT,06,  ,,,,,,,
SB23,C00570945,SB.22,,,CCM,KEVIN LINCOLN FOR CONGRESS,,,,,,9460 TEGNER ROAD,,HILMER,CA,95324,G2024,,2024-03-12,5000.00,,CONTRIBUTION ,,C00845826,,,LINCOLN,KEVIN,,,,H,CA,09,  ,,,,,,,
SB23,C00570945,SB.23,,,CCM,LAURIE BUCKHOUT FOR CONGRESS,,,,,,PO BOX 97275,,RALEIGH,NC,27624,G2024,,2024-03-12,5000.00,,CONTRIBUTION ,,C00853499,,,BUCKOUT,LAURIE,,,,H,NC,01,  ,,,,,,,
SB23,C00570945,SB.44,,,CCM,LAURIE BUCKHOUT FOR CONGRESS,,,,,,PO BOX 97275,,RALEIGH,NC,27624,P2024,,2024-03-12,5000.00,,CONTRIBUTION ,,C00853499,,,BUCKOUT,LAURIE,,,,H,NC,01,  ,,,,,,,DEBT RETIREMENT
SB23,C00570945,SB.24,,,CCM,NANCY DAHLSTROM FOR ALASKA,,,,,,PO BOX 770729,,EAGLE RIVER,AK,99577,G2024,,2024-03-12,5000.00,,CONTRIBUTION ,,C00856716,,,DAHLSTROM,NANCY,,,,H,AK,00,  ,,,,,,,
SB23,C00570945,SB.25,,,CCM,REDDY FOR KANSAS,,,,,,PO BOX 15804,,LENEXA,KS,66285,G2024,,2024-03-12,5000.00,,CONTRIBUTION ,,C00845347,,,REDDY,PRASANTH,,,,H,KS,03,  ,,,,,,,
SB23,C00570945,SB.26,,,CCM,ROB FOR PA,,,,,,PO BOX 971,,PITTSTON,PA,18640,G2024,,2024-03-12,5000.00,,CONTRIBUTION ,,C00852137,,,BRESNAHAN,ROB,,,,H,PA,08,  ,,,,,,,
SB23,C00570945,SB.27,,,CCM,SCOTT BAUGH FOR CONGRESS,,,,,,4040 MACARTHUR BLVD SUITE 200,,NEWPORT,CA,92660,G2024,,2024-03-12,5000.00,,CONTRIBUTION ,,C00798322,,,BAUGH,SCOTT,,,,H,CA,47,  ,,,,,,,
SB23,C00570945,SB.28,,,CCM,THERIAULT FOR CONGRESS,,,,,,PO BOX 291,,FORT KENT,ME,04743,G2024,,2024-03-12,5000.00,,CONTRIBUTION ,,C00852061,,,THERIAULT,AUSTIN,,,,H,ME,02,  ,,,,,,,
SB23,C00570945,SB.19,,,PAC,TEAM BRIAN JACK,,,,,,1090 POWERS PLACE,,ALPHARETTA,GA,30009,,,2024-03-18,10000.00,,CONTRIBUTION ,,C00872499,,,,,,,,,,,  ,,,,,,,
