form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00778019,1697760311057,,,PAC,ACEC Delaware PAC,,,,,,PO Box 1857,,Dover,DE,19903,,,2023-10-19,1000.00,,PAC Political Contribution,011
SB29,C00778019,1697759475890,,,PAC,ACEC NC PAC,,,,,,"150 Fayetteville St, Suite 1340",,Raleigh,NC,27601,,,2023-10-19,5000.00,,PAC Political Contribution,011
SB29,C00778019,1697758138131,,,PAC,American Council of Engineering Cos of GA. (ACEC/ of Georgia) PAC,,,,,,"233 Peachtree Street, #700",,Atlanta,GA,30303,,,2023-10-19,2500.00,,PAC Political Contribution,011,,,,,,,,,,GA
SB29,C00778019,1697757934126,,,PAC,American Council of Engineering Cos of MD. (ACEC/MD) PAC,,,,,,"2408 Peppermill Drive, Suite F",,Glen Burnie,MD,21061,2024,,2023-10-19,5000.00,,PAC Political Contribution,011,,,,,,,,,,MD
SB29,C00778019,1697757832540,,,PAC,American Council of Engineering Cos. (ACEC) PAC,,,,,,"1400 L Street NW, Suite 400",,Washington,DC,20005,,,2023-10-19,5000.00,,PAC Political Contribution,011,C00010868
SB29,C00778019,1695225732625,,,CCM,Angela Alsobrooks for Senate,,,,,,P.O. Box 6058,,Largo,MD,20792,P2024,,2023-09-15,500.00,,PAC Political Contribution,011,,,,Alsobrooks,Angela,,,,S,MD
SB29,C00778019,1689090213562,,,CCM,Citizens for Adrienne Jones,,,,,,17 W. Courtland Street,Suite 210,Bel Air,MD,21014,2024,,2023-07-11,1000.00,,PAC Political Contribution,011,,,,Jones,Adrienne,,,,,MD
SB29,C00778019,1699583137466,,,CCM,Citizens for Bob Cassilly,,,,,,11 East Broadway,,Bel Air,MD,21014,P2024,,2023-11-09,2500.00,,PAC Political Contribution,011,,,,Cassilly,Bob,,,,,MD
SB29,C00778019,1692641201089,,,CCM,Citizens for Julian Jones,,,,,,P.O. Box 970,,Randallstown,MD,21133,2024,,2023-08-19,500.00,,PAC Political Contribution,011,,,,Jones,Julian,,,,,MD
SB29,C00778019,1697759932530,,,PAC,District of Columbia Engineers PAC,,,,,,"43330 Junction Plaza, Suite 164",,Ashburn,VA,20147,,,2023-10-19,2500.00,,PAC Political Contribution,011
SB29,C00778019,1697758746548,,,PAC,Engineering Companies of Virginia PAC,,,,,,8600 Maryland Drive,,Richmond,VA,23294,,,2023-10-19,2500.00,,PAC Political Contribution,011
SB29,C00778019,1692641997829,,,CCM,Friends of David Marks,,,,,,P.O. Box 42633,,Townson,MD,21284,2024,,2023-08-21,500.00,,PAC Political Contribution,011,,,,Marks,David,,,,,MD
SB29,C00778019,1692640705210,,,PAC,KCI Texas PAC,,,,,,"11550 IH10 West, Suite 395",,San Antonio,TX,78230,,,2023-08-15,5000.00,,PAC Political Contribution,011,,,,,,,,,,TX
SB29,C00778019,1697758384925,,,PAC,Maryland Chamber PAC,,,,,,"60 West Street, Suite 100",,Bel Air,MD,21401,,,2023-10-19,5000.00,,PAC Political Contribution,011,,,,,,,,,,MD
SB29,C00778019,1694361294810,,,CCM,Ready for Freddie Committee,,,,,,P.O. Box 331812,,Nashville,TN,33720,2024,,2023-07-27,1000.00,,PAC Political Contribution,011,,,,O'Connell,Freddie,,,,,TN
SB29,C00778019,1697759258765,,,PAC,Tennessee Professional Engineers PAC,,,,,,800 Fort Negley Boulevard,,Nashville,TN,37203,,,2023-10-19,2500.00,,PAC Political Contribution,011
SB29,C00778019,1697758917401,,,PAC,VTCA PAC,,,,,,"620 Moorefield Park Drive, Suite 1",,Richmond,VA,23236,,,2023-10-19,2500.00,,PAC Political Contribution,011
