form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00455766,1712556827596,,,PAC,ATHENA PAC,,,,,,301 W PLATT ST #385,,TAMPA,FL,33606,,,2024-03-27,5000.00,,Political Contribution,011,C00526301
SB23,C00455766,1712557398274,,,PAC,CEILING AND VISIBILITY UNLIMITED (CAVU PAC),,,,,,P.O. BOX 2811,,LAKELAND,FL,33806,,,2024-03-28,5000.00,,Political Contribution,011,C00770701
SB23,C00455766,1712557830113,,,CCM,GREG STEUBE CONGRESSIONAL COMMITTEE,,,,,,P O BOX 51957,,SARASOTA,FL,34232,G2024,,2024-01-31,1500.00,,Political Contribution,011,C00671891,,H8FL17053,Steube,Greg,,,,H,FL,17
SB23,C00455766,1712556314759,,,CCM,KANSANS FOR MARSHALL,,,,,,PO BOX 1588,,GREAT BEND,KS,67530,P2024,,2024-03-14,3300.00,,Political Contribution,010,C00576173,,S0KS00315,MARSHALL,ROGER,W,,,S,KS,00
SB23,C00455766,1712556367712,,,CCM,KANSANS FOR MARSHALL,,,,,,PO BOX 1588,,GREAT BEND,KS,67530,G2024,,2024-03-14,1700.00,,Political Contribution,011,C00576173,,S0KS00315,MARSHALL,ROGER,W,,,S,KS,00
SB23,C00455766,1712555476031,,,CCM,KAT FOR CONGRESS,,,,,,5200 NW 43RD ST STE 102-180,,GAINESVILLE,FL,32606,P2024,,2024-02-06,3300.00,,Political Contribution,011,C00730895,,H0FL03175,Cammack,Kat,,,,H,FL,03
SB23,C00455766,1712555535261,,,CCM,KAT FOR CONGRESS,,,,,,5200 NW 43RD ST STE 102-180,,GAINESVILLE,FL,32606,G2024,,2024-02-06,3300.00,,Political Contribution,011,C00730895,,H0FL03175,Cammack,Kat,,,,H,FL,03
SB23,C00455766,1712557056853,,,CCM,"LAUREL LEE FOR CONGRESS, INC.",,,,,,P.O. BOX 2743,,BRANDON,FL,33509,P2024,,2024-03-27,2300.00,,Political Contribution,011,C00815373,"LAUREL LEE FOR CONGRESS, INC.",H2FL15241,Lee,Laura,,,,H,FL,15
SB23,C00455766,1712557166819,,,CCM,"LAUREL LEE FOR CONGRESS, INC.",,,,,,P.O. BOX 2743,,BRANDON,FL,33509,G2024,,2024-03-27,200.00,,Political Contribution,011,C00815373,,H2FL15241,Lee,Laurel,,,,H,FL,15
SB23,C00455766,1712556768484,,,PAC,LET'S GET TO WORK PAC,,,,,,PO BOX 9891,,ARLINGTON,VA,22219,,,2024-03-20,5000.00,,Political Contribution,010,C00692335
SB23,C00455766,1712556464567,,,PAC,RECLAIM AMERICA PAC,,,,,,228 S WASHINGTON ST STE 115,,ALEXANDRIA,VA,22314,,,2024-03-20,5000.00,,Political Contribution,011,C00500025
SB23,C00455766,1712555334161,,,CCM,SCOTT FRANKLIN FOR CONGRESS,,,,,,P.O. BOX 2811,,LAKELAND,FL,33806,P2024,,2024-01-16,800.00,,Political Contribution,011,C00742247,,,Franklin,Scott,,,,H,FL,15
SB23,C00455766,1712555393933,,,CCM,SCOTT FRANKLIN FOR CONGRESS,,,,,,P.O. BOX 2811,,LAKELAND,FL,33806,G2024,,2024-01-16,3300.00,,Political Contribution,011,C00742247,,,Franklin,Scott,,,,H,FL,15
SB23,C00455766,1712555621226,,,CCM,Vern Buchanan for Congress,,,,,,P. O. Box 48928,,Sarasota,FL,34230,G2024,,2024-02-28,1200.00,,Political Contribution,011,C00412759,,H6FL13148,Buchanan,Vernon,,,,H,FL,16
