form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00612820,E-181,,,ORG,Stones' Phones,,,,,,41-750 Rancho Las Palmas Drive,STE E-3,Rancho Mirage,CA,92270,G2024,,2024-07-20,140000.00,2024-07-19,140000.00,Live Persuasion Calls,004,,S,P80000722,Biden,Joseph,R,,Jr,P,00,,Berman,Jeff,,,,2024-10-15,
SE,C00612820,E-183,,,ORG,Stones' Phones,,,,,,41-750 Rancho Las Palmas Drive,STE E-3,Rancho Mirage,CA,92270,G2024,,2024-07-20,20000.00,2024-07-19,20000.00,Live Persuasion Calls,004,,S,S8NV00156,Rosen,Jacky,,,,S,00,NV,Berman,Jeff,,,,2024-10-15,
SE,C00612820,E-184,,,ORG,Stones' Phones,,,,,,41-750 Rancho Las Palmas Drive,STE E-3,Rancho Mirage,CA,92270,G2024,,2024-07-20,20000.00,2024-07-19,20000.00,Live Persuasion Calls,004,,S,S6PA00217,Casey,Robert,P.,,Jr.,S,00,PA,Berman,Jeff,,,,2024-10-15,
SE,C00612820,E-185,,,ORG,Stones' Phones,,,,,,41-750 Rancho Las Palmas Drive,STE E-3,Rancho Mirage,CA,92270,P2024,,2024-07-20,20000.00,2024-07-19,20000.00,Live Persuasion Calls,004,,S,S2WI00219,Baldwin,Tammy,,,,S,00,WI,Berman,Jeff,,,,2024-10-15,
SE,C00612820,E-194,,,ORG,Stones' Phones,,,,,,41-750 Rancho Las Palmas Drive,STE E-3,Rancho Mirage,CA,92270,P2024,,2024-07-20,20000.00,2024-07-19,20000.00,Live Persuasion Calls,004,,S,S4AZ00139,Gallego,Ruben,,,,S,00,AZ,Berman,Jeff,,,,2024-10-15,
SE,C00612820,E-195,,,ORG,Stones' Phones,,,,,,41-750 Rancho Las Palmas Drive,STE E-3,Rancho Mirage,CA,92270,P2024,,2024-07-20,20000.00,2024-07-19,20000.00,Live Persuasion Calls,004,,S,S4MI00470,Slotkin,Elissa,,,,S,00,MI,Berman,Jeff,,,,2024-10-15,
SE,C00612820,E-189,,,ORG,"Middle Seat Consulting, LLC",,,,,,PO Box 21600,,Washington,DC,20009,G2024,,2024-07-22,10000.00,2024-07-19,239846.53,Digital Ads,004,,O,P80001571,Trump,Donald,J,,,P,00,,Berman,Jeff,,,,2024-10-15,
SE,C00612820,E-197,,,ORG,Stones' Phones,,,,,,41-750 Rancho Las Palmas Drive,STE E-3,Rancho Mirage,CA,92270,G2024,,2024-07-22,89846.53,2024-07-24,239846.53,Live Persuasion Calls,004,,S,P80000722,Harris,Kamala,D.,,,P,00,,Berman,Jeff,,,,2024-10-15,
SE,C00612820,E-187,,,ORG,"Middle Seat Consulting, LLC",,,,,,PO Box 21600,,Washington,DC,20009,G2024,,2024-07-24,35000.00,2024-07-19,274846.53,Digital Ads,004,,S,P80000722,Harris,Kamala,D.,,,P,00,,Berman,Jeff,,,,2024-10-15,
SE,C00612820,E-204,,,ORG,Stones' Phones,,,,,,41-750 Rancho Las Palmas Drive,STE E-3,Rancho Mirage,CA,92270,G2024,,2024-07-26,35000.15,2024-07-26,309846.68,Live Persuasion Calls,004,,S,P80000722,Harris,Kamala,D.,,,P,00,,Berman,Jeff,,,,2024-10-15,
