form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00332841,SB23.19414,,,CCM,CRAIG GOLDMAN FOR CONGRESS,,,,,,PO BOX 100039,,FORT WORTH,TX,76185,G2024,,2024-10-24,1000.00,,Campaign contribution,011,C00855528,CRAIG GOLDMAN FOR CONGRESS,H4TX12065,GOLDMAN,CRAIG,,,,H,TX,12,,,,,,,,
SB23,C00332841,SB23.19415,,,CCM,FRIENDS OF DAVID SCHWEIKERT,,,,,,8175 EAST EVANS ROAD,# 13176,SCOTTSDALE,AZ,85267,G2024,,2024-10-24,1000.00,,Campaign contribution,011,C00540617,FRIENDS OF DAVID SCHWEIKERT,H4AZ06045,SCHWEIKERT,DAVID S.,,,,H,AZ,01,,,,,,,,
SB23,C00332841,SB23.19419,,,CCM,HOVDE FOR WISCONSIN,,,,,,PO BOX 2055,,MADISON,WI,53701,G2024,,2024-10-24,1000.00,,Campaign contribution,011,C00870139,HOVDE FOR WISCONSIN,S4WI00256,HOVDE,ERIC,,,,S,WI,00,,,,,,,,
SB23,C00332841,SB23.19434,,,CCM,IOWANS FOR ZACH NUNN,,,,,,PO BOX 11,,BONDURANT,IA,50035,G2024,,2024-10-24,1000.00,,Campaign contribution,011,C00784389,IOWANS FOR ZACH NUNN,H2IA03119,NUNN,ZACH,,,,H,IA,03,,,,,,,,
SB23,C00332841,SB23.19427,,,CCM,"MCCAUL FOR CONGRESS, INC",,,,,,1108 Lavaca St,Ste 110-402,AUSTIN,TX,78701,G2024,,2024-10-24,1000.00,,Campaign contribution,011,C00392688,"MCCAUL FOR CONGRESS, INC",H4TX10093,MCCAUL,MICHAEL,,,,H,TX,10,,,,,,,,
SB23,C00332841,SB23.19424,,,CCM,MONICA FOR CONGRESS,,,,,,1317 W Frontage Rd Ste A,,Alamo,TX,78516,G2024,,2024-10-24,1000.00,,Campaign contribution,011,C00765719,MONICA FOR CONGRESS,H0TX15124,DE LA CRUZ,MONICA,,,,H,TX,15,,,,,,,,
SB23,C00332841,SB23.19446,,,CCM,MONICA FOR CONGRESS,,,,,,1317 W Frontage Rd Ste A,,Alamo,TX,78516,G2024,,2024-11-19,4000.00,,Campaign contribution,011,C00765719,MONICA FOR CONGRESS,H0TX15124,DE LA CRUZ,MONICA,,,,H,TX,15,,,,,,,,
SB23,C00332841,SB23.19428,,,CCM,NATHANIEL MORAN FOR CONGRESS,,,,,,PO BOX 7066,,TYLER,TX,75711,G2024,,2024-10-24,1000.00,,Campaign contribution,011,C00796086,NATHANIEL MORAN FOR CONGRESS,H2TX01112,MORAN,NATHANIEL QUENTIN,,,,H,TX,01,,,,,,,,
SB23,C00332841,SB23.19432,,,CCM,ROGER WILLIAMS FOR U S CONGRESS COMMITTEE,,,,,,10 N. Caddo St. PMB 174,,Cleburne,TX,76031,G2024,,2024-10-24,2000.00,,Campaign contribution,011,C00498121,ROGER WILLIAMS FOR U S CONGRESS COMMITTEE,H2TX33040,WILLIAMS,ROGER,,,,H,TX,25,,,,,,,,
SB23,C00332841,SB23.19433,,,CCM,TED CRUZ FOR SENATE,,,,,,PO BOX 25400,,HOUSTON,TX,77265,G2024,,2024-10-24,1000.00,,Campaign contribution,011,C00492785,TED CRUZ FOR SENATE,,CRUZ,TED,,,,S,TX,,,,,,,,,
SB23,C00332841,SB23.19423,,,CCM,TEXANS FOR JODEY ARRINGTON,,,,,,PO BOX 6687,,LUBBOCK,TX,79493,G2024,,2024-10-24,1000.00,,Campaign contribution,011,C00588657,TEXANS FOR JODEY ARRINGTON,H6TX19099,ARRINGTON,JODEY COOK,,,,H,TX,19,,,,,,,,
SB23,C00332841,SB23.19429,,,CCM,TEXANS FOR RONNY JACKSON,,,,,,PO BOX 51522,,AMARILLO,TX,79159,G2024,,2024-10-24,1000.00,,Campaign contribution,011,C00730531,TEXANS FOR RONNY JACKSON,H0TX13228,JACKSON,RONNY LYNN,,,,H,TX,13,,,,,,,,
SB23,C00332841,SB23.19431,,,CCM,WEBER FOR CONGRESS,,,,,,1600 West Loop South,SUITE 260,Houston,TX,77027,G2024,,2024-10-24,1000.00,,Campaign contribution,011,C00502229,WEBER FOR CONGRESS,H2TX14149,WEBER,RANDY,,,,H,TX,14,,,,,,,,
