form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00404301,EB6438,,,ORG,MailChimp,,,,,,675 Ponce de Leon Ave NE,Suite 5000,Atlanta,GA,30308,,,2023-07-05,80.00,,Member Communications,001,,,,,,,,,,,,,,,,,,,
SB21B,C00404301,EB6433,,,ORG,Phone.com,,,,,,PO Box 502010,,San Diego,CA,91250,,,2023-07-05,20.17,,Telephone,001,,,,,,,,,,,,,,,,,,,
SB21B,C00404301,EB6441,,,ORG,R Williams,,,,,,16826 Edgar St,,Pacifica Palisades,CA,90272,,,2023-07-05,459.00,,Postage,003,,,,,,,,,,,,,,,,,,,
SB21B,C00404301,EB6436,,,ORG,GoDaddy.com,,,,,,14455 N. Hayden Rd.,,Scottsdale,AZ,85260,,,2023-07-17,21.17,,Website,001,,,,,,,,,,,,,,,,,,,
SB21B,C00404301,EB6428,,,ORG,Nation Builder,,,,,,PO Box 811428,,Los Angeles,CA,90081,,,2023-07-19,33.66,,Merchant Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00404301,EB6439,,,ORG,The Miller Group,,,,,,1516 S Bundy Dr #200,,Los Angeles,CA,90025,,,2023-07-21,492.75,,Postcard Mailings,004,,,,,,,,,,,,,,,,,,,
SB21B,C00404301,EB6429,,,ORG,Nation Builder,,,,,,PO Box 811428,,Los Angeles,CA,90081,,,2023-07-25,5.99,,Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00404301,EB6434,,,ORG,Phone.com,,,,,,PO Box 502010,,San Diego,CA,91250,,,2023-07-25,20.18,,Telephone,001,,,,,,,,,,,,,,,,,,,
SB21B,C00404301,EB6437,,,ORG,GoDaddy.com,,,,,,14455 N. Hayden Rd.,,Scottsdale,AZ,85260,,,2023-07-26,14.99,,Website,001,,,,,,,,,,,,,,,,,,,
SB21B,C00404301,EB6430,,,ORG,Nation Builder,,,,,,PO Box 811428,,Los Angeles,CA,90081,,,2023-07-26,27.72,,Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00404301,EB6440,,,ORG,Palisadian-Post,,,,,,839 Via de La Paz,,Santa Monica,CA,90402,,,2023-07-28,470.00,,Club Membership Advertising,004,,,,,,,,,,,,,,,,,,,
SB21B,C00404301,EB6431,,,ORG,Nation Builder,,,,,,PO Box 811428,,Los Angeles,CA,90081,,,2023-07-30,67.11,,Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00404301,EB6432,,,ORG,Nation Builder,,,,,,PO Box 811428,,Los Angeles,CA,90081,,,2023-07-31,28.58,,Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00404301,EB6540,,,ORG,Nation Builder,,,,,,PO Box 811428,,Los Angeles,CA,90081,,,2023-08-01,8.72,,Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00404301,EB6538,,,PTY,California Democratic Party,,,,,,"1401 21st Street, Suite 200",,Sacramento,CA,95811,,,2023-08-03,204.00,,Insurance,001,,California Democratic Party,,,,,,,,,,,,,,,,,
SB21B,C00404301,EB6541,,,ORG,Nation Builder,,,,,,PO Box 811428,,Los Angeles,CA,90081,,,2023-08-06,149.68,,Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00404301,EB6543,,,ORG,Square,,,,,,"1455 Market St., Ste. 600",,San Francisco,CA,94103,,,2023-08-06,49.89,,Merchant Fess,001,,,,,,,,,,,,,,,,,,,
SB21B,C00404301,EB6548,,,ORG,MailChimp,,,,,,675 Ponce de Leon Ave NE,Suite 5000,Atlanta,GA,30308,,,2023-08-07,80.00,,Member communications,001,,,,,,,,,,,,,,,,,,,
SB21B,C00404301,EB6546,,,ORG,"Sed Quaere, LP",,,,,,"516 Pennsfield Place, Suite 212",,Thousand Oaks,CA,91360,,,2023-08-08,525.00,,Professional Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00404301,EB6551,,,ORG,Thyme Cafe & Market,,,,,,1630 Ocean Park Blvd.,,Santa Monica,CA,90405,,,2023-08-08,2335.22,,Club Meeting Catering,001,,,,,,,,,,,,,,,,,,,
SB21B,C00404301,EB6539,,,PTY,California Democratic Party,,,,,,"1401 21st Street, Suite 200",,Sacramento,CA,95811,,,2023-08-15,204.00,,Insurance,001,,California Democratic Party,,,,,,,,,,,,,,,,,
SB21B,C00404301,EB6550,,,ORG,Palisades Americanism Parade Association,,,,,,P.O. Box 1776,,Pacific Palisades,CA,90272,,,2023-08-15,400.00,,Club Advertising,004,,,,,,,,,,,,,,,,,,,
SB21B,C00404301,EB6547,,,ORG,GoDaddy.com,,,,,,14455 N. Hayden Rd.,,Scottsdale,AZ,85260,,,2023-08-24,37.16,,Website,001,,,,,,,,,,,,,,,,,,,
SB21B,C00404301,EB6545,,,ORG,Phone.com,,,,,,PO Box 502010,,San Diego,CA,91250,,,2023-08-24,20.18,,Telephone,001,,,,,,,,,,,,,,,,,,,
SB21B,C00404301,EB6549,,,ORG,The Miller Group,,,,,,1516 S Bundy Dr #200,,Los Angeles,CA,90025,,,2023-08-24,2215.39,,Postcard Mailings,004,,,,,,,,,,,,,,,,,,,
SB21B,C00404301,EB6554,,,ORG,Group Fore Production,,,,,,"1259 El Camino Real, #153",,Menlo Park,CA,94025,,,2023-08-25,169.54,,Event Swag,003,,,,,,,,,,,,,,,,,,,
SB21B,C00404301,EB6542,,,ORG,Nation Builder,,,,,,PO Box 811428,,Los Angeles,CA,90081,,,2023-08-29,32.88,,Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00404301,EB6544,,,ORG,Square,,,,,,"1455 Market St., Ste. 600",,San Francisco,CA,94103,,,2023-08-29,3.65,,Merchant Fees,001,,,,,,,,,,,,,,,,,,,
