form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00015933,SB29.204137,,,CCM,Alex for Arizona,,,,,,4105 N 20th Street,,Phoenix,AZ,85016,P2024,,2023-01-02,500.00,,AZ State Representative,,,Alex for Arizona,,Kolodin,Alexander,,,,,AZ,,,,,,,,,
SB29,C00015933,SB29.204199,,,CCM,Alma for Arizona,,,,,,5158 S 17th Avenue,,Tucson,AZ,85706,P2024,,2023-01-02,500.00,,AZ State Representative,,,Alma for Arizona,,Hernandez,Alma,,,,,AZ,,,,,,,,,
SB29,C00015933,SB29.204232,,,CCM,Andres for Arizona,,,,,,PO Box 1255,,Tucson,AZ,85702,P2024,,2023-01-06,1000.00,,AZ State Representative,,,Andres for Arizona,,Cano,Andres,,,,,AZ,,,,,,,,,
SB29,C00015933,SB29.204227,,,CCM,Austin Smith for Arizona,,,,,,22119 W Patton,,Wittmann,AZ,85361,P2024,,2023-01-02,500.00,,AZ State Representative,,,Austin Smith for Arizona,,Smith,Austin,,,,,AZ,,,,,,,,,
SB29,C00015933,SB29.204112,,,CCM,Bennett for Senate,,,,,,2150 Ewin Drive,,Prescott,AZ,86305,P2024,,2023-01-02,500.00,,AZ State Senate,,,Bennett for Senate,,Bennett,Ken,,,,,AZ,,,,,,,,,
SB29,C00015933,SB29.204162,,,CCM,Blattman for AZ,,,,,,445 E Main St,,Mesa,AZ,85203,P2024,,2023-01-02,500.00,,AZ State Representative,,,Blattman for AZ,,Blattman,Seth,,,,,AZ,,,,,,,,,
SB29,C00015933,SB29.204228,,,CCM,Borrelli Senate Committee,,,,,,2650 Diablo Drive,,Lake Havasu City,AZ,86406,P2024,,2023-01-02,500.00,,AZ State Senate,,,Borrelli Senate Committee,,Borrelli,Sonny,,,,,AZ,,,,,,,,,
SB29,C00015933,SB29.204219,,,CCM,Bravo for Arizona,,,,,,4405 N 31st Drive,,Phoenix,AZ,85017,P2024,,2023-01-02,500.00,,AZ State Representative,,,Bravo for Arizona,,Bravo,Flavio,,,,,AZ,,,,,,,,,
SB29,C00015933,SB29.204208,,,CCM,Brian Fernandez for State Senate,,,,,,PO Box 545,,Yuma,AZ,85366,P2024,,2023-01-02,500.00,,AZ State Representative,,,Brian Fernandez for State Senate,,Fernandez,Brian,,,,,AZ,,,,,,,,,
SB29,C00015933,SB29.204233,,,CCM,Carlos for Phoenix,,,,,,1902 E St. Anne Ave,,Phoenix,AZ,85042,P2024,,2023-02-16,1000.00,,Phoenix City Council - District 8,,,Carlos for Phoenix,,Garcia,Carlos,,,,,AZ,,,,,,,,,
