form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00391979,EB31058,,,CCM,Ashley Hinson for Congress,,,,,,P.O. Box 811,,Marion,IA,52302,P2024,,2024-03-07,1000.00,,Political Contribution: C00706267,011,C00706267,Ashley Hinson for Congress,,Hinson,Ashley,,,,H,IA,02,,,,,,,,
SB23,C00391979,EB31050,,,CCM,Britt for Alabama Inc.,,,,,,P.O. Box 3759,,Montgomery,AL,36109,P2024,,2024-02-27,2000.00,,Political Contribution: C00781443,011,C00781443,Britt for Alabama Inc.,,Britt,Katie,,,,S,AL,,,,,,,,,
SB23,C00391979,EB31057,,,CCM,Carlos Gimenez for Congress,,,,,,1421 SW 107th Avenue #236,,Miami,FL,33174,P2024,,2024-03-07,2500.00,,Political Contribution: C00735985,011,C00735985,Carlos Gimenez for Congress,,Gimenez,Carlos,,,,H,FL,28,,,,,,,,
SB23,C00391979,EB31044,,,CCM,Chuy Garcia for Congress,,,,,,137 N. 14th Avenue,,Melrose Park,IL,60160,P2024,,2024-02-27,1000.00,,Political Contribution: C00661777,011,C00661777,Chuy Garcia for Congress,,Garcia,Chuy,,,,H,IL,04,,,,,,,,
SB23,C00391979,EB31051,,,CCM,Citizens to Elect Rick Larsen,,,,,,P.O. Box 326,,Everett,WA,98206,G2024,,2024-02-27,1000.00,,Political Contribution: C00345546,011,C00345546,Citizens to Elect Rick Larsen,,Larsen,Rick,,,,H,WA,02,,,,,,,,
SB23,C00391979,EB31041,,,CCM,Crawford for Congress,,,,,,P.O. Box 16956,,Jonesboro,AR,72403,P2024,,2024-02-27,2500.00,,Political Contribution: C00462374,011,C00462374,Crawford for Congress,,Crawford,Eric Alan Rick,,,,H,AR,01,,,,,,,,
SB23,C00391979,EB31045,,,CCM,David Rouzer for Congress,,,,,,P.O. Box 3142,,Wilmington,NC,28406,P2024,,2024-02-27,1000.00,,Political Contribution: C00501643,011,C00501643,David Rouzer for Congress,,Rouzer,David,,,,H,NC,07,,,,,,,,
SB23,C00391979,EB31054,,,COM,Defend the Dream,,,,,,"777 S. Figueroa Street, Suite 4050",,Los Angeles,CA,90017,,,2024-02-27,2500.00,,Political Contribution: C00771238,011,C00771238,Defend the Dream,,,,,,,,,,,,,,,,,
SB23,C00391979,EB31056,,,CCM,Emmer for Congress,,,,,,P.O. Box 998,,Anoka,MN,55303,P2024,,2024-03-07,2500.00,,Political Contribution: C00545749,011,C00545749,Emmer for Congress,,Emmer,Thomas Earl Jr.,,,,H,MN,06,,,,,,,,
SB23,C00391979,EB31039,,,CCM,Jason Smith for Congress,,,,,,P.O. Box 1324,,Cape Girardeau,MO,63702,G2024,,2024-02-27,5000.00,,Political Contribution: C00541862,011,C00541862,Jason Smith for Congress,,Smith,Jason,,,,H,MO,08,,,,,,,,
SB23,C00391979,EB31047,,,CCM,Kansans for LaTurner,,,,,,P.O. Box 67237,,Topeka,KS,66667,P2024,,2024-02-27,2500.00,,Political Contribution: C00718346,011,C00718346,Kansans for LaTurner,,LaTurner,Jake,,,,H,KS,02,,,,,,,,
SB23,C00391979,EB31055,,,COM,Motor City PAC,,,,,,"611 Pennsylvania Ave., SE #143",,Washington,DC,20003,,,2024-02-27,2500.00,,Political Contribution: C00507574,011,C00507574,Motor City PAC,,,,,,,,,,,,,,,,,
SB23,C00391979,EB31053,,,COM,Now Electing Honest Leadership & Service PAC,,,,,,P.O. Box 183,,Hudson,WI,54016,,,2024-02-27,2500.00,,Political Contribution: C00757120,011,C00757120,Now Electing Honest Leadership & Service PAC,,,,,,,,,,,,,,,,,
SB23,C00391979,EB31052,,,COM,Show Me Political Action Committee,,,,,,"2345 Grand Blvd., Suite 2800",,Kansas City,MO,64108,,,2024-02-27,5000.00,,Political Contribution: C00410621,011,C00410621,Show Me Political Action Committee,,,,,,,,,,,,,,,,,
SB23,C00391979,EB31046,,,CCM,Susie Lee for Congress,,,,,,"5130 S. Fort Apache Rd., Ste. 215-",,Las Vegas,NV,89148,P2024,,2024-02-27,1000.00,,Political Contribution: C00655613,011,C00655613,Susie Lee for Congress,,Lee,Susie,,,,H,NV,03,,,,,,,,
