form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00158881,15826905,,,CCM,Tammy Baldwin For Senate,,,,,,Pobox 696,,Madison,WI,53701,P2024,,2023-07-26,1000.00,0.00,Contribution,011,C00326801,Tammy Baldwin For Senate,S2WI00219,Baldwin,Tammy,,,,S,WI,,,,,,,,,Contribution
SB23,C00158881,15826906,,,CCM,Wiley Nickel For Congress,,,,,,514 Daniels St,#286,Raleigh,NC,27605,P2024,,2023-07-26,1000.00,0.00,Contribution,011,C00763045,Wiley Nickel For Congress,H2NC14019,Nickel,Wiley,,,,H,NC,13,,,,,,,,Contribution
SB23,C00158881,15826907,,,CCM,David Scott For Congress,,,,,,P.O. Box 960821,,Riverdale,GA,30296,P2024,,2023-07-26,2500.00,0.00,Contribution,011,C00369801,David Scott For Congress,H2GA13012,Scott,David,Albert,,,H,GA,13,,,,,,,,Contribution
SB23,C00158881,15826908,,,CCM,Brittany Pettersen For Colorado,,,,,,PO Box 150887,,Lakewood,CO,80215,P2024,,2023-07-26,2500.00,0.00,Contribution,011,C00637215,Brittany Pettersen For Colorado,H8CO07045,Pettersen,Brittany,Louise,,,H,CO,07,,,,,,,,Contribution
SB23,C00158881,15826909,,,CCM,Armstrong For Congress,,,,,,1515 Burnt Boat Drive,Box 112,Bismarck,ND,58503,P2024,,2023-07-26,2500.00,0.00,Contribution,011,C00670547,Armstrong For Congress,H8ND00096,Armstrong,Kelly,,,,H,ND,00,,,,,,,,Contribution
SB23,C00158881,15826910,,,PAC,At The Table!,,,,,,910 17th Street NW,Suite 925,Washington,DC,20006,,,2023-07-26,5000.00,0.00,Contribution,011,C00552489,,,,,,,,,,,,,,,,,,Contribution
SB23,C00158881,15826911,,,CCM,Jasmine For Us,,,,,,PO Box 227235,,Dallas,TX,75222,P2024,,2023-07-26,1500.00,0.00,Contribution,011,C00795450,Jasmine For Us,H2TX30178,Crockett,Jasmine,,,,H,TX,30,,,,,,,,Contribution
SB23,C00158881,15826912,,,CCM,Kay Granger Campaign Fund,,,,,,1701 River Run,Ste 308,Fort Worth,TX,76107,P2024,,2023-07-26,5000.00,0.00,Contribution,011,C00310532,Kay Granger Campaign Fund,H6TX12060,Granger,Kay,,,,H,TX,12,,,,,,,,Contribution
SB23,C00158881,15826913,,,CCM,Vicente Gonzalez For Congress,,,,,,P.O. Box 6270,,Brownsville,TX,78523,P2024,,2023-07-26,1000.00,0.00,Contribution,011,C00592659,Vicente Gonzalez For Congress,H6TX15162,Gonzalez,Vicente,,,,H,TX,34,,,,,,,,Contribution
SB23,C00158881,15826914,,,CCM,Young Kim for Congress,,,,,,PO Box 17490,,Anaheim,CA,92817,P2024,,2023-07-26,2500.00,0.00,Contribution,011,C00665638,Young Kim for Congress,,Kim,Young,,,,H,CA,40,,,,,,,,Contribution
SB23,C00158881,15826921,,,CCM,Brian Fitzpatrick for All of Us,,,,,,PO Box 939,,Langhorne,PA,19047,P2024,,2023-07-26,2000.00,0.00,Contribution,011,C00607416,Brian Fitzpatrick for All of Us,H6PA08277,Fitzpatrick,Brian,,,,H,PA,01,,,,,,,,Contribution
SB23,C00158881,15826928,,,CCM,Lawler For Congress,,,,,,PO Box 87,,South Salem,NY,10590,P2024,,2023-07-26,2000.00,0.00,Contribution,011,C00815415,Lawler For Congress,H2NY17162,Lawler,Michael,Vincent,,,H,NY,17,,,,,,,,Contribution
SB23,C00158881,15826955,,,CCM,Pascrell For Congress,,,,,,P.O. Box 100,,Teaneck,NJ,07666,P2024,,2023-07-26,2500.00,0.00,Contribution,011,C00313510,Pascrell For Congress,H6NJ08118,Pascrell,William,J.,,Jr.,H,NJ,09,,,,,,,,Contribution
SB23,C00158881,15826956,,,CCM,Blake Moore For Congress,,,,,,"358 South 700 E, B505",,Salt Lake City,UT,84102,C2024,Convention2024,2023-07-26,2500.00,0.00,Contribution,011,C00738872,Blake Moore For Congress,H0UT01205,Moore,Blake,,,,H,UT,01,,,,,,,,Contribution
SB23,C00158881,15826957,,,CCM,Stanton For Congress,,,,,,4340 E Indian School Road,Suite 21-518,Phoenix,AZ,85018,P2024,,2023-07-26,1000.00,0.00,Contribution,011,C00657304,Stanton For Congress,H8AZ09040,Stanton,Greg,,,,H,AZ,04,,,,,,,,Contribution
