form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00543371,EB5622,,,CCM,SWALWELL FOR CONGRESS,,,,,,P.O. BOX 2847,,DUBLIN,CA,94568,P2024,,2023-09-07,3500.00,,,011,C00502294,SWALWELL FOR CONGRESS,,SWALWELL,ERIC MICHAEL,,,,H,CA,14,,,,,,,,
SB23,C00543371,EB5623,,,CCM,SWALWELL FOR CONGRESS,,,,,,P.O. BOX 2847,,DUBLIN,CA,94568,G2024,,2023-09-07,1500.00,,,011,C00502294,SWALWELL FOR CONGRESS,,SWALWELL,ERIC MICHAEL,,,,H,CA,14,,,,,,,,
SB23,C00543371,EB5648,,,CCM,ANNA ESHOO FOR CONGRESS,,,,,,"555 CAPITOL MALL, SUITE 400",,SACRAMENTO,CA,95814,P2024,,2023-09-29,2000.00,,,011,C00258475,ANNA ESHOO FOR CONGRESS,,ESHOO,ANNA,,,,H,CA,16,,,,,,,,
SB23,C00543371,EB5649,,,CCM,ANNA ESHOO FOR CONGRESS,,,,,,"555 CAPITOL MALL, SUITE 400",,SACRAMENTO,CA,95814,G2024,,2023-09-29,3000.00,,,011,C00258475,ANNA ESHOO FOR CONGRESS,,ESHOO,ANNA,,,,H,CA,16,,,,,,,,
SB23,C00543371,EB5644,,,COM,BUDDY CARTER FOR CONGRESS,,,,,,P.O. BOX 10570,,SAVANNAH,GA,31412,P2024,,2023-09-29,3500.00,,,011,C00543967,BUDDY CARTER FOR CONGRESS,,CARTER,BUDDY,,,,H,GA,01,,,,,,,,
SB23,C00543371,EB5645,,,COM,DAN CRENSHAW FOR CONGRESS,,,,,,P.O. BOX 430965,,HOUSTON,TX,77243,P2024,,2023-09-29,1500.00,,,011,C00660795,DAN CRENSHAW FOR CONGRESS,,CRENSHAW,DAN,,,,H,TX,02,,,,,,,,
SB23,C00543371,EB5646,,,COM,DIANA DEGETTE FOR CONGRESS,,,,,,P.O. BOX 61337,,DENVER,CO,80206,G2024,,2023-09-29,2500.00,,,011,C00311639,DIANA DEGETTE FOR CONGRESS,,DEGETTE,DIANA,,,,H,CO,01,,,,,,,,
SB23,C00543371,EB5653,,,CCM,DR JOHN JOYCE FOR CONGRESS,,,,,,"1002 LOGAN BLVD., STE. 114 #237",,ALTOONA,PA,16602,P2024,,2023-09-29,4000.00,,,011,C00674259,DR JOHN JOYCE FOR CONGRESS,,JOYCE,JOHN,,,,H,PA,13,,,,,,,,
SB23,C00543371,EB5650,,,COM,DR. RAUL RUIZ FOR CONGRESS,,,,,,P.O. BOX 1566,,INDIO,CA,92202,P2024,,2023-09-29,5000.00,,,011,C00502575,DR. RAUL RUIZ FOR CONGRESS,,RUIZ,DR. RAUL,,,,H,CA,25,,,,,,,,
SB23,C00543371,EB5647,,,COM,FRIENDS OF NEAL DUNN,,,,,,P.O. BOX 10037,,TALLAHASSEE,FL,32302,G2024,,2023-09-29,2500.00,,,011,C00582304,FRIENDS OF NEAL DUNN,,DUNN,NEAL,,,,H,FL,02,,,,,,,,
