form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00368993,SB23.5473,,,CCM,BLUE HEN FEDERAL PAC,,,,,,600 PENNSYLVANIA AVE SE,#15180,WASHINGTON,DC,20003,,,2023-10-02,1500.00,,,,C00493700,,,,,,,,,,,,,,,,,,
SB23,C00368993,SB23.5457,,,CCM,BONNIE WATSON COLEMAN FOR CONGRESS,,,,,,918 PENNSYLVANIA AVE SE,,WASHINGTON,DC,20003,,,2023-08-03,500.00,,,,C00558437,,,,,,,,H,NJ,12,,,,,,,,
SB23,C00368993,SB23.5456,,,CAN,,CASEY,ROBERT P. JR.,,,,PO BOX 58746,,PHILADELPHIA,PA,19102,,,2023-07-25,1000.00,,,,,,S6PA00217,,,,,,S,PA,00,,,,,,,,
SB23,C00368993,SB23.5449,,,CCM,CLAUDIA TENNEY FOR CONGRESS,,,,,,PO BOX 378,,VICTOR,NY,14564,,,2023-12-12,500.00,,,,C00632828,,,,,,,,H,NY,24,,,,,,,,
SB23,C00368993,SB23.5475,,,CCM,COLE FOR CONGRESS,,,,,,P.O. BOX 722256,,NORMAN,OK,73070,,,2023-12-14,1000.00,,,,C00379735,,,,,,,,H,OK,04,,,,,,,,
SB23,C00368993,SB23.5463,,,CCM,CONNOLLY FOR CONGRESS,,,,,,PO BOX 563,,MERRIFIELD,VA,22116,,,2023-09-26,1000.00,,,,C00445452,,,,,,,,H,VA,11,,,,,,,,
SB23,C00368993,SB23.5459,,,CCM,COURTNEY FOR CONGRESS,,,,,,PO BOX 1372,,VERNON,CT,06066,,,2023-07-25,250.00,,,,C00410233,,,,,,,,H,CT,02,,,,,,,,
SB23,C00368993,SB23.5453,,,CCM,FOUSHEE FOR CONGRESS,,,,,,PO BOX 16446,,CHAPEL HILL,NC,27516,,,2023-09-28,500.00,,,,C00794727,,,,,,,,H,NC,04,,,,,,,,
SB23,C00368993,SB23.5467,,,CCM,FRIENDS OF CHRIS SMITH,,,,,,PO BOX 1266,,TOMS RIVER,NJ,08754,,,2023-10-17,1000.00,,,,C00096412,,,,,,,,H,NJ,04,,,,,,,,
SB23,C00368993,SB23.5479,,,CCM,GARRET GRAVES FOR CONGRESS,,,,,,PO BOX 64845,,BATON ROUGE,LA,70896,,,2023-12-06,1000.00,,,,C00558486,,,,,,,,H,LA,06,,,,,,,,
SB23,C00368993,SB23.5451,,,PAC,IMPACT,,,,,,509 Madison Ave.,Suite 1902,New York,NY,10022,,,2023-10-04,2500.00,,,,C00348607,,,,,,,,,,,,,,,,,,
SB23,C00368993,SB23.5461,,,CCM,JACKY ROSEN VICTORY FUND,,,,,,611 PENNSYLVANIA AVE SE,NUM 143,WASHINGTON,DC,20003,,,2023-09-13,1000.00,,,,C00772517,,,,,,,,,,,,,,,,,,
SB23,C00368993,SB23.5450,,,CCM,"LEVIN, MIKE",,,,,,PO BOX 2112,,CAPISTRANO BEACH,CA,92624,P2024,,2023-12-12,500.00,,,,,,,,,,,,H,CA,49,,,,,,,,
SB23,C00368993,SB23.5477,,,CCM,MARIO DIAZ-BALART FOR CONGRESS,,,,,,8724 SW 72ND ST,# 420,MIAMI,FL,33173,,,2023-12-13,1000.00,,,,C00376087,,,,,,,,H,FL,26,,,,,,,,
SB23,C00368993,SB23.5454,,,CCM,MCCOLLUM FOR CONGRESS,,,,,,P.O. BOX 14131,,ST. PAUL,MN,55114,,,2023-09-12,1000.00,,,,C00354688,,,,,,,,H,MN,04,,,,,,,,
SB23,C00368993,SB23.5455,,,CCM,MIKIE SHERRILL FOR CONGRESS,,,,,,P.O. BOX 43032,,MONTCLAIR,NJ,07043,,,2023-07-13,1000.00,,,,C00640003,,,,,,,,H,NJ,11,,,,,,,,
SB23,C00368993,SB23.5447,,,CCM,MONTANANS FOR TESTER,,,,,,PO BOX 1135,,HELENA,MT,59624,,,2023-12-12,500.00,,,,C00412304,,,,,,,,S,MT,00,,,,,,,,
SB23,C00368993,SB23.5465,,,CCM,"RASKIN, JAMIE",,,,,,PO BOX 5418,,TAKOMA PARK,MD,20913,,,2023-09-26,500.00,,,,,,,,,,,,H,MD,08,,,,,,,,
SB23,C00368993,SB23.5469,,,CCM,"VAN HOLLEN, CHRIS",,,,,,10605 CONCORD ST,SUITE 202,KENSINGTON,MD,20895,P2024,,2023-10-04,1000.00,,,,,,,,,,,,S,MD,03,,,,,,,,
SB23,C00368993,SB23.5471,,,CCM,VICTORY NOW FOR SHERROD BROWN,,,,,,PO BOX 65322,,WASHINGTON,DC,20035,,,2023-10-04,1000.00,,,,C00846196,,,,,,,,,,,,,,,,,,
SB23,C00368993,SB23.5448,,,CCM,WYDEN FOR SENATE,,,,,,232 NE 9TH AVENUE,,PORTLAND,OR,97232,,,2023-12-13,1000.00,,,,C00308676,,,,,,,,S,OR,00,,,,,,,,
