form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00125534,SB29.8486,,,COM,American Representative Majority,,,,,,P.O. Box 8899,,Trenton,NJ,08650,,,2024-03-12,3500.00,,Fundraiser,003,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8464,,,COM,Bucks County Democratic Committee,,,,,,P.O. Box 391,,Doylestown,PA,18901,,,2024-02-06,500.00,,Fundraiser,003,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8459,,,COM,Burlington County Democratic Committee,,,,,,P.O Box 2190,,Cinnaminson,NJ,08077,,,2024-01-09,5000.00,,Fundraiser,003,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8461,,,CCM,"Camden County Democratic Committee, Inc.",,,,,,2240 Route 70 West,,Cherry Hill,NJ,08002,,,2024-01-30,2000.00,,Fundraiser,003,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8471,,,PAC,Central PA Building & Construction Trade PAC,,,,,,P.O Box 391,,Harrisburg,PA,17108,,,2024-02-14,1000.00,,Annual contribution,012,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8445,,,CCM,CITIZENS FOR CARL JACKSON,,,,,,1215 E. FORT AVENUE SUITE 303,,BALTIMORE,MD,21230,,,2024-01-09,500.00,,Carl Jackson; MD house of delegates for the 8th district,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8466,,,COM,Cody Miller for Assembly,,,,,,P.O. Box 1368,,Blackwood,NJ,08012,,,2024-02-06,600.00,,Cody Miller; NJ Assemblyman for 4th district,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8467,,,CCM,Committee to Re-elect DiGirolamo Mayor,,,,,,SEVEN NESHAMINY INTERPLEX,SUITE 200,TREVOSE,PA,19053,,,2024-02-06,2000.00,,Joseph DiGirolamo; Mayor of Bensalem,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8488,,,CCM,Democratic Campaign Committee of Philadelphia,,,,,,219 Spring Garden Street,,Philadelphia,PA,19123,,,2024-03-12,1500.00,,Fundraiser,003,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8453,,,COM,Deptford Democratic Executive Committee,,,,,,212 Heather Glenn Court,,Sewell,NJ,08080,,,2024-01-09,1000.00,,Fundraiser,003,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8468,,,COM,EFO Chris Banks for Mount Holly,,,,,,223 High Street,,Mount Holly,NJ,08060,,,2024-02-06,500.00,,Chris Banks; Mount Holly mayor,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8482,,,COM,Friends of Chris Pielli,,,,,,P.O. Box 2051,,West Chester,PA,19380,,,2024-03-12,500.00,,Chris Pielli; PA state representative for 156th district,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8457,,,COM,Friends of Danilo Burgos,,,,,,P.O Box 60601,,Philadelphia,PA,19133,,,2024-01-09,1000.00,,Danilo Burgos; PA state representative for 197th district,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8484,,,COM,Friends of Devlin Robinson,,,,,,P.O. Box 51,,Hershey,PA,17033,,,2024-03-12,500.00,,Devlin Robinson; PA state senator for the 37th district,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8474,,,COM,Friends of Jamila Winder,,,,,,P.O. Box 763,,Norristown,PA,19404,,,2024-02-27,500.00,,Jamila Winder; Montgomery County commissioner,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8451,,,COM,Friends of Jermaine Jones,,,,,,1215 East Fort Avenue,,Baltimore,MD,21230,,,2024-01-09,250.00,,Jermaine Jones; Baltimore Ciy Council for the 12th district,011,,,,,,,,,,,,,,,,,,,
